probe	gene	mean_expression
ILMN_2393149	ALOX15B	6.763214501057219
ILMN_1792150	ALOX5	4.856423273322773
ILMN_1797875	ALOX5AP	2.785244441828425
ILMN_1678255	ALOXE3	4.402942792175469
ILMN_1752669	ALPI	4.545783220422979
ILMN_2078697	ALPK1	0.6824157607922414
ILMN_1811238	ALPK2	8.222265280563422
ILMN_1734630	ALPK3	0.5497099072380549
ILMN_1701603	ALPL	9.528969799018189
ILMN_1693789	ALPP	12.590475737138982
ILMN_1801851	ALPPL2	3.4815655385518256
ILMN_1750256	ALS2	8.421219156541193
ILMN_1700596	ALS2CL	3.34401056499563
ILMN_1792449	ALS2CR11	1.6027866201185683
ILMN_1765674	ALS2CR12	1.0443361900599026
ILMN_3236443	ALX1	8.606953929478896
ILMN_1729325	ALX3	4.6849929137321835
ILMN_1803384	ALX4	0.34040594181268274
ILMN_2364062	ALYREF	8.937087270724511
ILMN_1759670	AMACR	6.979698239970227
ILMN_1794384	AMBN	5.129051237887442
ILMN_1695446	AMBP	2.2885446508679093
ILMN_1662681	AMBRA1	4.019459161889576
ILMN_1667994	AMD1	7.577304804045748
ILMN_1788239	AMDHD1	3.638991381135383
ILMN_1695759	AMDHD2	2.2357240236720797
ILMN_2397406	AMELX	0.0
ILMN_1727258	AMELY	1.7519604978981904
ILMN_1750051	AMER1	7.752166739009532
ILMN_2394362	AMER2	7.941707556432758
ILMN_3178393	AMER3	4.002509760966283
ILMN_1723116	AMFR	9.597501834907531
ILMN_1660995	AMH	6.44208819498802
ILMN_1736412	AMHR2	2.354858521953617
ILMN_1765460	AMIGO1	5.85656289385762
ILMN_1725896	AMIGO2	1.9567579577314278
ILMN_1738233	AMIGO3	0.19202710147853516
ILMN_1779374	AMMECR1	5.286360700216965
ILMN_1727023	AMMECR1L	8.69807533031012
ILMN_1683901	AMN	3.6787578233735343
ILMN_1792409	AMOT	8.739340833527192
ILMN_1748141	AMOTL1	3.203998285932849
ILMN_1778788	AMOTL2	6.861158080894668
ILMN_1759312	AMPD1	1.098481355768843
ILMN_1701589	AMPD2	1.3858960324118428
ILMN_1660854	AMPD3	2.646537443170606
ILMN_1685834	AMPH	11.735789922754051
ILMN_1665331	AMT	9.969170230921812
ILMN_1713927	AMTN	0.69144714069262
ILMN_2294762	AMY1A	10.446511437057266
ILMN_1726327	AMY1B	8.123359372948116
ILMN_1663313	AMY1C	12.662731937930161
ILMN_1801303	AMY2A	5.995640072954679
ILMN_1694882	AMY2B	3.8852664622788127
ILMN_1901974	AMZ1	4.165630553600152
ILMN_1801606	AMZ2	12.448942856125555
ILMN_1804812	ANAPC1	8.483887430828942
ILMN_1770378	ANAPC10	9.655535375263154
ILMN_1722102	ANAPC11	12.004730582550346
ILMN_1793894	ANAPC13	12.980693983756069
ILMN_1726104	ANAPC15	8.75708357029279
ILMN_1738955	ANAPC16	7.994455947478303
ILMN_1813243	ANAPC2	3.7485927716917655
ILMN_1802973	ANAPC4	8.698994104236048
ILMN_1723177	ANAPC5	10.080527367676273
ILMN_2199284	ANAPC7	7.153803391333934
ILMN_1760727	ANG	9.829412192817564
ILMN_1665871	ANGEL1	7.525807260187347
ILMN_1736340	ANGEL2	8.809096514519004
ILMN_2086890	ANGPT1	5.591138102353919
ILMN_3250879	ANGPT2	3.42572000297762
ILMN_1758443	ANGPT4	1.4510407681177018
ILMN_2145501	ANGPTL1	0.28377198573266327
ILMN_1772612	ANGPTL2	6.521607141891402
ILMN_1695193	ANGPTL3	3.5716681532000893
ILMN_2386444	ANGPTL4	7.018811293729919
ILMN_2166696	ANGPTL5	0.44559672505716597
ILMN_1725518	ANGPTL6	0.5949997267948337
ILMN_1813361	ANGPTL7	2.430182492488066
ILMN_1764714	ANGPTL8	4.498808164954256
ILMN_1684694	ANK1	4.528787823049663
ILMN_1776363	ANK2	8.08926978884888
ILMN_2390609	ANK3	5.616575260931999
ILMN_2112834	ANKAR	0.5012975773456422
ILMN_1813139	ANKDD1A	8.975265788987189
ILMN_2367300	ANKEF1	3.1082014279533734
ILMN_1811239	ANKFN1	4.100449788359147
ILMN_1794470	ANKFY1	8.65129594192067
ILMN_1692080	ANKH	2.7955477318155526
ILMN_1765091	ANKHD1	7.520293905533218
ILMN_1766560	ANKHD1-EIF4EBP3	1.8306962783420921
ILMN_3241218	ANKIB1	7.812515343099881
ILMN_1797873	ANKK1	0.0
ILMN_2091590	ANKLE1	5.0946449006110734
ILMN_3249608	ANKLE2	7.108504971206241
ILMN_1675483	ANKMY1	6.7109065385964675
ILMN_1784292	ANKMY2	9.725770977516516
ILMN_1687351	ANKRA2	9.829109801778257
ILMN_1716264	ANKRD1	3.637459638695029
ILMN_2115218	ANKRD10	9.223636605104204
ILMN_2108709	ANKRD11	10.329445720836928
ILMN_1661833	ANKRD12	6.753288557369424
ILMN_1689908	ANKRD13A	9.849067147729393
ILMN_1794070	ANKRD13B	5.210613720565454
ILMN_2148507	ANKRD13C	8.07735633987845
ILMN_1672356	ANKRD13D	5.688924325889847
ILMN_1675435	ANKRD16	6.885878009027505
ILMN_1712019	ANKRD17	7.979693416935663
ILMN_3255211	ANKRD18A	2.631947070922971
ILMN_1681751	ANKRD18DP	3.850080078423149
ILMN_1682547	ANKRD2	1.066511990029648
ILMN_2215824	ANKRD20A1	5.31592493421955
ILMN_3244353	ANKRD20A2	0.0
ILMN_2398211	ANKRD20A3	4.567222181040637
ILMN_3240529	ANKRD20A4	0.9566522152837429
ILMN_2181867	ANKRD20A8P	2.7843449549631036
ILMN_2132599	ANKRD22	6.872112353082728
ILMN_2227338	ANKRD23	5.8954915680317415
ILMN_1768202	ANKRD24	7.169967336738512
ILMN_1740161	ANKRD26	5.422354951078557
ILMN_1794063	ANKRD27	6.370066344852415
ILMN_2232520	ANKRD28	7.000328615317173
ILMN_2075643	ANKRD29	3.672550901497892
ILMN_1756727	ANKRD30A	0.6778098149866087
ILMN_1749341	ANKRD30BL	0.24439137985252368
ILMN_3235840	ANKRD30BP2	0.995831949812076
ILMN_1708056	ANKRD31	1.4403994982173325
ILMN_1667748	ANKRD33	7.25725564005841
ILMN_1807203	ANKRD33B	0.2491020184980617
ILMN_2119793	ANKRD34A	6.028444550525187
ILMN_1655766	ANKRD34B	0.0
ILMN_1758215	ANKRD34C	4.0691301309000085
ILMN_3224830	ANKRD34C-AS1	1.5185130641793438
ILMN_1798006	ANKRD35	5.750778062306296
ILMN_1780806	ANKRD36B	6.752259942811456
ILMN_3304802	ANKRD36BP1	4.722435150715035
ILMN_1756417	ANKRD37	9.842344696293214
ILMN_1710979	ANKRD39	9.31878912784103
ILMN_1758846	ANKRD40	8.31938998707176
ILMN_1676605	ANKRD42	1.4187201798046158
ILMN_2059844	ANKRD44	5.899603271967251
ILMN_1733716	ANKRD45	2.3904533491696704
ILMN_1712298	ANKRD46	11.503892278319965
ILMN_1669259	ANKRD49	8.057832774563614
ILMN_2226304	ANKRD50	8.139449294028994
ILMN_3244029	ANKRD52	1.7024877796401654
ILMN_1772660	ANKRD53	2.3425934281451704
ILMN_1766309	ANKRD54	8.873137081624273
ILMN_1798947	ANKRD55	1.6830951028574406
ILMN_2178587	ANKRD6	10.192701516165076
ILMN_2048607	ANKRD9	12.318063704946637
ILMN_1813669	ANKS1A	10.587837370559614
ILMN_1758392	ANKS1B	7.614862832066382
ILMN_1751636	ANKS3	6.35953840465109
ILMN_2199658	ANKS4B	1.8411984501403316
ILMN_1691716	ANKS6	6.007131350355376
ILMN_3194118	ANKUB1	0.3532816343433948
ILMN_1677487	ANKZF1	8.351605416619098
ILMN_1739645	ANLN	6.461383229997932
ILMN_3237961	ANO1	2.3570515979884434
ILMN_1767111	ANO10	7.564207053207341
ILMN_3240765	ANO3	0.5093276144848605
ILMN_2228215	ANO4	1.9353977428984226
ILMN_1690154	ANO5	1.145050298198311
ILMN_1674941	ANO6	7.405699313772839
ILMN_1683824	ANO7	5.20422009268863
ILMN_1709124	ANO8	6.791721499332991
ILMN_1762629	ANO9	5.066238669645915
ILMN_1750373	ANOS1	6.929630531631001
ILMN_1807945	ANP32A	5.906482589623262
ILMN_2056002	ANP32AP1	8.965131773390832
ILMN_1684293	ANP32B	13.161591618331235
ILMN_1655868	ANP32C	6.474686639225459
ILMN_1728191	ANP32D	0.0
ILMN_1684923	ANP32E	1.8111008707869793
ILMN_1763837	ANPEP	1.8655595019495401
ILMN_1670379	ANTXR1	9.398999729444467
ILMN_1812926	ANTXR2	5.880801791700137
ILMN_2184184	ANXA1	6.666109800897662
ILMN_1699421	ANXA10	3.973975792259266
ILMN_1685170	ANXA11	3.260447565267197
ILMN_2412490	ANXA13	3.915254969328462
ILMN_2409167	ANXA2	12.95779599332891
ILMN_2041101	ANXA2P1	9.611576565155483
ILMN_3235632	ANXA2P2	15.551530785624188
ILMN_1798372	ANXA2P3	3.608068130311901
ILMN_2098616	ANXA2R	8.980401395844206
ILMN_1694548	ANXA3	1.7018675463539614
ILMN_1711408	ANXA4	0.0
ILMN_1741003	ANXA5	11.381757321469102
ILMN_1678612	ANXA6	5.0146028347908835
ILMN_1703791	ANXA7	8.53224668505282
ILMN_1803313	ANXA8	5.3894328676313
ILMN_3242004	ANXA8L1	5.395257476735331
ILMN_2217601	ANXA9	0.0
ILMN_1709820	AOAH	5.348479599207575
ILMN_1731433	AOC1	2.098777003010453
ILMN_2405185	AOC2	4.564772230755043
ILMN_1782086	AOC3	3.658456427282522
ILMN_2219618	AOC4P	11.992024722219147
ILMN_1767113	AOX1	1.4131370222755344
ILMN_2207561	AP1AR	5.450491580589287
ILMN_1781983	AP1B1	8.014343461610784
ILMN_2399627	AP1G1	7.247653402940322
ILMN_1754179	AP1G2	6.6488492175043605
ILMN_1754738	AP1M1	11.88287891151361
ILMN_1705861	AP1M2	2.5878591435584757
ILMN_2316173	AP1S1	11.245562187351005
ILMN_2120273	AP1S2	12.60113851161144
ILMN_1768610	AP1S3	1.007824637237688
ILMN_1815306	AP2A1	7.123500048245138
ILMN_1803779	AP2A2	7.1158552330542655
ILMN_2331735	AP2B1	10.180251156505813
ILMN_2402798	AP2M1	10.608053588773053
ILMN_1809957	AP2S1	13.651848258313363
ILMN_1768867	AP3B1	9.59400089123341
ILMN_1679256	AP3B2	7.162518185760686
ILMN_1764945	AP3D1	8.61548109029659
ILMN_1667086	AP3M1	10.119823306567502
ILMN_1676946	AP3M2	9.200027872557184
ILMN_2311761	AP3S1	10.583470411666537
ILMN_1731596	AP3S2	9.335935446612494
ILMN_1669377	AP4B1	9.230271863799798
ILMN_1754531	AP4E1	5.8270074490788275
ILMN_1779512	AP4M1	5.21800933721435
ILMN_1760466	AP4S1	3.0122286403258403
ILMN_1717594	AP5B1	0.8550185091325037
ILMN_1741331	AP5M1	7.523479600299194
ILMN_1785644	AP5S1	6.133354736678128
ILMN_2083559	AP5Z1	1.4738555676771241
ILMN_1659463	APAF1	7.746393765648109
ILMN_1668285	APBA1	2.6134524535918713
ILMN_1723626	APBA2	7.986297831812785
ILMN_1686610	APBA3	7.597106503627121
ILMN_1699646	APBB1	5.4339969977787845
ILMN_1801710	APBB1IP	4.49353282587079
ILMN_1716790	APBB2	5.9190297088368995
ILMN_1740772	APBB3	11.645646145477533
ILMN_1662668	APC	1.316723992179844
ILMN_1659950	APC2	5.935919591276317
ILMN_1656951	APCDD1	6.39065961975243
ILMN_1689431	APCDD1L	3.7949484059983565
ILMN_1708833	APCS	3.0567696808669376
ILMN_1718023	APEH	10.765543086308481
ILMN_1661886	APEX1	11.938357410400165
ILMN_1652505	APEX2	7.074054798598422
ILMN_1658472	APH1A	10.691846737442573
ILMN_1862217	APH1B	8.749269926014145
ILMN_1815051	API5	9.101357656239857
ILMN_1793598	APIP	9.8773496811126
ILMN_1793360	APITD1	6.260130411498303
ILMN_3243695	APLF	1.3471894317378146
ILMN_1689353	APLN	3.6779485348698895
ILMN_1700183	APLNR	0.8390408415474971
ILMN_1763834	APLP1	10.312932144392883
ILMN_1710482	APLP2	9.40082853599258
ILMN_1674394	APMAP	9.745595278768166
ILMN_1690884	APOA1	5.667675353968433
ILMN_1688543	APOA2	1.0369822623765617
ILMN_1675706	APOA4	0.6665728845822089
ILMN_1754055	APOA5	0.2746791002270947
ILMN_1664024	APOB	2.193339319737731
ILMN_1813881	APOBEC1	2.6010583554029325
ILMN_1719143	APOBEC2	0.49663228638499324
ILMN_1680192	APOBEC3A	1.3172618453501845
ILMN_2219466	APOBEC3B	0.17645998730290632
ILMN_1675684	APOBEC3C	5.21944602978688
ILMN_3307651	APOBEC3D	5.81002457378215
ILMN_2412172	APOBEC3F	7.039535407036247
ILMN_2232478	APOBEC3G	5.221164363422128
ILMN_1664828	APOBEC3H	0.6754466303862277
ILMN_1815425	APOBEC4	0.0
ILMN_1697925	APOBR	0.0
ILMN_1789007	APOC1	7.781954066989843
ILMN_1802923	APOC2	4.424461682261041
ILMN_1722070	APOC3	0.4117708486857188
ILMN_1765605	APOC4	2.069060167397351
ILMN_1780170	APOD	0.2344685479842632
ILMN_1740938	APOE	8.915844435200393
ILMN_1809311	APOF	2.55475545443923
ILMN_1761511	APOH	0.3428039997647383
ILMN_1688631	APOL1	3.0525801555928083
ILMN_2325337	APOL2	6.534705425356344
ILMN_1756862	APOL3	4.2495087286416675
ILMN_1779070	APOL4	4.081107353837031
ILMN_1676177	APOL5	0.7511250428161488
ILMN_1687201	APOL6	4.793280490782574
ILMN_1723522	APOLD1	3.6417970759881393
ILMN_1731941	APOM	7.171157432473909
ILMN_1721623	APOO	9.946862646892315
ILMN_1777483	APOOL	5.682243728486735
ILMN_2078724	APOPT1	11.924829852970705
ILMN_2404063	APP	11.993585311997675
ILMN_2149766	APPBP2	8.476482981088965
ILMN_1763730	APPL1	7.4221478539328345
ILMN_1765076	APPL2	6.661245415763003
ILMN_1722491	APRT	8.96412272673648
ILMN_2317348	APTX	10.283678678499438
ILMN_1681103	AQP1	7.165672682566293
ILMN_2090004	AQP10	0.4904448010541677
ILMN_1762606	AQP11	8.302042245715787
ILMN_1757036	AQP12A	2.4006003921773456
ILMN_3246595	AQP12B	5.768531213257952
ILMN_1732149	AQP2	0.6421916253278286
ILMN_1651574	AQP3	0.8142677547799185
ILMN_1676649	AQP4	0.8768352647839742
ILMN_1807036	AQP5	0.0
ILMN_1786381	AQP6	2.5978548717648535
ILMN_1738494	AQP7	1.7237677651046106
ILMN_3245829	AQP7P1	3.691014885775019
ILMN_1713462	AQP8	2.8464965747339135
ILMN_1715068	AQP9	0.20454126657680974
ILMN_1717154	AQR	7.87717317918007
ILMN_1767351	AR	6.77059597751984
ILMN_1658883	ARAF	8.722035382762302
ILMN_3269719	ARAP1	5.8231980160652626
ILMN_3244434	ARAP2	1.1984904871360968
ILMN_1812618	ARAP3	8.640970791596063
ILMN_1711120	ARC	4.468820345049923
ILMN_1699703	ARCN1	10.908421879346351
ILMN_1804421	AREG	0.0
ILMN_1802203	ARF1	13.480119817438572
ILMN_1682938	ARF3	8.115441932480195
ILMN_1719518	ARF4	12.9462380493709
ILMN_1752340	ARF5	12.125479415385646
ILMN_1764297	ARF6	3.5971076359826384
ILMN_1675709	ARFGAP1	7.665167903148533
ILMN_1769250	ARFGAP2	8.514310828985783
ILMN_1731287	ARFGAP3	10.354456536162617
ILMN_1728471	ARFGEF1	8.496064392111803
ILMN_1789990	ARFGEF2	5.264718377961027
ILMN_1813100	ARFGEF3	5.068065534053889
ILMN_2403906	ARFIP1	7.483371719039908
ILMN_1750690	ARFIP2	4.141861467324708
ILMN_1703989	ARFRP1	2.175758969857899
ILMN_1812281	ARG1	1.865747644127331
ILMN_1800898	ARG2	9.447537312701101
ILMN_1716068	ARGFX	1.2732139192096827
ILMN_2095571	ARGFXP2	0.7859137742358554
ILMN_1788468	ARGLU1	11.440507799270746
ILMN_1732060	ARHGAP1	8.71246054015023
ILMN_1736112	ARHGAP10	4.983153705907191
ILMN_2395913	ARHGAP11A	5.1602230006606575
ILMN_2215881	ARHGAP11B	4.8389394073020915
ILMN_1753500	ARHGAP12	7.526816741664913
ILMN_2208413	ARHGAP15	6.652653212213932
ILMN_1718610	ARHGAP17	9.349248495893905
ILMN_1791186	ARHGAP18	2.4464618387956123
ILMN_1688953	ARHGAP19	9.255679472465166
ILMN_1782761	ARHGAP20	3.9723200939585688
ILMN_1811592	ARHGAP21	11.0746724236569
ILMN_1676361	ARHGAP22	5.812420051509708
ILMN_1801833	ARHGAP24	5.893922035484567
ILMN_1777998	ARHGAP25	2.8398737420046043
ILMN_1711490	ARHGAP26	2.3183339575376167
ILMN_1656361	ARHGAP27	2.5689890198348584
ILMN_1796772	ARHGAP28	4.383643453215366
ILMN_1751474	ARHGAP29	1.0191246827101903
ILMN_2408851	ARHGAP30	4.235288136411062
ILMN_3251486	ARHGAP31	0.7350249281968934
ILMN_1722726	ARHGAP32	7.718010555488122
ILMN_1678781	ARHGAP33	11.19012578035187
ILMN_1696845	ARHGAP35	2.9099436812591786
ILMN_1705466	ARHGAP36	9.234774176390959
ILMN_1784436	ARHGAP39	8.630047014466905
ILMN_1770824	ARHGAP4	6.503761152865432
ILMN_1677137	ARHGAP40	3.1444446998048394
ILMN_1776826	ARHGAP42	5.416875648973035
ILMN_3245564	ARHGAP44	8.33189345169579
ILMN_1811392	ARHGAP45	7.31299956284668
ILMN_2322747	ARHGAP5	5.504971966039801
ILMN_1806655	ARHGAP6	1.842951466811104
ILMN_2412475	ARHGAP8	6.0313793610638085
ILMN_1663916	ARHGAP9	2.126098865681743
ILMN_1734742	ARHGDIA	9.569917237821926
ILMN_1678143	ARHGDIB	5.828057189280766
ILMN_2049274	ARHGDIG	8.129148815022061
ILMN_2405129	ARHGEF1	7.789965918362533
ILMN_2132809	ARHGEF10	8.330235887894245
ILMN_1689770	ARHGEF10L	5.293287663948478
ILMN_1733861	ARHGEF11	5.143046272220986
ILMN_1810712	ARHGEF12	7.074506910445176
ILMN_1792571	ARHGEF15	0.6577627614158855
ILMN_1669928	ARHGEF16	5.582126157961995
ILMN_1754562	ARHGEF17	6.39646218542028
ILMN_1664016	ARHGEF18	10.942037853440253
ILMN_1808999	ARHGEF19	7.167465133792082
ILMN_1703477	ARHGEF2	9.942992837517993
ILMN_1741027	ARHGEF25	4.76147196789976
ILMN_1773042	ARHGEF26	0.8138930022728886
ILMN_2281186	ARHGEF28	0.15142081241622166
ILMN_1781010	ARHGEF3	8.729765130518617
ILMN_1901977	ARHGEF3-AS1	0.1676363841325532
ILMN_2214473	ARHGEF35	4.714239154671798
ILMN_1869913	ARHGEF37	5.15278246331621
ILMN_2179915	ARHGEF38	3.6334736998975514
ILMN_1717403	ARHGEF39	3.9320536558116728
ILMN_1666076	ARHGEF4	6.362873644335476
ILMN_1705743	ARHGEF40	4.0698838478520125
ILMN_1708093	ARHGEF5	0.5191939043278171
ILMN_1803423	ARHGEF6	7.880379053580694
ILMN_1796912	ARHGEF7	9.846929266103993
ILMN_1779370	ARHGEF9	7.324751660880129
ILMN_1797341	ARID1A	10.280821224018512
ILMN_1660433	ARID1B	4.956235266918503
ILMN_2182335	ARID2	6.276632860223237
ILMN_1670130	ARID3A	8.846384630439493
ILMN_1696956	ARID3B	9.892760707843278
ILMN_1757626	ARID3C	3.342575534183871
ILMN_1676626	ARID4A	6.2443894233016435
ILMN_1761334	ARID4B	6.734644073286122
ILMN_2415157	ARID5A	3.368041630912763
ILMN_1721626	ARID5B	7.492537251236802
ILMN_1694219	ARIH1	9.316944838512866
ILMN_1792825	ARIH2	10.388545730428733
ILMN_3241670	ARIH2OS	6.76527153186252
ILMN_1813091	ARL1	9.74656344838633
ILMN_1769168	ARL10	2.0651204881895486
ILMN_1808383	ARL11	1.2009958880403102
ILMN_1777550	ARL13A	2.850975279356493
ILMN_2403047	ARL13B	4.588504267243961
ILMN_2232463	ARL14	0.27269388590723537
ILMN_1767642	ARL14EP	8.494456007131884
ILMN_1750885	ARL14EPL	2.0009688978457976
ILMN_1774161	ARL15	6.131110976019733
ILMN_2188119	ARL16	13.424231146226356
ILMN_1698680	ARL17A	7.132732704282007
ILMN_3231952	ARL17B	8.006312965112116
ILMN_1787879	ARL2	12.731869561920353
ILMN_1755391	ARL2BP	10.840923332295239
ILMN_1780444	ARL3	8.751141552044414
ILMN_1775405	ARL4A	9.988106866350828
ILMN_1768391	ARL4C	6.780181135822377
ILMN_1719010	ARL4D	6.31753630253598
ILMN_1688526	ARL5A	12.197684434127503
ILMN_2120022	ARL5B	7.774811698727614
ILMN_3290699	ARL5C	0.36875691910576897
ILMN_1771822	ARL6	3.409884669653263
ILMN_1708416	ARL6IP1	13.385263896448876
ILMN_2393144	ARL6IP4	9.46229438864684
ILMN_1769810	ARL6IP5	12.726530436619441
ILMN_1797964	ARL6IP6	9.464274010968305
ILMN_1659148	ARL8A	3.0841279467548923
ILMN_1752837	ARL8B	9.94808198811921
ILMN_1777691	ARL9	6.570161290765466
ILMN_1722066	ARMC1	9.369364937358911
ILMN_2052598	ARMC10	10.661886872167607
ILMN_1712616	ARMC12	6.987416214477498
ILMN_1779256	ARMC2	4.265022704984359
ILMN_3243057	ARMC3	0.2095269397005851
ILMN_1776395	ARMC4	3.4138964286089184
ILMN_1697088	ARMC5	6.280428597475453
ILMN_1697118	ARMC6	7.532382433395539
ILMN_1797298	ARMC7	6.000929501779425
ILMN_1781151	ARMC8	9.05081643873451
ILMN_1755732	ARMC9	4.380565727219095
ILMN_1788192	ARMCX1	8.639351720220903
ILMN_1785170	ARMCX2	10.85298900503375
ILMN_2334760	ARMCX3	10.338374786185495
ILMN_3200560	ARMCX4	0.9522215284661693
ILMN_1741156	ARMCX5	7.87694544685798
ILMN_1716026	ARMCX6	10.413361390784845
ILMN_3249571	ARMS2	1.6922750681438519
ILMN_1798108	ARMT1	7.904585074508056
ILMN_1762582	ARNT	5.978822599047974
ILMN_1718046	ARNT2	9.176813380833606
ILMN_2405305	ARNTL	3.8939327807102497
ILMN_1798064	ARNTL2	4.708634434774876
ILMN_1759915	ARPC1A	11.697630593278445
ILMN_2085760	ARPC1B	6.775858709069361
ILMN_1792489	ARPC2	12.244694634011699
ILMN_1655561	ARPC3	11.861479384875722
ILMN_2393763	ARPC4	10.255534751602333
ILMN_1768394	ARPC5	11.728386961120302
ILMN_2043816	ARPC5L	8.191554554681383
ILMN_2189406	ARPIN	7.618474137385789
ILMN_2059505	ARPP19	10.305580692217296
ILMN_2289825	ARPP21	2.951410442901146
ILMN_1660126	ARR3	0.3597231033199781
ILMN_1819608	ARRB1	9.343274027985215
ILMN_2395711	ARRB2	6.277693707304384
ILMN_1661492	ARRDC1	0.3969414465431666
ILMN_1715181	ARRDC2	7.343791931063385
ILMN_2198515	ARRDC3	10.492360300552528
ILMN_3235196	ARRDC3-AS1	7.44091968118411
ILMN_1660544	ARRDC4	9.105826741082344
ILMN_2153787	ARRDC5	1.0096008659602613
ILMN_2047240	ARSA	6.1596617959354925
ILMN_2242937	ARSB	6.808028930218441
ILMN_1684873	ARSD	7.424866098601058
ILMN_1727462	ARSE	0.0
ILMN_1664001	ARSF	0.5781075274566506
ILMN_1720604	ARSG	7.150507425416108
ILMN_1757896	ARSH	1.3600018277914554
ILMN_1727156	ARSI	0.312270466159647
ILMN_1679318	ARSJ	3.311558399456814
ILMN_1657050	ARSK	6.765810890723397
ILMN_1807913	ART1	5.689586377101687
ILMN_1693218	ART3	2.680396559523962
ILMN_1805773	ART4	3.500514946355075
ILMN_2338733	ART5	4.753164129696164
ILMN_1803691	ARTN	2.507081822245073
ILMN_1800935	ARV1	8.492625573401432
ILMN_1677226	ARVCF	5.522356819227414
ILMN_1724162	ARX	2.899744611647057
ILMN_1771732	AS3MT	6.084200148605081
ILMN_1684054	ASAH1	8.411953271529436
ILMN_1780786	ASAH2	3.640080443837759
ILMN_1784206	ASAH2B	7.214226208888367
ILMN_3245057	ASAP1	10.599554911289012
ILMN_3244390	ASAP1-IT1	1.4949636931742247
ILMN_1757237	ASAP2	8.42954253003363
ILMN_1685441	ASAP3	11.519127534217148
ILMN_1781148	ASB10	3.645641826168607
ILMN_2272251	ASB11	4.036341394342487
ILMN_1656364	ASB12	3.395452562754772
ILMN_1654385	ASB13	6.307379333264946
ILMN_1753737	ASB14	0.40702715796664685
ILMN_1740528	ASB15	0.27034291356014456
ILMN_1810881	ASB16	1.9727794393613365
ILMN_1670829	ASB17	1.8866365653066495
ILMN_3248023	ASB18	4.261792268685767
ILMN_1795811	ASB2	3.546847671245237
ILMN_2358784	ASB3	9.83215108262667
ILMN_1702618	ASB4	2.54991124621193
ILMN_1711269	ASB5	0.7236373457723405
ILMN_1806705	ASB6	6.24799517441906
ILMN_1680419	ASB7	4.858544474439436
ILMN_1783675	ASB8	8.545012394725338
ILMN_1786041	ASB9	3.9921015235234645
ILMN_1679919	ASCC2	10.851493724047096
ILMN_1745772	ASCC3	7.379937502255508
ILMN_1701653	ASCL1	8.859046019422863
ILMN_1723412	ASCL2	5.867359120187666
ILMN_1695353	ASCL3	1.8813387909971242
ILMN_1813075	ASCL4	0.0
ILMN_1714737	ASF1A	7.00307760683469
ILMN_1695414	ASF1B	3.974381651734116
ILMN_1769013	ASGR1	12.324422777289612
ILMN_1700340	ASGR2	3.669889255514447
ILMN_1782032	ASH1L	4.279389628614649
ILMN_1666933	ASH2L	9.763556292880834
ILMN_1769694	ASIC1	10.563975037324509
ILMN_1779685	ASIC2	7.360919274467521
ILMN_1734479	ASIC3	4.914664385677967
ILMN_1750295	ASIC5	1.10111610888555
ILMN_1791647	ASIP	2.988759823697047
ILMN_2379393	ASL	3.7461365033636906
ILMN_1690595	ASMT	0.0
ILMN_1689786	ASMTL	10.465608202712685
ILMN_3240715	ASMTL-AS1	2.0119373037825223
ILMN_1657571	ASNA1	4.043233442315644
ILMN_1796417	ASNS	12.910416866532971
ILMN_2221673	ASNSD1	10.287576439462416
ILMN_1692824	ASPA	1.0987473719896907
ILMN_1757747	ASPDH	1.5117356903338768
ILMN_3246037	ASPG	1.964072622796978
ILMN_1693771	ASPH	6.518194146534221
ILMN_1662390	ASPHD1	8.01366465639865
ILMN_2167426	ASPHD2	7.296782185728933
ILMN_1815184	ASPM	6.2199998820814
ILMN_2168166	ASPN	0.5094005220152481
ILMN_1762284	ASPRV1	5.257330087828309
ILMN_1660749	ASPSCR1	10.44578936184967
ILMN_1810199	ASRGL1	6.576924497641593
ILMN_2395451	ASS1	9.564110000099392
ILMN_1803813	ASTE1	5.761160484152975
ILMN_1728055	ASTL	3.2109749765439535
ILMN_1684959	ASTN1	8.742431978646815
ILMN_1744118	ASTN2	8.528809708884674
ILMN_2196337	ASUN	6.30204389384481
ILMN_1726025	ASXL1	7.5141720051437515
ILMN_1698968	ASXL2	6.770541684174276
ILMN_1736957	ASXL3	1.8328414701400904
ILMN_1782246	ASZ1	1.645331054661127
ILMN_1654497	ATAD1	10.815713183105366
ILMN_2048700	ATAD2	7.008411996275087
ILMN_3235282	ATAD2B	5.133737527748473
ILMN_1738530	ATAD3A	6.953207618355868
ILMN_2131936	ATAD3B	3.054708758972906
ILMN_2231569	ATAD3C	3.699869898190317
ILMN_1698650	ATAD5	4.657388617014527
ILMN_1752476	ATAT1	10.047159710437592
ILMN_1656576	ATCAY	8.26144110042437
ILMN_1812479	ATE1	9.162802382777897
ILMN_1801923	ATF1	5.148046711902297
ILMN_1748271	ATF2	9.209947572520358
ILMN_2374865	ATF3	9.899199581072564
ILMN_1672128	ATF4	14.270017551110948
ILMN_1669113	ATF5	9.54094379392746
ILMN_1703471	ATF6	7.827020018403364
ILMN_3194911	ATF6B	6.9247924279925925
ILMN_1706967	ATF7	3.844290970001447
ILMN_1716435	ATF7IP	3.9299757847492995
ILMN_1804445	ATF7IP2	6.188057017721058
