assay	sheet	condition	kind	dose_M	include_flagged	n_values	median	mutant_control_median	corrected_control_median	ratio_to_mutant	control_gap_fraction
ROS	Tinostamustine	1μM	treatment	1e-06	True	14	0.92977	0.9541365	0.733853	0.974462249374	0.110614276603
ROS	Tinostamustine	2.5μM	treatment	2.5e-06	True	14	0.652843	0.9541365	0.733853	0.684223902974	1.36775337236
ROS	Tinostamustine	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	Tinostamustine	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	Tinostamustine	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	Tinostamustine	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	Tinostamustine	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	Trifluoperazine	0.5μM	treatment	5e-07	True	14	1.3137055	0.9541365	0.733853	1.37685278783	-1.6323011029
ROS	Trifluoperazine	1μM	treatment	1e-06	True	14	1.2282665	0.9541365	0.733853	1.28730690001	-1.24444182156
ROS	Trifluoperazine	2.5μM	treatment	2.5e-06	True	14	0.761361	0.9541365	0.733853	0.797958153786	0.875124555402
ROS	Trifluoperazine	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	Trifluoperazine	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	Trifluoperazine	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	Trifluoperazine	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	Trifluoperazine	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	Tyrphostatin 9	0.5μM	treatment	5e-07	True	13	0.844708	0.9541365	0.733853	0.88531148321	0.496762126986
ROS	Tyrphostatin 9	1μM	treatment	1e-06	True	13	0.624336	0.9541365	0.733853	0.654346626505	1.497163882
ROS	Tyrphostatin 9	2.5μM	treatment	2.5e-06	True	13	0.516082	0.9541365	0.733853	0.540889065663	1.98859424333
ROS	Tyrphostatin 9	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	Tyrphostatin 9	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	Tyrphostatin 9	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	Tyrphostatin 9	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	Tyrphostatin 9	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	UNC2025	0.5μM	treatment	5e-07	True	14	0.970293	0.9541365	0.733853	1.01693311177	-0.0733441224604
ROS	UNC2025	1μM	treatment	1e-06	True	14	0.8625905	0.9541365	0.733853	0.904053560471	0.415582646907
ROS	UNC2025	2.5μM	treatment	2.5e-06	True	11	0.8836475	0.9541365	0.733853	0.926122729819	0.31999219188
ROS	UNC2025	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	UNC2025	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	UNC2025	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	UNC2025	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	UNC2025	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	VPS34 inhibitor 1	0.5μM	treatment	5e-07	True	14	1.113164	0.9541365	0.733853	1.16667164499	-0.721921977815
ROS	VPS34 inhibitor 1	1μM	treatment	1e-06	True	14	0.902044	0.9541365	0.733853	0.945403514067	0.236479355013
ROS	VPS34 inhibitor 1	2.5μM	treatment	2.5e-06	True	14	0.845286	0.9541365	0.733853	0.885917266555	0.494138235501
ROS	VPS34 inhibitor 1	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	VPS34 inhibitor 1	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	VPS34 inhibitor 1	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	VPS34 inhibitor 1	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	VPS34 inhibitor 1	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	Vorinostat	0.5μM	treatment	5e-07	True	14	1.0210875	0.9541365	0.733853	1.07016920535	-0.303931070643
ROS	Vorinostat	1μM	treatment	1e-06	True	14	0.929442	0.9541365	0.733853	0.974118483047	0.112103266926
ROS	Vorinostat	2.5μM	treatment	2.5e-06	True	13	0.852204	0.9541365	0.733853	0.893167801462	0.462733250561
ROS	Vorinostat	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	Vorinostat	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	Vorinostat	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	Vorinostat	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	Vorinostat	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
ROS	WAY-600	0.5μM	treatment	5e-07	True	14	0.9427285	0.9541365	0.733853	0.988043639458	0.0517878097996
ROS	WAY-600	1μM	treatment	1e-06	True	14	0.7572085	0.9541365	0.733853	0.793606051126	0.893975263694
ROS	WAY-600	2.5μM	treatment	2.5e-06	True	14	0.6034905	0.9541365	0.733853	0.632499123553	1.59179421064
ROS	WAY-600	GC	control	NA	True	75	0.733853	0.9541365	0.733853	0.769127897319	1
ROS	WAY-600	GC+ Pyocyanin	control	NA	True	75	13.55304	0.9541365	0.733853	14.2045084744	-57.194040861
ROS	WAY-600	SNCA Trpl.	control	NA	True	74	0.9541365	0.9541365	0.733853	1	-0
ROS	WAY-600	SNCA Trpl. + NAC	control	NA	True	75	0.516065	0.9541365	0.733853	0.540871248506	1.98867141661
ROS	WAY-600	SNCA Trpl.+ Pyocyanin	control	NA	True	75	21.64209	0.9541365	0.733853	22.6823834954	-93.9151298213
