pathway	meta_z	meta_p	meta_FDR	same_NES_direction	NES_GSE17542_SN_MPTP10_limma	nominal_p_GSE17542_SN_MPTP10_limma	NES_GSE46798_exposure_corrected_limma	nominal_p_GSE46798_exposure_corrected_limma	NES_human_PD_postmortem_meta_limma	nominal_p_human_PD_postmortem_meta_limma
Resolution of AP sites via the multiple-nucleotide patch replacement pathway	-1.019318481477362	0.30805179272457894	0.5288821340626653	False	0.7986783619587103	0.7613636363636364	-0.9192069162740917	0.5759096612296111	-1.2936238752520766	0.13108614232209737
Activation of the pre-replicative complex	1.0179509108961164	0.3087012853452257	0.5292162422136851	False	0.9140853523708409	0.5652173913043478	-0.9336623155866663	0.5701754385964912	1.3835099432406965	0.07911802853437094
Anti-inflammatory response favouring Leishmania parasite infection	-1.0165924533141275	0.30934734575736533	0.5292162422136851	False	-1.0337771728396705	0.39590443686006827	-1.2537876532682806	0.12514220705346984	0.9637212966890897	0.5341317365269461
Leishmania parasite growth and survival	-1.0165924533141275	0.30934734575736533	0.5292162422136851	False	-1.0337771728396705	0.39590443686006827	-1.2537876532682806	0.12514220705346984	0.9637212966890897	0.5341317365269461
KSRP (KHSRP) binds and destabilizes mRNA	-1.0161585092563588	0.3095539106710067	0.5292162422136851	False	-0.8409457871071743	0.6751824817518248	0.8254575915233352	0.6697674418604651	-1.4257522037608021	0.0771513353115727
Ca2+ pathway	-1.0134266103666265	0.31085643427729104	0.5308824547414918	False	-1.2354091952968322	0.1440972222222222	-1.068148697442857	0.3465909090909091	0.9591798078187705	0.5178791615289766
Mitochondrial tRNA aminoacylation	-1.010329001920015	0.31233769068911155	0.532227811398598	False	-0.8491763878369692	0.6835205992509363	-1.3554104732683734	0.11065573770491803	0.7662931483389597	0.8002873563218391
tRNA processing	-1.0098814352270633	0.31255209808671947	0.532227811398598	False	1.2939128047083603	0.07529411764705882	-0.8101556606291577	0.8126361655773421	-1.625078480053844	0.0
Glycosphingolipid metabolism	-1.0096755704967268	0.31265075039582246	0.532227811398598	False	-1.1847409656170378	0.21024734982332155	0.9192610842813909	0.6165413533834586	-1.0525997890292746	0.31891891891891894
Antimicrobial peptides	1.0090322708578028	0.31295915778348693	0.532227811398598	False	-1.5854621545534804	0.014545454545454545	1.2245197861785013	0.09278350515463918	1.5651149279668704	0.012062726176115802
SUMOylation of intracellular receptors	1.007989657662522	0.3134594273038893	0.532519215954876	True	0.9755815763880448	0.4649122807017544	0.6997511419891859	0.9060773480662984	1.0704143986657928	0.3696551724137931
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	1.0039518754688712	0.31540181044642945	0.534956219915097	False	1.6782437444697984	0.0072992700729927005	-1.4409585161652543	0.017410228509249184	1.2120259585415536	0.15158636897767333
SWI/SNF chromatin remodelers	-1.003325432743157	0.31570386895154867	0.534956219915097	False	-0.8953322807738895	0.6252252252252253	-1.2463434584704862	0.18734491315136476	0.6476283685002524	0.9448924731182796
Formation of Incision Complex in GG-NER	-1.0024041760291853	0.316148426036142	0.534956219915097	False	1.5976026673875523	0.006772009029345372	-1.1532814620664058	0.24880382775119617	-1.8873873519179034	0.0
FOXO-mediated transcription of cell cycle genes	-1.0022649863209918	0.31621562844888684	0.534956219915097	False	-1.514929185565804	0.049723756906077346	-1.1212604174759333	0.32232496697490093	1.2206000874895002	0.2239657631954351
Negative regulation of TCF-dependent signaling by WNT ligand antagonists	1.0015660877970487	0.31655320652974384	0.534968310408826	False	0.8540352181803519	0.6565420560747663	-0.8985586086196918	0.6198347107438017	1.4370769178112415	0.07407407407407407
rRNA processing in the mitochondrion	-0.9989370717386047	0.31782517628842033	0.5360780963766745	False	1.3311548185327469	0.12385321100917432	0.5539540859835471	0.9826086956521739	-1.9880037082049866	0.0
Maturation of nucleoprotein_9694631	0.998840163494722	0.3178721263258848	0.5360780963766745	False	1.558912645700284	0.0367170626349892	-1.0971177984685376	0.349527665317139	0.9276523210718217	0.5641748942172073
SHC-mediated cascade:FGFR2	0.9980860631278072	0.31823762762178176	0.5361360240579237	False	-0.9325793713785349	0.5487364620938628	1.2172415577213342	0.1712962962962963	1.0842941006991198	0.33688415446071907
Fanconi Anemia Pathway	0.9967860820741209	0.3188683553373154	0.5366401946893072	False	1.4068190930896463	0.05429864253393665	-1.2869378996780567	0.12515188335358446	1.226723177292206	0.18169934640522875
Senescence-Associated Secretory Phenotype (SASP)	0.991675301553936	0.3213559430151198	0.5402650796900094	False	0.8707801456246576	0.6933333333333334	-0.5350202956774093	0.9952774498229043	1.1939457916776155	0.18377693282636248
eNOS activation	-0.9909824360458865	0.32169415676517876	0.5402726553971208	False	-1.4040006825102715	0.08918406072106262	-0.787198996053198	0.7690140845070422	0.7677592134142192	0.7818181818181819
Transcription-Coupled Nucleotide Excision Repair (TC-NER)	-0.9889840713004107	0.32267093507831623	0.5413515480743979	False	1.4567449782841793	0.02056555269922879	-1.0118908604250014	0.4604966139954853	-2.2085935550666926	0.0
IRE1alpha activates chaperones	-0.9876532014763346	0.32332252134006856	0.5418831905275062	False	-1.0899437918971149	0.2792321116928447	-1.030098327237279	0.44302325581395346	0.7090875213288369	0.8898623279098874
Recycling of bile acids and salts	0.9869266030883493	0.3236786214405435	0.5419190156279627	False	-0.760454750347785	0.8085106382978723	0.8832025768050418	0.5967078189300411	1.2627900082847943	0.1548480463096961
p75 NTR receptor-mediated signalling	0.986029777209905	0.32411850091355077	0.5419213443851049	False	1.1764975672734004	0.16367713004484305	-0.7020751834581731	0.9367502726281353	0.8911978885090652	0.6932870370370371
Hyaluronan degradation	-0.9855592066287944	0.32434946430461187	0.5419213443851049	False	-1.4092414197290914	0.08971962616822429	-0.9038430078041337	0.5948717948717949	0.8883697853385533	0.6019283746556474
Nuclear events stimulated by ALK signaling in cancer	0.9814586797828068	0.3263666012822398	0.5447294097690167	False	0.7843362566755717	0.8207964601769911	-0.7776128718693326	0.7948084054388134	1.3659633297654994	0.08300907911802853
Cargo concentration in the ER	0.9785031322224992	0.32782554293597077	0.5465265191309422	False	1.197587901115317	0.20454545454545456	1.2264391459974315	0.14432989690721648	-1.087613759618979	0.301255230125523
Leading Strand Synthesis	0.9768602210557122	0.3286383574722449	0.5465265191309422	False	1.0948549933179457	0.37037037037037035	-0.5833428361702566	0.9499341238471674	1.0448461626077845	0.39035087719298245
Polymerase switching	0.9768602210557122	0.3286383574722449	0.5465265191309422	False	1.0948549933179457	0.37037037037037035	-0.5833428361702566	0.9499341238471674	1.0448461626077845	0.39035087719298245
Hyaluronan metabolism	-0.9764442723414849	0.32884435121865274	0.5465265191309422	False	-1.4134007293239401	0.06896551724137931	-0.6843924126804041	0.8846153846153846	0.7730837097711821	0.7852257181942545
Resolution of D-loop Structures through Holliday Junction Intermediates	0.9758654105839696	0.32913116501091333	0.5465265191309422	False	1.4468229557747558	0.04740406320541761	-1.633900020179036	0.0060901339829476245	1.5799581663075868	0.014267185473411154
Dual incision in TC-NER	-0.9719022611102179	0.3310991748173765	0.5492311106857916	False	1.411045630534226	0.043478260869565216	-0.8817198111674452	0.6805869074492099	-2.0414390168155347	0.0
HDACs deacetylate histones	-0.9647064727087972	0.33469185233050824	0.5546224246909854	False	-0.4585279583876032	0.9964726631393298	-1.379666892391116	0.08767471410419314	0.6174361093759947	0.9670619235836627
LDL clearance	-0.9627445130675119	0.3356757523570344	0.5554383272265373	True	-1.0566630300495736	0.4077490774907749	-0.9617916645173809	0.5310880829015544	-0.7480961490281457	0.831081081081081
Telomere C-strand (Lagging Strand) Synthesis	0.9619192390753044	0.33609017352406	0.5554383272265373	False	1.4766038888986845	0.050808314087759814	-0.8959117804066681	0.6169154228855721	0.7524609506467747	0.831151832460733
NR1H2 and NR1H3-mediated signaling	0.9611415047329537	0.33648102331547614	0.5554383272265373	False	1.0942925998925532	0.2936893203883495	-1.0108060020565715	0.4647550776583035	1.2257984334858691	0.17839195979899497
Gap-filling DNA repair synthesis and ligation in GG-NER	0.9609913527169619	0.3365565157561662	0.5554383272265373	False	1.381649253792947	0.09027777777777778	-0.7779668411992767	0.7735849056603774	0.776175101384643	0.796221322537112
FGFR3 mutant receptor activation	0.9583198765771892	0.3379014839370815	0.5563851867032528	False	-1.131710685416673	0.32437275985663083	0.8488920321040346	0.6539792387543253	1.5982911671949906	0.028011204481792718
Signaling by activated point mutants of FGFR3	0.9583198765771892	0.3379014839370815	0.5563851867032528	False	-1.131710685416673	0.32437275985663083	0.8488920321040346	0.6539792387543253	1.5982911671949906	0.028011204481792718
Formation of the ureteric bud	-0.9578047465640022	0.3381612252723908	0.5563851867032528	False	-1.2498981742667563	0.1989342806394316	-1.15684908129601	0.28425096030729835	0.9775490294877166	0.48614958448753465
Cell death signalling via NRAGE, NRIF and NADE	0.9528123024221221	0.34068517989450464	0.5599688388316781	False	1.1024949404057158	0.27801724137931033	-0.6861088944470027	0.9375696767001115	0.9797975347135444	0.5196662693682956
Formation of the canonical BAF (cBAF) complex	-0.9482977206350129	0.3429779109453759	0.5629551451962608	False	-0.9384622633474814	0.5308411214953271	-1.2065519315125521	0.23097463284379172	0.698109205840724	0.8555240793201133
Plasma lipoprotein assembly, remodeling, and clearance	-0.947866374460955	0.34319748505788106	0.5629551451962608	False	-1.000346684896059	0.46619217081850534	-1.0724179574907853	0.35334088335220837	0.6073242601106796	0.9879807692307693
Phase II - Conjugation of compounds	-0.9464665810185462	0.3439106597741566	0.5631676611738449	False	-1.3206692568401168	0.0657439446366782	0.8302255133678632	0.8947368421052632	0.6808016553564017	0.9453681710213777
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	-0.9462467616012381	0.34402274051941484	0.5631676611738449	False	-1.1793760607647017	0.2532347504621072	-1.1229393787557822	0.33066666666666666	0.87220253089684	0.6338235294117647
Signaling by ERBB2 in Cancer	-0.941084597713606	0.3466615079293446	0.5666994344659118	False	0.7388837228880372	0.8465011286681715	-0.7829081496966633	0.7751552795031056	-1.2962072930305222	0.12406015037593984
Nitric oxide stimulates guanylate cyclase	0.9402133927973134	0.3471081134015229	0.5666994344659118	False	1.3181558475242485	0.12053571428571429	-0.6265161691808603	0.9317889317889317	0.6811227467397087	0.8716502115655853
Zinc transporters	0.9393058497836767	0.34757373604745456	0.5666994344659118	False	0.9538417259599129	0.5280373831775701	-0.8089187825365479	0.7368421052631579	1.2700652956554173	0.18287373004354138
Regulation of NF-kappa B signaling	0.9392930221637106	0.34758032021287855	0.5666994344659118	False	1.2552932597498188	0.20607375271149675	-0.6974685916691383	0.8783068783068783	0.8989243440536357	0.6061452513966481
The phototransduction cascade	-0.9373133312019136	0.34859740751356405	0.5677859182741049	False	-1.2025785636809974	0.21746880570409982	-0.8754723416667741	0.6927860696517413	0.4875888394286991	0.9960988296488946
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	0.9336387783237141	0.35049025501928177	0.5695368188339343	False	1.400282852613843	0.07093821510297482	-1.5031933853191735	0.02904040404040404	1.4538792887304446	0.04613297150610583
Maturation of nucleoprotein_9683610	0.9333650150878134	0.35063153722959706	0.5695368188339343	False	1.4068641748848363	0.10084033613445378	-1.042375275410057	0.4279835390946502	1.0165674141503238	0.4421965317919075
RHOBTB GTPase Cycle	-0.9330258243765238	0.35080663496751463	0.5695368188339343	False	0.7742941847645398	0.8410138248847926	-1.2638801833533089	0.14354066985645933	-0.8400038270967675	0.723404255319149
Regulation of PD-L1(CD274) transcription	0.9324974160676764	0.3510795214306772	0.5695368188339343	False	1.1319002822778952	0.23963133640552994	-1.0997780575995313	0.33134684147794996	1.2498342383414607	0.15835411471321695
Synthesis of very long-chain fatty acyl-CoAs	-0.9311779891955924	0.35176150162665043	0.5700719430766237	False	0.9005302245873255	0.5943600867678959	-0.8993118273952744	0.613031914893617	-1.345160754029421	0.10108303249097472
Prolonged ERK activation events	-0.9304809702698531	0.3521221124943049	0.5700857001282796	False	1.2336739549904836	0.19413092550790068	-1.070848586743015	0.4032042723631509	-1.6201907960120705	0.03806228373702422
Free fatty acids regulate insulin secretion	-0.9281329726868234	0.3533385977525503	0.5707754742145352	False	-0.7689035955715433	0.7660377358490567	-1.3695457757277485	0.09691011235955056	0.812439522339442	0.7263313609467456
GRB2 events in EGFR signaling	-0.927719211721951	0.3535532402105125	0.5707754742145352	False	-0.5804607524985278	0.9559633027522936	0.741614091203913	0.8130081300813008	-1.4802859990195316	0.07374631268436578
HDMs demethylate histones	0.9276179052958424	0.3536058064466824	0.5707754742145352	False	0.8305147219610153	0.6763392857142857	-1.1837806328973262	0.23846153846153847	1.5725461665990663	0.017881705639614855
Cytochrome c-mediated apoptotic response	0.9262842215846464	0.35429829354010156	0.5713236426707415	False	1.0917074203525874	0.3277661795407098	-0.9135648521863954	0.5852047556142669	1.1956154722972856	0.2413793103448276
Aspirin ADME	0.9249156854244366	0.35500976688287134	0.5715614115687018	False	-0.9919520100761032	0.4739583333333333	1.0724393281970734	0.30538922155688625	1.2194664598618705	0.1959731543624161
CREB1 phosphorylation through the activation of Adenylate Cyclase	-0.924282834066105	0.35533907779394613	0.5715614115687018	False	1.1728301919149156	0.26652452025586354	-1.064183045509	0.40083217753120665	-1.5349140526206169	0.061224489795918366
RHOV GTPase cycle	-0.9237629279366094	0.3556097606272002	0.5715614115687018	False	0.6601667460161634	0.9573560767590619	-1.4565380776414787	0.035629453681710214	0.8694218675545935	0.6544021024967148
Interaction of NuRD complexes with transcription factors	0.9221353324639829	0.35645798917808447	0.5715614115687018	False	0.8633710695986012	0.6509433962264151	-1.1450575154373694	0.2750316856780735	1.5063130634603898	0.025333333333333333
Non-integrin membrane-ECM interactions	-0.9212258013385007	0.3569325502551087	0.5715614115687018	False	-1.1911582152624527	0.18244406196213425	-0.98381890988576	0.519650655021834	0.8661123989431824	0.702801461632156
Regulation of NPAS4 gene expression	0.9210413975754899	0.3570288141004778	0.5715614115687018	False	1.0332560121407506	0.39913232104121477	-0.967402367908829	0.5090403337969402	1.3058634753053915	0.15781710914454278
Negative regulation of FLT3	0.9204787212402413	0.3573226477154552	0.5715614115687018	False	-0.6232172391979396	0.9303571428571429	1.1476334314359842	0.26337448559670784	0.92367317802861	0.5732574679943101
Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs)	-0.9201114577364397	0.3575145174556035	0.5715614115687018	False	-0.8216123240931027	0.7444852941176471	-1.350194463449012	0.0910209102091021	0.8764737191780638	0.6728232189973615
Specification of primordial germ cells	0.9199037768437682	0.3576230450395892	0.5715614115687018	False	-0.6990995393563038	0.8516483516483516	-0.5880548066559071	0.9455782312925171	1.445433850150834	0.06451612903225806
Nephrin family interactions	-0.9183966095878064	0.35841126506609156	0.5719433076062508	False	0.7252647476047545	0.8589211618257261	-1.516288193143269	0.017857142857142856	0.9550268244040399	0.5484330484330484
SUMO E3 ligases SUMOylate target proteins	0.9169935847026419	0.35914600184108014	0.5719433076062508	False	1.2291917443767857	0.085	-1.0430401939553293	0.3991552270327349	1.0042648553314568	0.47830802603036876
Chromatin modifying enzymes	-0.9168636910281553	0.35921407246893033	0.5719433076062508	False	0.9482684390453145	0.598404255319149	-1.517339940508272	0.0	1.110266304077133	0.23957219251336898
Pre-NOTCH Processing in Golgi	-0.9166991657852238	0.35930030336739793	0.5719433076062508	False	-0.9678080490884725	0.49640287769784175	-1.452144405645702	0.0703125	1.0732240892770335	0.3669064748201439
ATF6 (ATF6-alpha) activates chaperones	-0.9160735055814571	0.35962834289262713	0.5719433076062508	False	-1.421321729943536	0.08818011257035648	-0.5881090122794141	0.9512855209742895	0.7051866293071678	0.8575581395348837
Diseases of metabolism	-0.9145057280563517	0.3604511694184621	0.5725511135959566	False	-1.1229578597971048	0.16944024205748864	-0.875601269518109	0.7889908256880734	0.7555070296037569	0.9540229885057471
FRS-mediated FGFR1 signaling	0.913429803725159	0.3610165366656125	0.5725511135959566	False	-0.5946970949104354	0.9681050656660413	1.1795277146220924	0.22429906542056074	0.8534110872599635	0.6840696117804551
TP53 Regulates Transcription of Cell Death Genes	0.9133253459490432	0.36107145582549205	0.5725511135959566	False	-1.0278304413785793	0.41155234657039713	-1.047229128389113	0.40865384615384615	1.7948700921789562	0.0012406947890818859
Signaling by Non-Receptor Tyrosine Kinases	-0.9064008393008817	0.3647237287292783	0.5772118443916926	False	0.9167747823649517	0.6319290465631929	-0.8265527548043572	0.7528735632183908	-1.307173123299222	0.08290155440414508
Signaling by PTK6	-0.9064008393008817	0.3647237287292783	0.5772118443916926	False	0.9167747823649517	0.6319290465631929	-0.8265527548043572	0.7528735632183908	-1.307173123299222	0.08290155440414508
Defective B3GAT3 causes JDSSDHD	-0.9051796171274373	0.3653702383538039	0.5776703280222739	False	-1.2331408677535862	0.18216318785578747	-0.7841164100951744	0.7829457364341085	0.5780936614273895	0.9666666666666667
