pathway	meta_z	meta_p	meta_FDR	same_NES_direction	NES_GSE17542_SN_MPTP10_limma	nominal_p_GSE17542_SN_MPTP10_limma	NES_GSE46798_exposure_corrected_limma	nominal_p_GSE46798_exposure_corrected_limma	NES_human_PD_postmortem_meta_limma	nominal_p_human_PD_postmortem_meta_limma
G alpha (q) signalling events	0.2998369344088118	0.7643015411231681	0.8780485059602321	False	1.1725238641274165	0.10649350649350649	-1.1572035246200452	0.16305469556243551	0.8772737916333623	0.7641408751334045
Activation of BH3-only proteins	-0.2997256983556105	0.7643863948384138	0.8780485059602321	False	-0.9111595203584905	0.6236749116607774	-0.7134153060674009	0.870049504950495	0.6938471071432769	0.8925294888597641
mRNA Polyadenylation	-0.2993153546212496	0.7646994400271323	0.8780485059602321	False	1.1331351559476515	0.17662337662337663	-1.2456604290455	0.0871413390010627	-0.865346957654233	0.8736842105263158
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	0.2927376885193223	0.7697226599075101	0.8831899265699922	False	1.0096061739969402	0.4258474576271186	-1.075778418864896	0.375	0.9487561147183274	0.549929676511955
Ribavirin ADME	-0.2902990734201612	0.7715874476456044	0.884702604630477	False	-0.7851593868494257	0.748995983935743	-0.787952486038445	0.7655172413793103	0.6301878674536545	0.9081325301204819
Termination of translesion DNA synthesis	0.28957065943668	0.7721447160834476	0.8847150002399871	False	1.015076512799338	0.42058165548098436	-0.9163036834311108	0.6233292831105711	0.7296040398409955	0.8514442916093535
Cellular response to heat stress	-0.2864866893804349	0.7745053867787084	0.8867922356398366	False	-1.0165551651372566	0.4142857142857143	-0.8446204621036785	0.7691477885652643	0.964513913490212	0.5394431554524362
Diseases of glycosylation	0.28519556188585243	0.7754943203397443	0.8872970350742375	False	-0.76433958888474	0.945364238410596	-0.8990198720297101	0.6989247311827957	1.076979595577355	0.3424807903402854
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	0.28442086388447824	0.7760878718750097	0.8873490568966389	False	-0.8384934615620223	0.6941391941391941	0.8688321742171731	0.591304347826087	0.8030007366095243	0.7271428571428571
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	-0.2809201163184684	0.7787716710962423	0.8890914941235459	False	-1.0911322933419838	0.3264150943396226	0.8265763677679658	0.7111111111111111	0.674822735744232	0.900976290097629
Neurodegenerative Diseases	-0.2809201163184684	0.7787716710962423	0.8890914941235459	False	-1.0911322933419838	0.3264150943396226	0.8265763677679658	0.7111111111111111	0.674822735744232	0.900976290097629
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	-0.27973934589529476	0.7796774892930793	0.8890914941235459	False	-0.8561499461872325	0.6617375231053605	-0.9930266261368355	0.5036496350364964	0.9496847136255856	0.5341055341055341
Signaling by ALK	0.278772206392872	0.7804196452943134	0.8890914941235459	False	0.8458478530663743	0.7194860813704497	-1.2873065233483052	0.11787072243346007	1.3802841231557565	0.09151193633952255
Ca-dependent events	-0.2786101536309636	0.7805440196770366	0.8890914941235459	False	1.3011427953461046	0.11764705882352941	-1.2187690070986485	0.17515527950310558	-0.9816652092246206	0.4892703862660944
G alpha (12/13) signalling events	-0.2781375169013449	0.780906797185721	0.8890914941235459	False	-0.904824913689182	0.6752293577981652	-0.9657740358947686	0.5514124293785311	0.9277083036139775	0.5941176470588235
Negative regulation of FGFR4 signaling	0.27419648265715396	0.7839336310110767	0.8919104347202623	False	-0.7434983980386166	0.8509532062391681	0.7265928302829608	0.912621359223301	0.9115740402141814	0.5802005012531328
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	0.2721953233510992	0.7854718375580583	0.8930329389090564	False	1.112311772795783	0.3054945054945055	-0.986083375959418	0.5126498002663116	0.6146174423399834	0.9191919191919192
Regulation of lipid metabolism by PPARalpha	0.27141845081538946	0.7860692127763629	0.8930849512174958	False	0.8107062325748918	0.8862144420131292	-1.1276637358789063	0.244249726177437	1.2290971575885934	0.1358447488584475
Sphingolipid catabolism	-0.267918874118001	0.788761765194308	0.8955156366406625	False	-0.6663331415925614	0.8649155722326454	-1.3724119719232264	0.0896551724137931	1.289478815000364	0.16053019145802652
Regulation of HSF1-mediated heat shock response	-0.2670077578361542	0.7894631879873276	0.8956094268355614	False	-1.115138998427283	0.26422018348623855	-0.7219403043494975	0.9160220994475138	1.0246571906057653	0.44758539458186103
Regulation of KIT signaling	0.26637456976589996	0.7899507483145038	0.8956094268355614	False	0.5984203637657675	0.936542669584245	-1.2396094890811473	0.19035202086049544	1.3891603594266189	0.09078014184397164
Maternal to zygotic transition (MZT)	0.26343580886323253	0.7922146935344945	0.8970811598620133	False	-0.9035285162107709	0.6197654941373534	-0.8874088711414236	0.6701268742791234	1.222057765656016	0.16806722689075632
Regulation of CDH1 mRNA translation by microRNAs	0.26325110066509416	0.7923570466971458	0.8970811598620133	False	0.9704074986784186	0.47191011235955055	-1.4446321141489633	0.06524822695035461	1.3586557332801013	0.11407407407407408
Triglyceride metabolism	-0.26106939656730255	0.7940389914793408	0.8983571818344184	False	-1.0207217398600497	0.41208791208791207	0.8510376998818104	0.7015706806282722	-0.5810870514310267	0.9879032258064516
Co-stimulation by ICOS	-0.26010897770187524	0.7947797130130938	0.8985672872682953	False	-0.8760998234837045	0.6316793893129771	-1.384742838093181	0.06834030683403068	1.4704732760291979	0.06408345752608048
Striated Muscle Contraction	-0.2590689280451104	0.7955820583669663	0.8988467219093638	False	-1.093141772089277	0.32044198895027626	0.8604794322923585	0.696969696969697	0.7276974722148065	0.8764940239043825
Laminin interactions	-0.2564509789858658	0.7976026280507953	0.9002412344799805	False	-0.9433886927604488	0.5474060822898033	-0.8484273501985876	0.7028714107365793	0.917630082963466	0.58994708994709
Peroxisomal lipid metabolism	-0.2560289843488887	0.7979284567503224	0.9002412344799805	False	1.1695062015725706	0.24553571428571427	-1.0942144755264118	0.32305795314426633	-0.9520604644254546	0.5375494071146245
FGFR2 mutant receptor activation	-0.2526160381447954	0.8005649352663498	0.9018806490172838	False	-1.2307439513490417	0.178752107925801	0.8302656416868965	0.7120418848167539	0.9176900334387516	0.590612777053455
Resolution of Abasic Sites (AP sites)	-0.2512428543369032	0.801626353894548	0.9018806490172838	False	0.8902944372275906	0.6203703703703703	-1.0263069569818009	0.42028985507246375	-0.7351359582287084	0.9008620689655172
Signaling by FGFR3 in disease	-0.25094803590534426	0.8018542851023569	0.9018806490172838	False	-1.0090846276396002	0.43350604490500866	-0.6141790250007917	0.9354838709677419	0.8541189052970266	0.6675603217158177
activated TAK1 mediates p38 MAPK activation	0.250550653461786	0.8021615376914689	0.9018806490172838	False	0.8019794817751646	0.7612612612612613	-0.7685240824829273	0.7948084054388134	0.8323699395866291	0.6963788300835655
Post-translational modification: synthesis of GPI-anchored proteins	-0.25042581800852554	0.8022580656763267	0.9018806490172838	False	-1.3398566989110754	0.050505050505050504	0.852222256410348	0.7619047619047619	1.177333165208766	0.22287047841306884
FGFR3 ligand binding and activation	0.24876050498655577	0.8035460433234496	0.9018806490172838	False	-1.0359255892062256	0.43392857142857144	-1.0872881017144742	0.3514644351464435	1.567950006198151	0.03194444444444444
FGFR3c ligand binding and activation	0.24876050498655577	0.8035460433234496	0.9018806490172838	False	-1.0359255892062256	0.43392857142857144	-1.0872881017144742	0.3514644351464435	1.567950006198151	0.03194444444444444
Adenylate cyclase inhibitory pathway	-0.24838306706485783	0.8038380336824834	0.9018806490172838	False	0.9283618500710777	0.5796460176991151	-1.147045221034665	0.306064880112835	0.5648636094383677	0.9685714285714285
Inhibition of replication initiation of damaged DNA by RB1/E2F1	0.24621926499991334	0.8055125032188726	0.9027874170906406	False	-0.7049021402097829	0.8537906137184116	0.7633199531613934	0.7978339350180506	0.7960436104204047	0.7228915662650602
CDC42 GTPase cycle	0.24589764276476495	0.8057614686201209	0.9027874170906406	False	1.015131676673478	0.3863080684596577	-1.268229000611178	0.06263269639065817	1.1930510511489951	0.15521064301552107
Aflatoxin activation and detoxification	0.24245690515386975	0.8084261454431299	0.9046633591520916	False	-1.4857653910540252	0.04093567251461988	1.224694623063497	0.17316017316017315	1.150877465829608	0.27045769764216365
Acyl chain remodelling of PG	0.24229271999611401	0.8085533543502634	0.9046633591520916	False	0.7534106800866927	0.8146453089244852	-0.6504027421495137	0.9145527369826435	0.7801449054064079	0.7698863636363636
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	-0.2413912597997997	0.809251886168836	0.90481961581999	False	-1.3430178208714467	0.1308411214953271	0.8240714933716735	0.7244094488188977	1.0056340480027002	0.4592274678111588
Signaling by FGFR1	0.23823783987546135	0.8116966298947588	0.9069267383020114	False	0.8535011415869203	0.7551963048498845	-0.6564218010226297	0.9354838709677419	0.7553483160358245	0.8557457212713936
Purine catabolism	0.23535813816482037	0.813930774423244	0.9087958095111945	False	1.145779877332662	0.25862068965517243	-0.8874389662493638	0.6387096774193548	-0.7583081341139302	0.8006535947712419
Respiratory Syncytial Virus Infection Pathway	0.23415721199831596	0.8148629315123983	0.9092095700334755	False	-0.9346579219087391	0.5709401709401709	-0.6733766369515645	0.9709364908503767	1.098424641502186	0.31313131313131315
Intrinsic Pathway for Apoptosis	-0.23189418676116452	0.8166201997683222	0.9105427709537973	False	-0.9624880221955774	0.5113438045375218	-0.8470792854217164	0.7154471544715447	0.9603275618224075	0.5354919053549191
Inflammasomes	-0.22951614576396717	0.8184677730266204	0.911974758795663	False	-0.8469974226790086	0.6617375231053605	-1.6741964595525645	0.006234413965087282	1.7344709847390616	0.005517241379310344
NGF-stimulated transcription	-0.22492480091031053	0.822037775255749	0.9153226672208098	False	-0.8390376216847536	0.7335766423357665	-0.6646415012472595	0.9491725768321513	0.5639695334279399	0.9884020618556701
Erythropoietin activates RAS	-0.21995361102182426	0.8259072829728525	0.9189992378921293	False	-0.9418742749251405	0.5340909090909091	1.830850194587434	0.01568627450980392	-1.5946296528519766	0.029605263157894735
GP1b-IX-V activation signalling	-0.2168185550471486	0.8283497510751897	0.920547857893576	False	-1.081152277816978	0.34935304990757854	-0.9425945608976776	0.5720279720279721	1.1719462083917824	0.260431654676259
Nuclear RNA decay	0.21670761506490102	0.8284362130642002	0.920547857893576	False	1.369217154354251	0.08296943231441048	-1.0006801807683303	0.4802955665024631	-0.9502755567758444	0.5140562248995983
ERBB2 Activates PTK6 Signaling	0.2138019553360688	0.8307015000744762	0.9224319126341406	False	0.9105888783532112	0.5977272727272728	0.6426717136893965	0.9098039215686274	-0.7784891333641876	0.7866666666666666
Formation of annular gap junctions	-0.21162170829648938	0.8324021721098076	0.9225544942990288	False	-1.0591351654766026	0.381651376146789	1.1341389730943443	0.2894736842105263	-0.9054013076317623	0.5816618911174785
Attachment of bacteria to epithelial cells	0.21146892109440127	0.8325213812049914	0.9225544942990288	False	-0.6684358732908284	0.9314285714285714	-0.8509199470137404	0.6869455006337135	1.0747757023420161	0.3923705722070845
Biofilm formation	0.21146892109440127	0.8325213812049914	0.9225544942990288	False	-0.6684358732908284	0.9314285714285714	-0.8509199470137404	0.6869455006337135	1.0747757023420161	0.3923705722070845
ATF4 activates genes in response to endoplasmic reticulum  stress	-0.20914055030124123	0.834338520017672	0.923935748227504	False	-1.2013068447523019	0.21323529411764705	0.948552577695315	0.5440414507772021	0.7773377672558989	0.7827298050139275
MET activates RAS signaling	-0.2081399364521875	0.8351197051535931	0.9241686962704493	False	1.3860841417274803	0.10805084745762712	-0.5651841218606357	0.9588477366255144	-1.5589420564923155	0.05537459283387622
Formation of apoptosome	0.20485306938002648	0.8376869227546913	0.925274224633529	False	0.7899418499755075	0.721881390593047	-1.0474683737812536	0.4318488529014845	1.0142437894265195	0.432510885341074
Regulation of the apoptosome activity	0.20485306938002648	0.8376869227546913	0.925274224633529	False	0.7899418499755075	0.721881390593047	-1.0474683737812536	0.4318488529014845	1.0142437894265195	0.432510885341074
Acyl chain remodelling of PC	-0.20466580484211838	0.837833238611954	0.925274224633529	False	0.7179696890236059	0.8875598086124402	-1.2731959599451295	0.1640826873385013	1.0727309658137496	0.37047353760445684
Activation of PPARGC1A (PGC-1alpha) by phosphorylation	0.19966643881918517	0.841741463144374	0.9284664847414321	False	1.007404302095349	0.4434782608695652	1.5039639705899333	0.060714285714285714	-1.5723422361354813	0.021671826625386997
HDR through MMEJ (alt-NHEJ)	0.19950109844594038	0.8418707841880312	0.9284664847414321	False	1.820562173023515	0.004140786749482402	-1.1315554920605004	0.3103932584269663	-1.298537841379344	0.1317365269461078
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	0.1982359912664047	0.8428604292531043	0.9289251429276895	False	-0.9683865136978835	0.5008912655971479	-1.0140061314413076	0.47368421052631576	1.4015203338466053	0.08310626702997276
GAB1 signalosome	-0.19527187578231303	0.8451801131131818	0.9304179110066283	False	-0.9762088201094841	0.5109090909090909	-0.9770252215755015	0.4876140808344198	1.1241866107816931	0.3109118086696562
Signaling by TGFBR3	0.19503663685000247	0.8453642662697654	0.9304179110066283	False	-1.049459800732956	0.3684210526315789	-0.9862277418217993	0.522196261682243	1.4066555600853343	0.06048906048906049
Differentiation of T cells	-0.1931649650502492	0.8468297758062393	0.9304702351888335	False	-0.7305893282287598	0.953405017921147	-1.3193674437912621	0.07190265486725664	1.2579001811619266	0.12761020881670534
Chondroitin sulfate/dermatan sulfate metabolism	-0.1931157236909402	0.8468683387171636	0.9304702351888335	False	-0.8673545612369928	0.6924493554327809	-0.8273465029098751	0.7396088019559902	0.8584628184365861	0.6940104166666666
Downstream signal transduction	-0.19277400248437954	0.8471359645882277	0.9304702351888335	False	-0.9736072932341194	0.4972677595628415	-0.8636150040454726	0.6770573566084788	1.0060214603550917	0.44642857142857145
Interleukin-10 signaling	0.1904449930855087	0.8489604433865706	0.9312670509348446	False	-1.2451849174143608	0.1492007104795737	-1.253162007179103	0.14893617021276595	1.8357853496530245	0.0013020833333333333
P2Y receptors	-0.19037939997647757	0.8490118389004513	0.9312670509348446	False	-0.6908920736898113	0.8684719535783365	-0.7101746422481227	0.8454038997214485	0.5488200422552448	0.975397973950796
GRB2:SOS provides linkage to MAPK signaling for Integrins	-0.18955084396326938	0.8496611095716116	0.9313482304647522	False	-1.2834226328822798	0.16974169741697417	0.9827224337425792	0.4669260700389105	0.7800564588087741	0.7510668563300142
Negative regulation of the PI3K/AKT network	0.17976651261676235	0.857335874346141	0.9376800240676205	False	-0.9610368849747064	0.5534804753820034	-0.8733164450966671	0.7385272145144077	1.153656545438691	0.21581920903954802
RIP-mediated NFkB activation via ZBP1	0.1786910846995893	0.8581802698940098	0.9376800240676205	False	-1.1525047155590709	0.2824427480916031	-0.610491597489829	0.9314359637774903	1.3167767015661018	0.14145658263305322
CHD1 and CHD2 subfamily	-0.17859553365776473	0.8582553017301324	0.9376800240676205	False	0.8899415280263862	0.6597222222222222	-0.7792375355376685	0.8055555555555556	-0.9138972778301686	0.6146341463414634
SRC activates STAT3 in a quantitative manner, through Cadherin-11 (CDH11), RAC1 and gp130 (IL6ST)	-0.17755473963780366	0.8590726721709808	0.9376800240676205	False	0.8665838036712106	0.6767895878524945	-1.2107841796853358	0.22988505747126436	0.8871769223953696	0.6338797814207651
ZBP1(DAI) mediated induction of type I IFNs	0.17744221960995754	0.8591610469852691	0.9376800240676205	False	-1.1838210621590624	0.2383612662942272	-0.5308628237933734	0.9796696315120712	1.3212927450077199	0.13055555555555556
Regulated Necrosis	0.17695359561063792	0.8595448396091163	0.9376800240676205	False	0.6230001715047307	0.9885057471264368	-1.269732711222703	0.1354534746760895	1.347825711750334	0.07425742574257425
AKT phosphorylates targets in the cytosol	-0.17588436566373394	0.8603847882644885	0.9376800240676205	False	-1.4590093325710076	0.07372400756143667	0.783143766880539	0.7536231884057971	1.1986985093464837	0.2420749279538905
Signaling by Erythropoietin	-0.175727849191108	0.860507755262866	0.9376800240676205	False	-1.323513448407458	0.12037037037037036	1.6388665285960047	0.05102040816326531	-0.9876849236099674	0.4823943661971831
SUMOylation of RNA binding proteins	-0.17554667042753339	0.8606501023869574	0.9376800240676205	False	1.1759022507869852	0.2160919540229885	-1.221786312420477	0.18433734939759036	-0.7914541256216228	0.8309178743961353
Acyl chain remodelling of PI	-0.17377316589249328	0.8620437340248484	0.9385667823713716	False	-0.6825385946694746	0.8911439114391144	-0.8195346860029533	0.7220708446866485	0.711209730353225	0.8480825958702065
RHO GTPases Activate NADPH Oxidases	-0.17251644217268486	0.8630315361633931	0.9390107910272402	False	0.9387183174836707	0.5704545454545454	-0.7810523230377785	0.7850931677018633	-0.9311542755063058	0.5528455284552846
Crosslinking of collagen fibrils	0.17033235778548628	0.8647487652368273	0.9402473142501164	False	-0.548206813144086	0.9836660617059891	-0.7556205702198887	0.8031496062992126	0.9280425053327838	0.5722300140252454
Signaling by NOTCH3	-0.16861005173739838	0.8661033736263992	0.9410881623497586	False	1.0772679237253022	0.352803738317757	-1.4200991246312156	0.03588516746411483	1.0475684696688643	0.3804755944931164
Other semaphorin interactions	-0.1674890403606716	0.8669852702508154	0.9414145892260698	False	0.94803567386205	0.5346320346320347	-1.1870867176992446	0.247682119205298	0.7426777174846813	0.806497175141243
Pyroptosis	0.16454397995110076	0.869302927535899	0.943298552064759	False	0.9762285916635952	0.4805491990846682	-1.283129532861082	0.15128205128205127	1.1289272203776162	0.31029810298102983
Negative Regulation of CDH1 Gene Transcription	-0.16360284257538824	0.8700438068086788	0.9434701428153053	False	0.9793052817491817	0.49887133182844245	-1.3939439801269846	0.0736196319018405	1.0358400009622506	0.40691489361702127
Transcription of E2F targets under negative control by DREAM complex	-0.16186169199740663	0.8714147703060219	0.9439442879087352	False	-0.7610067542707089	0.8068592057761733	-1.0603096083134362	0.4022842639593909	1.0316705014345737	0.4227405247813411
NOTCH1 Intracellular Domain Regulates Transcription	0.16156663393711662	0.8716471342949716	0.9439442879087352	False	1.7028348884320366	0.002320185614849188	-1.7569991451466114	0.002336448598130841	0.8048484714864749	0.7812113720642769
E2F mediated regulation of DNA replication	-0.15549355370572676	0.8764322355321792	0.948012873019403	False	-0.7074079437793208	0.8733705772811918	-0.898087071545443	0.6232439335887612	0.8174205297827412	0.7029702970297029
Phenylalanine and tyrosine metabolism	-0.15526741412412992	0.8766105037974835	0.948012873019403	False	-0.9581658701342098	0.5045871559633027	1.044238266798215	0.4	-0.8378987421348814	0.6575757575757576
Transcriptional regulation of pluripotent stem cells	0.15422691020749016	0.8774308247516863	0.948012873019403	False	-1.147308990116657	0.26916221033868093	1.1389295069824181	0.23255813953488372	0.7301307164047849	0.8584656084656085
TP53 Regulates Transcription of Cell Cycle Genes	-0.15321460392525532	0.8782290413799317	0.948012873019403	False	-1.312033791389892	0.10106382978723404	-0.5856557653965652	0.9799054373522459	1.2335668263114832	0.16165413533834586
PI3K events in ERBB2 signaling	0.1527989580854577	0.8785568194139763	0.948012873019403	False	0.9031639406328452	0.59375	-0.7165241341676036	0.8588235294117647	-0.6455682763595857	0.9275862068965517
Repression of WNT target genes	-0.15206898981886502	0.8791325222571102	0.948012873019403	False	0.5688494699858232	0.9559164733178654	-1.4670110944662544	0.06896551724137931	1.3151115420228492	0.1336206896551724
Phosphorylated BMAL1:CLOCK (ARNTL:CLOCK) activates expression of core clock genes	-0.15159929868605157	0.8795029865813114	0.948012873019403	False	1.1060480981507186	0.35	-1.4501000875558308	0.04768041237113402	1.0429475348259922	0.43360433604336046
mRNA decay by 5' to 3' exoribonuclease	-0.15076695506500218	0.8801595542818388	0.948089366854489	False	-0.591963505674173	0.9581056466302368	0.7663818310612674	0.82421875	-0.8440771929983474	0.6666666666666666
Surfactant metabolism	0.14827909418489996	0.88212251339188	0.9487443249707195	False	-1.04261971167717	0.38740458015267176	1.2858498114080363	0.14146341463414633	-0.831443411422877	0.7269372693726938
Base Excision Repair	-0.14748069266467304	0.8827526181063534	0.9487443249707195	False	1.0648830900224937	0.34285714285714286	-0.973376787959492	0.5106132075471698	-0.9377022142900179	0.585
MET promotes cell motility	0.1452163767956441	0.8845400361775201	0.9487443249707195	False	0.9253648482855132	0.5933333333333334	-1.0359344581895311	0.42907801418439717	0.9076528717213774	0.6112565445026178
Regulation of TNFR1 signaling	-0.14475011411586652	0.8849081704467193	0.9487443249707195	False	0.9877247138385891	0.4730941704035874	-1.2391544070968077	0.15852205005959474	0.8846992873262599	0.6585677749360613
FLT3 Signaling	0.1443076682643759	0.8852575232910072	0.9487443249707195	False	-1.1906340009908005	0.21607142857142858	0.9075820563769453	0.546583850931677	1.0585503984783067	0.3766404199475066
Initiation of coagulation cascade	-0.14402321650233654	0.8854821366438936	0.9487443249707195	False	-1.1877208469668283	0.22831858407079647	1.1313223252749391	0.26720647773279355	-0.7356833417321785	0.8773946360153256
DS-GAG biosynthesis	-0.1436487340719173	0.8857778554829403	0.9487443249707195	False	-0.7596673610721281	0.8049242424242424	-0.7513313429902285	0.7956698240866035	0.7442722563434583	0.7970802919708029
CD209 (DC-SIGN) signaling	-0.14360815706811605	0.8858098990221844	0.9487443249707195	False	0.747750390233805	0.802	-1.052814558537648	0.4153846153846154	0.8059064620339249	0.7527932960893855
Nonhomologous End-Joining (NHEJ)	0.1425303725710165	0.8866610904214034	0.9487443249707195	False	1.3064826702496577	0.12585812356979406	-1.3493985275353648	0.08784596871239471	0.8605503003103195	0.6722222222222223
Carnitine shuttle	0.14215482018154182	0.8869577175571652	0.9487443249707195	False	-0.7245545080803821	0.8357400722021661	-0.8884150389424044	0.6283783783783784	1.0939451869998849	0.3484626647144949
Transcriptional and post-translational regulation of MITF-M expression and activity	0.1415271832568333	0.8874534870320437	0.9487443249707195	False	1.1103682871784952	0.28635346756152125	-1.0696200784036831	0.3614595210946408	0.7039821982701313	0.9270440251572327
Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA	-0.14086449832554793	0.8879769886689541	0.9487443249707195	False	1.0696743727390008	0.33766233766233766	-0.7749347601771484	0.7741514360313316	-1.037484428176044	0.3597560975609756
Negative regulation of FGFR3 signaling	0.14034720636766188	0.8883856681010567	0.9487443249707195	False	-0.8026691320318156	0.7508771929824561	-0.5968352482216485	0.9640564826700898	0.9541749853533361	0.5447570332480819
Translesion synthesis by POLK	0.13825990349202502	0.890035013484009	0.9496328222031549	False	1.3610194013671386	0.10816777041942605	-0.5915168085919722	0.9546666666666667	-1.192154657706093	0.19014084507042253
Negative regulators of DDX58/IFIH1 signaling	0.13747256636088445	0.8906572757195018	0.9496328222031549	False	-0.740095934108625	0.8369565217391305	0.952930312333954	0.48704663212435234	-0.8067292714218265	0.8017241379310345
Cytosolic sulfonation of small molecules	0.13677210873109938	0.8912109304364529	0.9496328222031549	False	-1.1036107903044639	0.348294434470377	0.9401945236925832	0.5104602510460251	0.9148131698525088	0.6053811659192825
Metabolism of fat-soluble vitamins	-0.13613212412378084	0.8917168325330436	0.9496328222031549	False	-0.9784957870479698	0.49452554744525545	-0.8107567427725925	0.7834691501746216	0.9949489839330283	0.47020725388601037
TNF signaling	-0.13558367032751867	0.8921504154237175	0.9496328222031549	False	1.0912464712950911	0.2900232018561485	-1.2552308218027446	0.14600231749710313	0.7459844190981759	0.8721804511278195
Gastrulation	0.13087626374263728	0.8958731919422243	0.9516548965181498	False	0.7574657437552195	0.9530864197530864	-0.9638821478165398	0.5466377440347071	1.026740946701157	0.4409090909090909
SUMOylation of transcription factors	0.13081311183571417	0.8959231503855367	0.9516548965181498	False	-0.710951271422138	0.8544776119402985	0.44637820895630614	1.0	0.8376508020712548	0.6818181818181818
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	0.12947574600914616	0.8969812152774599	0.9516548965181498	False	1.0798023096017264	0.3492407809110629	-1.067430341428324	0.3973509933774834	0.6476385780714469	0.8929618768328446
Amplification and propagation of coagulation cascade	-0.12936293046812064	0.8970704783667752	0.9516548965181498	False	-0.8131719048324818	0.7385159010600707	-0.9500249432465285	0.5502008032128514	0.9829586763901672	0.4794326241134752
Acyl chain remodelling of PE	-0.12912532728690976	0.897258481494392	0.9516548965181498	False	-0.6263076373468468	0.9649737302977233	-1.0936619865798924	0.3548387096774194	1.0005174736077398	0.4559659090909091
Integrin signaling	0.1281788771811143	0.8980074157352745	0.9516548965181498	False	-1.3054089632915222	0.13799621928166353	1.0281237167384767	0.3686635944700461	1.0235850984572896	0.42005420054200543
Fatty acid metabolism	0.12798010164317045	0.8981647201233681	0.9516548965181498	False	0.8014221141974689	0.9503722084367245	-0.78969118969845	0.8779979144942649	0.8701414658555071	0.7543290043290043
Notch-HLH transcription pathway	-0.126915567314608	0.8990072253433177	0.9518441047028913	False	0.7387471258924407	0.8642533936651584	-1.5232646473962674	0.02586206896551724	1.4369305915615733	0.06613756613756613
Infection with Enterobacteria	-0.1262688216743858	0.8995191353893908	0.9518441047028913	False	0.5296051499333544	0.9912087912087912	-1.1276637589041807	0.3018867924528302	1.032099973179994	0.42216358839050133
RAC1 GTPase cycle	-0.12532275575127202	0.9002680377184423	0.9520143390373339	False	1.0178728167982327	0.4064039408866995	-1.1675292247048463	0.15078534031413612	0.9027674558104242	0.6969365426695843
Transcriptional regulation of testis differentiation	0.12283609259382522	0.9022368929168124	0.9534735833109134	False	0.6327267406434529	0.9052631578947369	-0.9967952614019984	0.48480662983425415	1.0310751017568816	0.42816500711237554
PPARA activates gene expression	0.1203755941972251	0.9041856238124079	0.954326934070317	False	0.7715461430342181	0.9469026548672567	-1.156408953552202	0.19083969465648856	1.2273641054826296	0.14705882352941177
Diseases of DNA repair	-0.12032803542691187	0.9042232963952231	0.954326934070317	False	1.4010025074343915	0.05813953488372093	-1.6147222182076282	0.004656577415599534	1.0105143399100576	0.46733668341708545
Physiological factors	-0.11591198079981249	0.9077223003972069	0.9573957031550997	False	-0.5315381253816975	0.9870609981515711	-1.1170484971255037	0.33288948069241014	1.0240176610617446	0.43317972350230416
YAP1- and WWTR1 (TAZ)-stimulated gene expression	-0.11449587457921986	0.9088447165033414	0.9575757933243872	False	0.5099491592393102	0.985200845665962	-1.4558401414090378	0.04143646408839779	1.4163753936103924	0.06841339155749636
p130Cas linkage to MAPK signaling for integrins	0.1135105555040345	0.9096257950868164	0.9575757933243872	False	-1.2695351441706666	0.1894353369763206	1.0420673642347567	0.3800738007380074	0.9488429459473368	0.5279770444763271
Dengue virus activates/modulates innate and adaptive immune responses	0.11326703681990732	0.9098188498327707	0.9575757933243872	False	-0.7405079020901324	0.8345454545454546	-1.0329238341091587	0.4145141451414514	1.182233162987147	0.22207267833109018
Deposition of new CENPA-containing nucleosomes at the centromere	0.11196601507348825	0.9108503531312887	0.9575757933243872	False	0.9784017592779473	0.4755244755244755	-0.999577480340162	0.4793491864831039	0.7212137057951687	0.851063829787234
Nucleosome assembly	0.11196601507348825	0.9108503531312887	0.9575757933243872	False	0.9784017592779473	0.4755244755244755	-0.999577480340162	0.4793491864831039	0.7212137057951687	0.851063829787234
Dual Incision in GG-NER	-0.10952589242950511	0.912785386112983	0.9582910580740757	False	1.456094130408545	0.0387243735763098	-0.9802736180836673	0.5041224970553593	-1.302727499739553	0.11210762331838565
Regulation of endogenous retroelements by KRAB-ZFP proteins	0.1087962294398967	0.913364114538105	0.9582910580740757	False	0.3964747108647434	1.0	-1.1623447809911618	0.2325301204819277	1.233658442162428	0.16687737041719342
Extension of Telomeres	0.10795948961351344	0.9140278269359265	0.9582910580740757	False	1.1991474917841338	0.2013888888888889	-1.202888802235761	0.20653442240373396	0.7323183956362956	0.863013698630137
Anchoring fibril formation	-0.10684642639716346	0.9149108153208902	0.9582910580740757	False	-0.756489233463081	0.7871198568872988	-0.7487564495625801	0.8178191489361702	0.8003175611513558	0.7525035765379113
