NGenes	Direction	PValue	FDR	pathway	fixed_correlation
18	Up	0.00289528433902303	0.0430299155213422	R-HSA-168271	0.05
11	Up	0.00299378137996755	0.0437396533818988	R-HSA-9937850	0.05
85	Down	0.00316000455145583	0.0453987320559155	R-HSA-5389840	0.05
84	Down	0.0032549918302386	0.0456933729576626	R-HSA-5368286	0.05
11	Down	0.00331952604892703	0.0456933729576626	R-HSA-418597	0.05
20	Up	0.00333953885885469	0.0456933729576626	R-HSA-180746	0.05
90	Down	0.00362938284162633	0.0488832501481547	R-HSA-5368287	0.05
18	Up	0.0038221595139901	0.0492852495683249	R-HSA-9945266	0.05
18	Up	0.0038221595139901	0.0492852495683249	R-HSA-9976102	0.05
23	Down	0.00386051496162314	0.0492852495683249	R-HSA-9768727	0.05
19	Up	0.00394510698400745	0.0492852495683249	R-HSA-1500620	0.05
19	Up	0.00394510698400745	0.0492852495683249	R-HSA-1474165	0.05
46	Up	0.00442774359857873	0.0538144933416726	R-HSA-72202	0.05
13	Down	0.00443251627292199	0.0538144933416726	R-HSA-917977	0.05
24	Up	0.00474597935282754	0.0568199194741297	R-HSA-4615885	0.05
11	Up	0.00495929438746526	0.0585604350958227	R-HSA-381042	0.05
21	Up	0.00519539045256711	0.060519277974498	R-HSA-165054	0.05
35	Up	0.00534146070832523	0.0613911884076846	R-HSA-1169408	0.05
14	Up	0.0054535830892658	0.0616878403823645	R-HSA-77595	0.05
17	Up	0.00554676540392228	0.0616878403823645	R-HSA-3214847	0.05
43	Down	0.00558196235478472	0.0616878403823645	R-HSA-983712	0.05
30	Down	0.00589653628589655	0.0635781480452072	R-HSA-202733	0.05
50	Down	0.00591675627285976	0.0635781480452072	R-HSA-1474244	0.05
12	Down	0.00597428073278629	0.0635781480452072	R-HSA-9937008	0.05
16	Up	0.00631507419757102	0.0663852921744661	R-HSA-3899300	0.05
13	Down	0.00643817364262301	0.0666682859662521	R-HSA-8868766	0.05
11	Down	0.0064966775187531	0.0666682859662521	R-HSA-977443	0.05
20	Down	0.00704896909092352	0.0707994685874812	R-HSA-5578775	0.05
77	Down	0.00706352006789256	0.0707994685874812	R-HSA-9937383	0.05
40	Up	0.0073240235793294	0.0724291029941587	R-HSA-159236	0.05
52	Up	0.00746166538878278	0.0724291029941587	R-HSA-9938024	0.05
84	Down	0.00747817884742474	0.0724291029941587	R-HSA-76002	0.05
184	Down	0.00839075877708633	0.0803648229538713	R-HSA-382551	0.05
46	Up	0.00856246880222731	0.0811082209617576	R-HSA-9937848	0.05
10	Down	0.00888341504382066	0.0832337366062327	R-HSA-210991	0.05
16	Down	0.00921336385690842	0.0844568517907124	R-HSA-9634597	0.05
36	Up	0.00922483355735987	0.0844568517907124	R-HSA-5696399	0.05
70	Down	0.00930788969851239	0.0844568517907124	R-HSA-9837999	0.05
18	Up	0.00988745567208006	0.0887811123888855	R-HSA-9615933	0.05
17	Up	0.0105602568685758	0.0938447569145599	R-HSA-5696395	0.05
23	Up	0.0117186256945309	0.102856616291637	R-HSA-9610379	0.05
19	Up	0.01181299885484	0.102856616291637	R-HSA-5696394	0.05
25	Up	0.0120553673820799	0.103917266833529	R-HSA-168325	0.05
13	Up	0.0124899368796771	0.106225459412093	R-HSA-381340	0.05
15	Down	0.012569601925793	0.106225459412093	R-HSA-9836573	0.05
414	Up	0.0128971118774783	0.107158418127747	R-HSA-8953854	0.05
16	Down	0.0129286258529996	0.107158418127747	R-HSA-8949215	0.05
11	Down	0.0135648075416544	0.110717823134665	R-HSA-8949664	0.05
26	Down	0.0136149527288567	0.110717823134665	R-HSA-5576891	0.05
14	Up	0.0141435472237695	0.113400726593208	R-HSA-1221632	0.05
87	Down	0.0142079796659703	0.113400726593208	R-HSA-112315	0.05
15	Up	0.0144828766525739	0.114534308940539	R-HSA-9013422	0.05
26	Down	0.0158098703398994	0.123891893027212	R-HSA-422356	0.05
11	Down	0.0159739726077926	0.124050129620876	R-HSA-164938	0.05
12	Down	0.0166456201899242	0.127026804298194	R-HSA-9857377	0.05
11	Up	0.0169767691320811	0.127026804298194	R-HSA-9772755	0.05
50	Down	0.0172299280992648	0.127026804298194	R-HSA-76005	0.05
24	Down	0.0172617210873436	0.127026804298194	R-HSA-71403	0.05
47	Down	0.0173268097259565	0.127026804298194	R-HSA-114608	0.05
64	Up	0.0173272383113563	0.127026804298194	R-HSA-162587	0.05
10	Down	0.0173888200779431	0.127026804298194	R-HSA-9931295	0.05
104	Down	0.0176267512648218	0.127682853699802	R-HSA-112316	0.05
14	Up	0.0180462150270028	0.12963197794397	R-HSA-9764560	0.05
11	Down	0.0195148387311636	0.139023066002174	R-HSA-3000170	0.05
26	Up	0.0199825747070355	0.140042440772758	R-HSA-2980766	0.05
49	Up	0.0199828540777834	0.140042440772758	R-HSA-5696398	0.05
10	Down	0.0202635738585463	0.14086452150054	R-HSA-1222556	0.05
11	Down	0.0208786932120309	0.143979468390165	R-HSA-6785470	0.05
18	Down	0.0211813364097359	0.144711312141445	R-HSA-112310	0.05
10	Down	0.0215634275594657	0.144711312141445	R-HSA-6806667	0.05
25	Up	0.0217274896190249	0.144711312141445	R-HSA-2559583	0.05
28	Up	0.0218242118078745	0.144711312141445	R-HSA-194441	0.05
28	Up	0.0218242118078745	0.144711312141445	R-HSA-191859	0.05
16	Up	0.0220690928290833	0.145218000142518	R-HSA-73884	0.05
20	Up	0.0225241844212853	0.147089749781423	R-HSA-5693565	0.05
13	Down	0.0250736658296035	0.162507518384348	R-HSA-416993	0.05
28	Down	0.0253059137862442	0.162788763445595	R-HSA-3781865	0.05
17	Up	0.0256836100099779	0.162788763445595	R-HSA-75067	0.05
17	Up	0.0256836100099779	0.162788763445595	R-HSA-73856	0.05
171	Down	0.0262796437664167	0.165350751289425	R-HSA-109582	0.05
12	Down	0.0266115377365902	0.165465450364472	R-HSA-456926	0.05
66	Down	0.0266817837594681	0.165465450364472	R-HSA-112314	0.05
18	Up	0.0269237127623503	0.165773145722471	R-HSA-390471	0.05
13	Down	0.0281892213440143	0.171945165304191	R-HSA-9660821	0.05
23	Up	0.0284375699237677	0.171945165304191	R-HSA-176033	0.05
18	Up	0.0287703830658074	0.171945165304191	R-HSA-73864	0.05
32	Down	0.0287777068945598	0.171945165304191	R-HSA-1483206	0.05
17	Down	0.0292604755494125	0.171945165304191	R-HSA-418346	0.05
14	Up	0.0292643296284657	0.171945165304191	R-HSA-73933	0.05
54	Up	0.0294216511753507	0.171945165304191	R-HSA-162599	0.05
22	Down	0.029521907732042	0.171945165304191	R-HSA-174824	0.05
20	Down	0.0302169507252122	0.174812157886798	R-HSA-418555	0.05
25	Up	0.0309057114493658	0.177604821795689	R-HSA-9706574	0.05
13	Up	0.0315898971650923	0.18023626734608	R-HSA-168928	0.05
20	Down	0.031781801202557	0.18023626734608	R-HSA-70895	0.05
52	Down	0.0328466260376686	0.185057461728564	R-HSA-1483257	0.05
11	Down	0.0337451881501589	0.188885403801539	R-HSA-114604	0.05
15	Up	0.0347701398327185	0.193366842166473	R-HSA-73762	0.05
18	Down	0.0361451338467704	0.199725034461	R-HSA-9865881	0.05
20	Down	0.0366700629485407	0.199958539058369	R-HSA-399721	0.05
20	Down	0.0366700629485407	0.199958539058369	R-HSA-399719	0.05
15	Up	0.0368833036082143	0.199958539058369	R-HSA-5693571	0.05
34	Down	0.0375829307079252	0.202478039188947	R-HSA-8957275	0.05
11	Up	0.0381787050440229	0.203633563860593	R-HSA-162594	0.05
38	Up	0.0383123373401935	0.203633563860593	R-HSA-6790901	0.05
12	Up	0.0385061147439403	0.203633563860593	R-HSA-9764725	0.05
10	Up	0.0394550653772821	0.206684313952712	R-HSA-9692916	0.05
21	Up	0.0396334464950834	0.206684313952712	R-HSA-5250913	0.05
20	Down	0.0398023156799885	0.206684313952712	R-HSA-5663213	0.05
13	Down	0.0410880232092362	0.212083089858453	R-HSA-4086398	0.05
12	Up	0.0421722428566496	0.215743291614051	R-HSA-201722	0.05
42	Up	0.0422976987039149	0.215743291614051	R-HSA-3371453	0.05
27	Up	0.043302183359818	0.219567541506842	R-HSA-5693538	0.05
18	Up	0.0439710602466823	0.221008190525722	R-HSA-6803529	0.05
40	Up	0.044400714083093	0.221008190525722	R-HSA-70171	0.05
27	Up	0.0445326472142568	0.221008190525722	R-HSA-429914	0.05
19	Up	0.0448326891113818	0.221008190525722	R-HSA-8943724	0.05
11	Down	0.0453112627677651	0.221008190525722	R-HSA-212676	0.05
15	Up	0.0453275866469203	0.221008190525722	R-HSA-5218859	0.05
10	Down	0.0453810321613142	0.221008190525722	R-HSA-1650814	0.05
11	Up	0.0467902989377061	0.225560259512222	R-HSA-9675135	0.05
32	Up	0.0469606997119351	0.225560259512222	R-HSA-9018519	0.05
15	Down	0.0471007502461717	0.225560259512222	R-HSA-164952	0.05
16	Down	0.0478811082646433	0.228030471403992	R-HSA-3000171	0.05
35	Down	0.048301259713633	0.228767504797536	R-HSA-381426	0.05
11	Down	0.0513036607870467	0.241659866658111	R-HSA-8964038	0.05
44	Down	0.051694867060066	0.242179214161831	R-HSA-418594	0.05
21	Up	0.0521126326577386	0.242816699194436	R-HSA-9917777	0.05
11	Up	0.053501040746732	0.246486361308035	R-HSA-9930044	0.05
18	Down	0.0537580463177617	0.246486361308035	R-HSA-9662851	0.05
18	Down	0.0537580463177617	0.246486361308035	R-HSA-9664433	0.05
17	Down	0.0551621721992954	0.251586203363982	R-HSA-191273	0.05
122	Up	0.0555946649739453	0.252110632217354	R-HSA-73894	0.05
10	Up	0.0558621006421283	0.252110632217354	R-HSA-9909649	0.05
204	Up	0.0566165101230984	0.254184540240161	R-HSA-9839923	0.05
24	Up	0.0569601679510565	0.25440240815446	R-HSA-389957	0.05
17	Down	0.0586678341518568	0.260678727004642	R-HSA-2173782	0.05
10	Down	0.0590484374742272	0.261024374886071	R-HSA-888590	0.05
54	Up	0.0605556786263339	0.266321402938264	R-HSA-3371556	0.05
28	Down	0.062477324385287	0.273377937157956	R-HSA-437239	0.05
34	Down	0.0629698629224058	0.274141524439969	R-HSA-163685	0.05
17	Down	0.0639961421606772	0.277209419811577	R-HSA-375165	0.05
10	Up	0.0647277371982586	0.27758860430298	R-HSA-5213460	0.05
10	Up	0.0647277371982586	0.27758860430298	R-HSA-5675482	0.05
37	Up	0.0651691862075316	0.278098210449962	R-HSA-68875	0.05
19	Down	0.066481778306171	0.282301935467583	R-HSA-1660662	0.05
40	Up	0.0679675880905956	0.287196377127909	R-HSA-5633007	0.05
26	Down	0.0684272726739856	0.287728336804759	R-HSA-6794362	0.05
12	Down	0.0691721440351999	0.289448486205545	R-HSA-3781860	0.05
17	Down	0.0708044238098763	0.294847407362866	R-HSA-3928665	0.05
30	Up	0.0725127302304072	0.300509487781784	R-HSA-73886	0.05
20	Down	0.0739390714939049	0.304954447979646	R-HSA-9009391	0.05
18	Up	0.0751445916751837	0.308450657257183	R-HSA-1834949	0.05
25	Down	0.0761563283728181	0.309654504987591	R-HSA-9772573	0.05
25	Down	0.0761563283728181	0.309654504987591	R-HSA-9694635	0.05
35	Up	0.0768904942356672	0.311171859301151	R-HSA-6781827	0.05
114	Up	0.0773334959014551	0.311498992896219	R-HSA-1169410	0.05
27	Up	0.0778998900668133	0.311498992896219	R-HSA-9943411	0.05
64	Down	0.0780554320946442	0.311498992896219	R-HSA-373760	0.05
69	Down	0.0807817015493619	0.320893210762903	R-HSA-5668914	0.05
19	Up	0.0834780947169998	0.330083108468137	R-HSA-9013418	0.05
295	Up	0.0846089813717265	0.332354595795983	R-HSA-74160	0.05
18	Down	0.0848236787414341	0.332354595795983	R-HSA-6794361	0.05
20	Down	0.0856013294338938	0.333883918425414	R-HSA-9033241	0.05
128	Up	0.0861428191775841	0.334482478067917	R-HSA-913531	0.05
15	Up	0.0870944158049113	0.3351579751064	R-HSA-5250941	0.05
15	Up	0.0870944158049113	0.3351579751064	R-HSA-427413	0.05
38	Down	0.0920698864657697	0.35068755059974	R-HSA-9918432	0.05
78	Down	0.0924017844745972	0.35068755059974	R-HSA-388396	0.05
24	Up	0.0928807237774096	0.35068755059974	R-HSA-5693567	0.05
21	Down	0.0934014078173566	0.35068755059974	R-HSA-3928662	0.05
16	Down	0.0937696509107866	0.35068755059974	R-HSA-77387	0.05
13	Up	0.0940259026103321	0.35068755059974	R-HSA-9833110	0.05
50	Up	0.0940805366480143	0.35068755059974	R-HSA-72306	0.05
80	Down	0.0943845843841529	0.35068755059974	R-HSA-372790	0.05
49	Down	0.0959004653369265	0.351805700370322	R-HSA-9658195	0.05
49	Down	0.0959004653369265	0.351805700370322	R-HSA-9824443	0.05
41	Up	0.0959099067134869	0.351805700370322	R-HSA-9609690	0.05
13	Down	0.0983285597186793	0.359149230836871	R-HSA-379726	0.05
53	Down	0.101630084599242	0.369641911074036	R-HSA-196854	0.05
15	Down	0.102589448301639	0.371563464016859	R-HSA-2187338	0.05
42	Down	0.103485567502309	0.373240833418368	R-HSA-397014	0.05
20	Down	0.103960322399342	0.373390824617638	R-HSA-9856530	0.05
11	Up	0.104470933786042	0.373452766871326	R-HSA-2173788	0.05
13	Down	0.104844048239978	0.373452766871326	R-HSA-3000178	0.05
12	Down	0.105928874629988	0.375764156094856	R-HSA-9854311	0.05
25	Up	0.107620589796508	0.380200608215533	R-HSA-389958	0.05
29	Down	0.108837385552418	0.382929903453814	R-HSA-9013423	0.05
41	Down	0.109629728673767	0.384149699661738	R-HSA-2682334	0.05
22	Down	0.110792035032313	0.38542700037115	R-HSA-9864848	0.05
15	Down	0.110888510547616	0.38542700037115	R-HSA-1474290	0.05
25	Down	0.111910411888089	0.387416767259169	R-HSA-74752	0.05
14	Down	0.112903143029571	0.389290037165961	R-HSA-500792	0.05
251	Up	0.114059737283735	0.391711129635774	R-HSA-73857	0.05
14	Up	0.116853613502828	0.397999100353125	R-HSA-6804758	0.05
11	Up	0.117169855408598	0.397999100353125	R-HSA-110373	0.05
10	Up	0.117668367366731	0.397999100353125	R-HSA-5685942	0.05
20	Down	0.117737552888686	0.397999100353125	R-HSA-1474228	0.05
35	Up	0.119524707670727	0.399412483059574	R-HSA-141444	0.05
35	Up	0.119524707670727	0.399412483059574	R-HSA-141424	0.05
33	Down	0.119545731588596	0.399412483059574	R-HSA-111885	0.05
30	Down	0.122014297604046	0.406086195114624	R-HSA-428157	0.05
11	Up	0.124080768719182	0.411375471676674	R-HSA-429947	0.05
33	Down	0.125769317069355	0.414094582349634	R-HSA-432722	0.05
28	Down	0.127199658003513	0.414094582349634	R-HSA-9664422	0.05
28	Down	0.127199658003513	0.414094582349634	R-HSA-9664417	0.05
28	Down	0.127199658003513	0.414094582349634	R-HSA-9664407	0.05
20	Up	0.127514507800414	0.414094582349634	R-HSA-5693607	0.05
48	Up	0.127783246989562	0.414094582349634	R-HSA-9609646	0.05
55	Up	0.130768862005611	0.420607309883718	R-HSA-72662	0.05
55	Up	0.130768862005611	0.420607309883718	R-HSA-72649	0.05
10	Up	0.131330068032199	0.420842076742586	R-HSA-6791312	0.05
17	Up	0.134202907004798	0.42845520680791	R-HSA-180786	0.05
44	Down	0.135199611006811	0.429241060993581	R-HSA-9709957	0.05
43	Up	0.135444975162708	0.429241060993581	R-HSA-70326	0.05
24	Down	0.137468445343885	0.434057875041865	R-HSA-446193	0.05
26	Up	0.138046167141419	0.434291226554391	R-HSA-6781823	0.05
37	Up	0.13949468079982	0.435035254041512	R-HSA-69618	0.05
21	Up	0.13950360946463	0.435035254041512	R-HSA-6807505	0.05
55	Up	0.139796711565544	0.435035254041512	R-HSA-72702	0.05
206	Down	0.142654755532854	0.437038311395653	R-HSA-556833	0.05
12	Up	0.142821059303156	0.437038311395653	R-HSA-5696400	0.05
15	Down	0.143102452344214	0.437038311395653	R-HSA-5674135	0.05
15	Down	0.143102452344214	0.437038311395653	R-HSA-6802948	0.05
87	Up	0.143272033109581	0.437038311395653	R-HSA-9705683	0.05
98	Up	0.143989420459821	0.437038311395653	R-HSA-9938027	0.05
98	Up	0.143989420459821	0.437038311395653	R-HSA-9938026	0.05
12	Down	0.149535531405491	0.45227939674222	R-HSA-9619483	0.05
22	Down	0.150382484331338	0.452663113142556	R-HSA-199418	0.05
12	Down	0.150712660640271	0.452663113142556	R-HSA-901042	0.05
16	Down	0.151267624653911	0.45275240434608	R-HSA-9912633	0.05
61	Down	0.152297552930314	0.454257753030902	R-HSA-3858494	0.05
73	Up	0.155548349577402	0.46172089353764	R-HSA-68877	0.05
30	Down	0.15688817508263	0.46172089353764	R-HSA-9855142	0.05
21	Down	0.156922792804071	0.46172089353764	R-HSA-1483255	0.05
15	Down	0.157008009398444	0.46172089353764	R-HSA-9840310	0.05
29	Up	0.157477891763418	0.46172089353764	R-HSA-1483249	0.05
11	Down	0.158100599180128	0.461975310146678	R-HSA-9865118	0.05
495	Up	0.15938968788056	0.464168618084603	R-HSA-9824446	0.05
51	Up	0.161471253131024	0.468647206057047	R-HSA-2500257	0.05
19	Down	0.162090594803845	0.468866082956088	R-HSA-157858	0.05
25	Down	0.164127404490368	0.471520325685785	R-HSA-9662360	0.05
23	Down	0.164156147114078	0.471520325685785	R-HSA-1630316	0.05
129	Up	0.164649208853157	0.471520325685785	R-HSA-8868773	0.05
15	Down	0.166556853577428	0.474314153314434	R-HSA-8964043	0.05
19	Up	0.166979476248226	0.474314153314434	R-HSA-9820841	0.05
123	Up	0.167847432909178	0.474314153314434	R-HSA-6791226	0.05
30	Up	0.168145049470898	0.474314153314434	R-HSA-190236	0.05
29	Up	0.168394614467327	0.474314153314434	R-HSA-5654738	0.05
15	Down	0.169693720607767	0.474314153314434	R-HSA-5626467	0.05
22	Up	0.169915572013643	0.474314153314434	R-HSA-9816359	0.05
10	Up	0.170805048292673	0.474314153314434	R-HSA-6782315	0.05
24	Down	0.170903760586794	0.474314153314434	R-HSA-9707564	0.05
27	Down	0.171127264130846	0.474314153314434	R-HSA-9860931	0.05
74	Up	0.172321754104253	0.475611139265533	R-HSA-5693532	0.05
28	Up	0.173029413134437	0.475611139265533	R-HSA-674695	0.05
10	Up	0.17325046140299	0.475611139265533	R-HSA-9629569	0.05
26	Up	0.174016504085121	0.476197544512299	R-HSA-6782210	0.05
17	Down	0.178191039603843	0.486078089045925	R-HSA-9656223	0.05
20	Down	0.179386525589056	0.486941914836266	R-HSA-6811558	0.05
65	Up	0.179637504545166	0.486941914836266	R-HSA-8878171	0.05
15	Down	0.183077971798953	0.494712262353283	R-HSA-445144	0.05
11	Down	0.186589369259558	0.502625113442935	R-HSA-445095	0.05
29	Up	0.189655729973905	0.509293580179147	R-HSA-9833482	0.05
26	Down	0.192644133059524	0.512103469577746	R-HSA-9659379	0.05
11	Up	0.194632682018008	0.512103469577746	R-HSA-3769402	0.05
22	Down	0.194744050897721	0.512103469577746	R-HSA-416476	0.05
23	Up	0.196025560016834	0.512103469577746	R-HSA-166166	0.05
23	Up	0.196025560016834	0.512103469577746	R-HSA-937061	0.05
13	Down	0.196514759749956	0.512103469577746	R-HSA-8875878	0.05
61	Down	0.196829610915315	0.512103469577746	R-HSA-8978868	0.05
25	Up	0.19854409713601	0.512103469577746	R-HSA-6782135	0.05
26	Up	0.198734828005027	0.512103469577746	R-HSA-112382	0.05
26	Up	0.198734828005027	0.512103469577746	R-HSA-75955	0.05
11	Down	0.199196707170441	0.512103469577746	R-HSA-9860927	0.05
15	Up	0.199206913299454	0.512103469577746	R-HSA-2559580	0.05
10	Down	0.199859797660165	0.512103469577746	R-HSA-190861	0.05
10	Down	0.199859797660165	0.512103469577746	R-HSA-190840	0.05
10	Down	0.199859797660165	0.512103469577746	R-HSA-190872	0.05
34	Down	0.200207504927727	0.512103469577746	R-HSA-1268020	0.05
10	Up	0.201570711569966	0.512555422803562	R-HSA-5651801	0.05
217	Up	0.201573420336899	0.512555422803562	R-HSA-1640170	0.05
22	Down	0.202801897186203	0.514162456983845	R-HSA-112040	0.05
39	Down	0.206625546232579	0.522320295755083	R-HSA-442755	0.05
11	Down	0.207395185547126	0.522732894566147	R-HSA-9006115	0.05
11	Down	0.210595274157108	0.524916478656787	R-HSA-6785807	0.05
44	Down	0.210704215820121	0.524916478656787	R-HSA-194138	0.05
103	Up	0.210716113102397	0.524916478656787	R-HSA-72737	0.05
103	Up	0.210716113102397	0.524916478656787	R-HSA-72613	0.05
13	Up	0.211306285491769	0.524916478656787	R-HSA-166208	0.05
10	Down	0.212927828998516	0.526503930227244	R-HSA-9969896	0.05
10	Up	0.213508116451946	0.526503930227244	R-HSA-8866652	0.05
221	Up	0.213874232939932	0.526503930227244	R-HSA-212436	0.05
45	Down	0.214992631850145	0.526503930227244	R-HSA-8856825	0.05
11	Up	0.21508133227522	0.526503930227244	R-HSA-110313	0.05
11	Down	0.215610078155704	0.526503930227244	R-HSA-5099900	0.05
10	Up	0.217374410044974	0.528266916278421	R-HSA-2122947	0.05
48	Up	0.217557720741113	0.528266916278421	R-HSA-72695	0.05
18	Down	0.218663191239156	0.528397973122392	R-HSA-190828	0.05
10	Down	0.219212219546615	0.528397973122392	R-HSA-202131	0.05
12	Down	0.219450666331573	0.528397973122392	R-HSA-5625900	0.05
18	Down	0.225105996918898	0.536025882165995	R-HSA-6802955	0.05
18	Down	0.225105996918898	0.536025882165995	R-HSA-6802949	0.05
18	Down	0.225105996918898	0.536025882165995	R-HSA-6802946	0.05
18	Down	0.225105996918898	0.536025882165995	R-HSA-9649948	0.05
22	Up	0.228627143116443	0.542910736546484	R-HSA-168164	0.05
101	Up	0.22956005951434	0.543628492586157	R-HSA-72706	0.05
53	Up	0.231161014320691	0.545919984505304	R-HSA-450531	0.05
13	Down	0.23240977112732	0.547369460961064	R-HSA-1660499	0.05
26	Down	0.233268982646271	0.547896084580616	R-HSA-70268	0.05
43	Up	0.235049421663824	0.550577721397326	R-HSA-2995410	0.05
20	Up	0.239028084157508	0.558090657430459	R-HSA-75153	0.05
100	Up	0.239551674303097	0.558090657430459	R-HSA-156827	0.05
19	Down	0.241982681883758	0.56223469483504	R-HSA-416482	0.05
16	Down	0.245056095461177	0.567845038407352	R-HSA-6811440	0.05
175	Up	0.249536277696603	0.572434232437344	R-HSA-69278	0.05
13	Up	0.250199654481572	0.572434232437344	R-HSA-77075	0.05
13	Up	0.250199654481572	0.572434232437344	R-HSA-167160	0.05
17	Up	0.250356967086866	0.572434232437344	R-HSA-9006927	0.05
17	Up	0.250356967086866	0.572434232437344	R-HSA-8848021	0.05
23	Down	0.251176390339312	0.572788488022451	R-HSA-917937	0.05
36	Down	0.252387739922995	0.573224958842616	R-HSA-196849	0.05
10	Down	0.252697777680039	0.573224958842616	R-HSA-111447	0.05
13	Down	0.25419063078492	0.574772593018341	R-HSA-114452	0.05
10	Up	0.255331573034282	0.574772593018341	R-HSA-110320	0.05
36	Down	0.256204909982975	0.574772593018341	R-HSA-2029480	0.05
68	Down	0.256354967685243	0.574772593018341	R-HSA-9609507	0.05
33	Down	0.256713977160164	0.574772593018341	R-HSA-8876198	0.05
22	Up	0.259885652162991	0.579400580839862	R-HSA-163841	0.05
137	Down	0.261835481294261	0.579400580839862	R-HSA-446203	0.05
14	Up	0.262313454677812	0.579400580839862	R-HSA-9851695	0.05
14	Up	0.262313454677812	0.579400580839862	R-HSA-9818564	0.05
14	Up	0.262313454677812	0.579400580839862	R-HSA-9841922	0.05
17	Down	0.262813952561933	0.579400580839862	R-HSA-5673000	0.05
35	Up	0.263958759442808	0.580439925101278	R-HSA-72165	0.05
75	Down	0.267346971050038	0.584625225941588	R-HSA-8856828	0.05
16	Down	0.267767648128042	0.584625225941588	R-HSA-5339562	0.05
11	Up	0.268758941022362	0.584625225941588	R-HSA-2173793	0.05
25	Up	0.26916785909597	0.584625225941588	R-HSA-157579	0.05
11	Up	0.269253149302564	0.584625225941588	R-HSA-8956320	0.05
10	Down	0.270604638448286	0.584896956735361	R-HSA-2219530	0.05
22	Up	0.270735366284697	0.584896956735361	R-HSA-6796648	0.05
38	Down	0.271613421946741	0.585326924295227	R-HSA-6811436	0.05
43	Down	0.273619106996326	0.588178728755195	R-HSA-4420097	0.05
57	Down	0.275422639092572	0.589185662934139	R-HSA-9909615	0.05
148	Up	0.275454550072457	0.589185662934139	R-HSA-68886	0.05
108	Up	0.277097106833993	0.589772113804696	R-HSA-68882	0.05
108	Up	0.277097106833993	0.589772113804696	R-HSA-2555396	0.05
23	Up	0.278092346482992	0.590432518887536	R-HSA-168138	0.05
23	Up	0.280353253732891	0.593770281861798	R-HSA-5619102	0.05
10	Down	0.281951490958529	0.595691630407481	R-HSA-204174	0.05
21	Up	0.284765551222086	0.60016602727002	R-HSA-6804756	0.05
49	Down	0.292144731560646	0.612824185533995	R-HSA-4086400	0.05
10	Down	0.29385706165646	0.612824185533995	R-HSA-8979227	0.05
84	Up	0.293968238779332	0.612824185533995	R-HSA-5688426	0.05
16	Up	0.294326232959483	0.612824185533995	R-HSA-113418	0.05
16	Up	0.294326232959483	0.612824185533995	R-HSA-167158	0.05
16	Down	0.29714169241512	0.617143192044583	R-HSA-9668328	0.05
38	Down	0.297832445348662	0.617143192044583	R-HSA-1445148	0.05
26	Up	0.299032097540522	0.618143088920695	R-HSA-8950505	0.05
11	Up	0.300027340984168	0.618716669685054	R-HSA-73772	0.05
15	Up	0.302399795590452	0.621398607236558	R-HSA-72086	0.05
10	Up	0.30314014909086	0.621398607236558	R-HSA-174417	0.05
39	Down	0.303806109374357	0.621398607236558	R-HSA-199992	0.05
34	Down	0.306090044273584	0.621398607236558	R-HSA-187037	0.05
33	Down	0.30612741980108	0.621398607236558	R-HSA-438064	0.05
39	Up	0.306374023289486	0.621398607236558	R-HSA-9725370	0.05
39	Up	0.306374023289486	0.621398607236558	R-HSA-9700206	0.05
30	Down	0.307406551325529	0.622029218879356	R-HSA-2029482	0.05
10	Down	0.309529740229137	0.624858632500038	R-HSA-399954	0.05
41	Down	0.311272925711318	0.626909490568122	R-HSA-166520	0.05
109	Down	0.313936437951587	0.63080002217778	R-HSA-1500931	0.05
15	Down	0.315908566331474	0.631754456613393	R-HSA-187687	0.05
108	Up	0.316104379795232	0.631754456613393	R-HSA-168273	0.05
11	Down	0.316610122107872	0.631754456613393	R-HSA-8955332	0.05
14	Down	0.318118439121366	0.632529529812657	R-HSA-373752	0.05
29	Down	0.319799957122004	0.632529529812657	R-HSA-8873719	0.05
121	Up	0.323225356042041	0.632529529812657	R-HSA-168255	0.05
43	Down	0.324200512754252	0.632529529812657	R-HSA-9007101	0.05
279	Down	0.326554457585828	0.632529529812657	R-HSA-5653656	0.05
13	Up	0.32972867090257	0.632529529812657	R-HSA-167161	0.05
13	Up	0.32972867090257	0.632529529812657	R-HSA-167162	0.05
13	Up	0.32972867090257	0.632529529812657	R-HSA-73776	0.05
13	Up	0.32972867090257	0.632529529812657	R-HSA-75953	0.05
13	Up	0.32972867090257	0.632529529812657	R-HSA-76042	0.05
13	Up	0.32972867090257	0.632529529812657	R-HSA-73779	0.05
21	Up	0.329759684854419	0.632529529812657	R-HSA-8852135	0.05
236	Up	0.330622312455417	0.632529529812657	R-HSA-1280215	0.05
22	Up	0.333188134955106	0.632529529812657	R-HSA-400206	0.05
22	Up	0.335252550160306	0.632529529812657	R-HSA-975871	0.05
22	Up	0.335252550160306	0.632529529812657	R-HSA-975155	0.05
22	Up	0.335252550160306	0.632529529812657	R-HSA-166058	0.05
22	Up	0.335252550160306	0.632529529812657	R-HSA-975138	0.05
22	Up	0.335252550160306	0.632529529812657	R-HSA-168142	0.05
22	Up	0.335252550160306	0.632529529812657	R-HSA-181438	0.05
22	Up	0.335252550160306	0.632529529812657	R-HSA-168176	0.05
22	Up	0.335252550160306	0.632529529812657	R-HSA-168181	0.05
22	Up	0.335252550160306	0.632529529812657	R-HSA-168179	0.05
