NGenes	Direction	PValue	FDR	pathway	fixed_correlation
11	Down	0.114619064891009	0.254643386433117	R-HSA-445095	0.005
23	Down	0.115040299715151	0.254922206566735	R-HSA-917937	0.005
43	Down	0.115768775596234	0.255488519657727	R-HSA-9007101	0.005
198	Down	0.115888644067484	0.255488519657727	R-HSA-6798695	0.005
20	Up	0.116586274097645	0.256370837429005	R-HSA-75153	0.005
47	Up	0.120541794483615	0.264394470343196	R-HSA-9684482	0.005
11	Up	0.121283253464404	0.265345595142935	R-HSA-3769402	0.005
25	Up	0.12209538585951	0.266446133192146	R-HSA-157579	0.005
19	Down	0.122835934394374	0.267385291535228	R-HSA-416482	0.005
34	Down	0.123627314801363	0.268430089064925	R-HSA-187037	0.005
13	Up	0.12485925102285	0.270273849849457	R-HSA-166208	0.005
11	Down	0.125103556948879	0.270273849849457	R-HSA-9860927	0.005
22	Up	0.125426426082188	0.270293948207114	R-HSA-163841	0.005
33	Down	0.126404605180822	0.271439295113361	R-HSA-438064	0.005
61	Up	0.126587699113192	0.271439295113361	R-HSA-6807070	0.005
269	Down	0.127649459161613	0.273036808430051	R-HSA-422475	0.005
10	Down	0.131194469760852	0.278545893925749	R-HSA-190861	0.005
10	Down	0.131194469760852	0.278545893925749	R-HSA-190840	0.005
10	Down	0.131194469760852	0.278545893925749	R-HSA-190872	0.005
11	Down	0.132034585745744	0.279640817967644	R-HSA-9006115	0.005
10	Up	0.132662638171706	0.280282338490223	R-HSA-5651801	0.005
22	Up	0.134134267599316	0.282698627556504	R-HSA-6796648	0.005
11	Down	0.134763303808885	0.283331628983559	R-HSA-6785807	0.005
30	Down	0.136265850715258	0.285238224797434	R-HSA-2029482	0.005
23	Up	0.136331958951906	0.285238224797434	R-HSA-168138	0.005
12	Down	0.136861552256781	0.285652925049263	R-HSA-5625900	0.005
23	Up	0.138179932057991	0.285841995530136	R-HSA-5619102	0.005
17	Up	0.138204927342433	0.285841995530136	R-HSA-9006927	0.005
17	Up	0.138204927342433	0.285841995530136	R-HSA-8848021	0.005
16	Down	0.138390475398942	0.285841995530136	R-HSA-6811440	0.005
11	Up	0.138610155605101	0.285841995530136	R-HSA-110313	0.005
11	Down	0.139065203208925	0.286095955050343	R-HSA-5099900	0.005
10	Down	0.142496279279753	0.291343232785727	R-HSA-9969896	0.005
13	Down	0.142598731606224	0.291343232785727	R-HSA-1660499	0.005
26	Up	0.142629749693245	0.291343232785727	R-HSA-8950505	0.005
10	Up	0.143002746500229	0.291414580338529	R-HSA-8866652	0.005
160	Up	0.145702346245801	0.296215619018586	R-HSA-9679506	0.005
10	Up	0.146386952825185	0.296907184318376	R-HSA-2122947	0.005
58	Up	0.147130168307109	0.297714096433634	R-HSA-69242	0.005
10	Down	0.148001503046562	0.2987758679769	R-HSA-202131	0.005
17	Down	0.148686656193024	0.299457704762586	R-HSA-5673000	0.005
29	Down	0.149709125122909	0.300187075166444	R-HSA-8873719	0.005
21	Up	0.14974529271644	0.300187075166444	R-HSA-6804756	0.005
43	Up	0.150548005487948	0.301096010975895	R-HSA-390466	0.005
16	Down	0.157744431839008	0.313842172184875	R-HSA-5339562	0.005
13	Up	0.158013344232292	0.313842172184875	R-HSA-77075	0.005
13	Up	0.158013344232292	0.313842172184875	R-HSA-167160	0.005
46	Down	0.158462080118772	0.314009915085934	R-HSA-9013149	0.005
141	Down	0.159156274661946	0.314662176051829	R-HSA-9006934	0.005
47	Down	0.160299331837948	0.316196851359979	R-HSA-983705	0.005
13	Down	0.161526392490847	0.317889840929474	R-HSA-114452	0.005
54	Up	0.162572517174263	0.318378358094143	R-HSA-9692914	0.005
14	Up	0.163252036914969	0.318378358094143	R-HSA-9851695	0.005
14	Up	0.163252036914969	0.318378358094143	R-HSA-9818564	0.005
14	Up	0.163252036914969	0.318378358094143	R-HSA-9841922	0.005
273	Down	0.163621360366247	0.318378358094143	R-HSA-9675108	0.005
91	Down	0.16980394123842	0.328923589544983	R-HSA-418990	0.005
91	Down	0.16980394123842	0.328923589544983	R-HSA-421270	0.005
340	Up	0.170851575625272	0.330210892800414	R-HSA-2262752	0.005
48	Up	0.176692947967801	0.340736736349541	R-HSA-391251	0.005
10	Down	0.178050197742826	0.342587657264098	R-HSA-111447	0.005
10	Up	0.180461929235102	0.346454750558259	R-HSA-110320	0.005
16	Up	0.181285323745268	0.346492126537519	R-HSA-113418	0.005
16	Up	0.181285323745268	0.346492126537519	R-HSA-167158	0.005
16	Down	0.183835368357698	0.350588689213132	R-HSA-9668328	0.005
11	Up	0.186443651762313	0.350682164823708	R-HSA-2173793	0.005
11	Up	0.186898413555931	0.350682164823708	R-HSA-8956320	0.005
22	Up	0.188097789053512	0.350682164823708	R-HSA-400206	0.005
285	Down	0.18828355105015	0.350682164823708	R-HSA-72766	0.005
21	Up	0.189379989993244	0.350682164823708	R-HSA-8852135	0.005
22	Up	0.189986741267601	0.350682164823708	R-HSA-975871	0.005
22	Up	0.189986741267601	0.350682164823708	R-HSA-975155	0.005
22	Up	0.189986741267601	0.350682164823708	R-HSA-166058	0.005
22	Up	0.189986741267601	0.350682164823708	R-HSA-975138	0.005
22	Up	0.189986741267601	0.350682164823708	R-HSA-168142	0.005
22	Up	0.189986741267601	0.350682164823708	R-HSA-181438	0.005
22	Up	0.189986741267601	0.350682164823708	R-HSA-168176	0.005
22	Up	0.189986741267601	0.350682164823708	R-HSA-168181	0.005
22	Up	0.189986741267601	0.350682164823708	R-HSA-168179	0.005
22	Up	0.189986741267601	0.350682164823708	R-HSA-168188	0.005
29	Down	0.191435164524756	0.352600666282777	R-HSA-9013404	0.005
119	Up	0.192370366153586	0.35356770922045	R-HSA-9694516	0.005
15	Up	0.193987431925527	0.355693191793383	R-HSA-72086	0.005
10	Down	0.194577149708377	0.355693191793383	R-HSA-2219530	0.005
27	Up	0.194764717548117	0.355693191793383	R-HSA-9020591	0.005
21	Down	0.19949778521109	0.363566788270527	R-HSA-9609736	0.005
24	Up	0.202285102322518	0.367868688189895	R-HSA-167172	0.005
39	Down	0.202863929988929	0.368144647685172	R-HSA-9824439	0.005
20	Up	0.204497814047593	0.37033007501896	R-HSA-69473	0.005
10	Down	0.205202190054287	0.3708265992176	R-HSA-204174	0.005
15	Down	0.206550219481678	0.372444835034797	R-HSA-187687	0.005
67	Up	0.206961805083141	0.372444835034797	R-HSA-9678108	0.005
14	Down	0.214335761131436	0.384911304365204	R-HSA-373752	0.005
25	Up	0.214799363077566	0.384941893914474	R-HSA-165159	0.005
11	Up	0.215682003962368	0.385721758123571	R-HSA-73772	0.005
10	Down	0.216471499625021	0.386332158751072	R-HSA-8979227	0.005
19	Down	0.217064030148484	0.386589243776846	R-HSA-2426168	0.005
92	Down	0.221569666712402	0.393800108672351	R-HSA-195721	0.005
17	Up	0.222459978502376	0.394568933063885	R-HSA-2173789	0.005
15	Down	0.224987918100037	0.398041389030456	R-HSA-389977	0.005
10	Up	0.225341296806105	0.398041389030456	R-HSA-174417	0.005
74	Up	0.22620851275498	0.398179290370509	R-HSA-8951664	0.005
19	Down	0.226343216103886	0.398179290370509	R-HSA-9013409	0.005
18	Down	0.229760361613842	0.398399147975713	R-HSA-9861718	0.005
17	Down	0.230353214153867	0.398399147975713	R-HSA-9748784	0.005
46	Up	0.231045166189913	0.398399147975713	R-HSA-9648025	0.005
13	Up	0.231427898257089	0.398399147975713	R-HSA-167161	0.005
13	Up	0.231427898257089	0.398399147975713	R-HSA-167162	0.005
13	Up	0.231427898257089	0.398399147975713	R-HSA-73776	0.005
13	Up	0.231427898257089	0.398399147975713	R-HSA-75953	0.005
13	Up	0.231427898257089	0.398399147975713	R-HSA-76042	0.005
13	Up	0.231427898257089	0.398399147975713	R-HSA-73779	0.005
10	Down	0.23148726511566	0.398399147975713	R-HSA-399954	0.005
11	Down	0.231552173011406	0.398399147975713	R-HSA-8955332	0.005
18	Down	0.2334826364737	0.400920383745677	R-HSA-432720	0.005
15	Down	0.237356796023541	0.406762541097997	R-HSA-9013420	0.005
95	Up	0.238455470456748	0.407834554630391	R-HSA-71387	0.005
62	Up	0.242973324558905	0.414738625286685	R-HSA-5689880	0.005
81	Down	0.244422470657024	0.415566409677229	R-HSA-9764265	0.005
81	Down	0.244422470657024	0.415566409677229	R-HSA-9764274	0.005
98	Up	0.247643004485229	0.420213129658006	R-HSA-983169	0.005
13	Up	0.249859876092169	0.42207667215608	R-HSA-9022692	0.005
45	Up	0.250104042680165	0.42207667215608	R-HSA-15869	0.005
27	Up	0.250210185002038	0.42207667215608	R-HSA-170834	0.005
43	Down	0.252798887293393	0.425610626654111	R-HSA-1168372	0.005
30	Down	0.254223281343514	0.427174402569414	R-HSA-9013408	0.005
48	Up	0.258555174713261	0.433608094558037	R-HSA-5689603	0.005
10	Up	0.259492456055088	0.43433494586308	R-HSA-9725371	0.005
14	Up	0.260219200522868	0.434707269090528	R-HSA-73893	0.005
32	Down	0.261312758605701	0.4348519838441	R-HSA-373755	0.005
83	Up	0.261314765233462	0.4348519838441	R-HSA-9633012	0.005
44	Down	0.262312852957856	0.435671828997442	R-HSA-5628897	0.005
14	Down	0.263243106089543	0.436376072017666	R-HSA-9918485	0.005
10	Up	0.264069432394426	0.436905663577726	R-HSA-71336	0.005
75	Up	0.264595720117642	0.43693776004101	R-HSA-983168	0.005
11	Down	0.271021107390737	0.446401636283593	R-HSA-5362517	0.005
13	Up	0.271362479596987	0.446401636283593	R-HSA-8866654	0.005
10	Down	0.272523950337827	0.447458371792775	R-HSA-1236394	0.005
60	Up	0.273088571985898	0.447532982988296	R-HSA-5617833	0.005
21	Up	0.276070885422999	0.451561865720351	R-HSA-1989781	0.005
14	Up	0.277094089752966	0.452377093498214	R-HSA-167242	0.005
11	Up	0.284162610740551	0.463040019770047	R-HSA-2995383	0.005
40	Down	0.284863989127299	0.463307091750438	R-HSA-5619084	0.005
28	Up	0.285443087342281	0.463374654028335	R-HSA-447115	0.005
58	Down	0.287307308951164	0.465524248714103	R-HSA-6807878	0.005
18	Down	0.29030087749431	0.469492225891361	R-HSA-5694530	0.005
16	Down	0.293979026639086	0.474175447119714	R-HSA-389356	0.005
188	Down	0.294296826228593	0.474175447119714	R-HSA-71291	0.005
53	Up	0.297892954846433	0.477311052827689	R-HSA-8939211	0.005
86	Down	0.298367772454929	0.477311052827689	R-HSA-948021	0.005
10	Down	0.298941210295049	0.477311052827689	R-HSA-74751	0.005
97	Up	0.299011564416417	0.477311052827689	R-HSA-975957	0.005
97	Up	0.299011564416417	0.477311052827689	R-HSA-927802	0.005
12	Down	0.300400665137125	0.478642094913496	R-HSA-8949613	0.005
86	Down	0.303058898405881	0.481427852606083	R-HSA-388841	0.005
11	Up	0.303906728755516	0.481427852606083	R-HSA-749476	0.005
11	Up	0.303906728755516	0.481427852606083	R-HSA-74158	0.005
58	Up	0.30438303906069	0.481427852606083	R-HSA-9975921	0.005
82	Down	0.305012081989545	0.481539221016461	R-HSA-9759476	0.005
84	Up	0.309281134313721	0.487016088862945	R-HSA-156842	0.005
27	Up	0.309611156260898	0.487016088862945	R-HSA-166016	0.005
60	Down	0.314379231761563	0.493615478649303	R-HSA-157118	0.005
10	Down	0.315383204583707	0.494084689169878	R-HSA-9841251	0.005
16	Down	0.31582443588469	0.494084689169878	R-HSA-446219	0.005
21	Down	0.316621273046104	0.494433944503155	R-HSA-9013405	0.005
47	Down	0.322529296249389	0.502749101929428	R-HSA-8957322	0.005
13	Down	0.326991887826406	0.508785211744336	R-HSA-9828806	0.005
34	Up	0.329879031833311	0.512352658451016	R-HSA-381119	0.005
26	Down	0.330765796867785	0.512805965647537	R-HSA-2980736	0.005
83	Down	0.33585324945972	0.519758529684522	R-HSA-5673001	0.005
13	Up	0.341087110316399	0.526082251225146	R-HSA-9637690	0.005
66	Down	0.341160067789857	0.526082251225146	R-HSA-2132295	0.005
23	Down	0.34281382126208	0.527688417728417	R-HSA-9013106	0.005
85	Up	0.343780085655055	0.528232502379069	R-HSA-2408522	0.005
21	Up	0.349473429704095	0.529565267401554	R-HSA-167152	0.005
21	Up	0.349473429704095	0.529565267401554	R-HSA-167200	0.005
21	Up	0.349473429704095	0.529565267401554	R-HSA-167169	0.005
21	Up	0.349473429704095	0.529565267401554	R-HSA-167246	0.005
18	Up	0.34950247892091	0.529565267401554	R-HSA-499943	0.005
83	Up	0.352794188026746	0.529565267401554	R-HSA-5357801	0.005
13	Down	0.353344686411404	0.529565267401554	R-HSA-180024	0.005
18	Up	0.35347029900382	0.529565267401554	R-HSA-5619507	0.005
18	Up	0.35347029900382	0.529565267401554	R-HSA-5617472	0.005
15	Up	0.353540847596401	0.529565267401554	R-HSA-9645723	0.005
17	Down	0.354323395793139	0.529565267401554	R-HSA-75105	0.005
10	Up	0.354757527019929	0.529565267401554	R-HSA-2894862	0.005
10	Up	0.354757527019929	0.529565267401554	R-HSA-2644606	0.005
10	Up	0.354757527019929	0.529565267401554	R-HSA-2894858	0.005
10	Up	0.354757527019929	0.529565267401554	R-HSA-2644602	0.005
10	Up	0.354757527019929	0.529565267401554	R-HSA-2644603	0.005
34	Up	0.355525846461864	0.529565267401554	R-HSA-9006936	0.005
16	Down	0.355705672651392	0.529565267401554	R-HSA-2219528	0.005
85	Up	0.358220786932919	0.531949268026112	R-HSA-9954709	0.005
10	Up	0.35913979761735	0.531949268026112	R-HSA-8956319	0.005
14	Down	0.359158322495588	0.531949268026112	R-HSA-400685	0.005
14	Up	0.362540112650513	0.536037010471256	R-HSA-5250924	0.005
82	Down	0.366201615490268	0.540523617384608	R-HSA-199977	0.005
12	Down	0.379038697988457	0.558264500554744	R-HSA-1912422	0.005
44	Down	0.379542295036661	0.558264500554744	R-HSA-9663891	0.005
86	Up	0.380163876827882	0.558264500554744	R-HSA-975956	0.005
64	Down	0.382018367994446	0.560033729951042	R-HSA-5358351	0.005
84	Down	0.383274945820655	0.560921907126324	R-HSA-5684996	0.005
33	Up	0.386148462576507	0.564169448713472	R-HSA-9820952	0.005
367	Up	0.389440607344409	0.568016588038714	R-HSA-8953897	0.005
42	Down	0.391374255598676	0.569872649199423	R-HSA-9766229	0.005
13	Down	0.392581758587225	0.570666907086321	R-HSA-9662361	0.005
19	Down	0.395277260984231	0.57296272364922	R-HSA-112043	0.005
45	Down	0.39549051110358	0.57296272364922	R-HSA-8852276	0.005
18	Up	0.397529843188816	0.574597764315894	R-HSA-3371571	0.005
20	Down	0.397952279926437	0.574597764315894	R-HSA-8854214	0.005
48	Up	0.400145979468242	0.576799054016095	R-HSA-446652	0.005
10	Up	0.401902339441956	0.578363633721146	R-HSA-9609523	0.005
19	Up	0.404493770909332	0.58112271753974	R-HSA-8986944	0.005
33	Up	0.405208677189466	0.581181164288385	R-HSA-168898	0.005
10	Down	0.408036426757972	0.584264783829521	R-HSA-2142753	0.005
11	Down	0.409185726970001	0.584933275772296	R-HSA-399956	0.005
13	Down	0.409860439172235	0.584933275772296	R-HSA-9958810	0.005
105	Up	0.41175161427441	0.586059483567013	R-HSA-9711097	0.005
39	Down	0.412377849091549	0.586059483567013	R-HSA-9931269	0.005
82	Up	0.412956742292064	0.586059483567013	R-HSA-162909	0.005
69	Down	0.413369102098311	0.586059483567013	R-HSA-9909648	0.005
61	Down	0.415255312485602	0.587766961186518	R-HSA-9918487	0.005
38	Down	0.418554095747915	0.591464968089676	R-HSA-5358346	0.005
52	Up	0.420134058461015	0.592244528376299	R-HSA-9730414	0.005
16	Down	0.42047987397482	0.592244528376299	R-HSA-177929	0.005
32	Up	0.421264725267773	0.592382044340653	R-HSA-2565942	0.005
19	Up	0.425579932629046	0.595798071409244	R-HSA-389960	0.005
58	Up	0.425888740096679	0.595798071409244	R-HSA-9755511	0.005
22	Up	0.42630912219307	0.595798071409244	R-HSA-1226099	0.005
79	Up	0.427240092450047	0.595798071409244	R-HSA-69275	0.005
79	Up	0.427240092450047	0.595798071409244	R-HSA-453274	0.005
57	Up	0.427841074480652	0.595798071409244	R-HSA-201681	0.005
110	Down	0.432840731629137	0.601400873852246	R-HSA-195258	0.005
20	Down	0.433259794271746	0.601400873852246	R-HSA-109606	0.005
80	Up	0.436646661288939	0.604881720573666	R-HSA-156902	0.005
24	Down	0.437170895495816	0.604881720573666	R-HSA-6806834	0.005
15	Down	0.445734991465755	0.615742888851732	R-HSA-5675221	0.005
44	Down	0.449121243390127	0.618958784449078	R-HSA-9764561	0.005
20	Down	0.449545616707256	0.618958784449078	R-HSA-5625740	0.005
14	Down	0.450508326492309	0.618958784449078	R-HSA-5218920	0.005
19	Up	0.450935170109073	0.618958784449078	R-HSA-9856649	0.005
17	Up	0.454822398212158	0.621451508241602	R-HSA-448424	0.005
17	Up	0.454822398212158	0.621451508241602	R-HSA-450294	0.005
17	Up	0.457076863370274	0.621451508241602	R-HSA-167287	0.005
17	Up	0.457076863370274	0.621451508241602	R-HSA-167290	0.005
17	Up	0.457076863370274	0.621451508241602	R-HSA-167238	0.005
17	Up	0.457076863370274	0.621451508241602	R-HSA-167243	0.005
16	Down	0.462038783872986	0.627208553855927	R-HSA-9820965	0.005
13	Up	0.46370923704265	0.628486418759063	R-HSA-3371511	0.005
48	Up	0.466313637214585	0.63102410561848	R-HSA-9759194	0.005
57	Down	0.467367267902734	0.631458597072346	R-HSA-2454202	0.005
20	Down	0.468567588151803	0.632089610308065	R-HSA-5205647	0.005
70	Down	0.47306839729741	0.637163997609949	R-HSA-389948	0.005
37	Down	0.480870043851697	0.643299596315463	R-HSA-5387390	0.005
37	Down	0.480870043851697	0.643299596315463	R-HSA-5362768	0.005
131	Up	0.481296527769741	0.643299596315463	R-HSA-9010553	0.005
27	Up	0.48135526638454	0.643299596315463	R-HSA-380287	0.005
27	Up	0.48135526638454	0.643299596315463	R-HSA-380270	0.005
404	Down	0.482350127073237	0.643631284113204	R-HSA-1266738	0.005
10	Up	0.484973692665977	0.646131874927469	R-HSA-9682385	0.005
90	Down	0.488119922123002	0.649320019861155	R-HSA-6811442	0.005
80	Up	0.49257833346453	0.65424117634272	R-HSA-9954714	0.005
83	Up	0.494106088491818	0.655260689661458	R-HSA-72764	0.005
38	Down	0.495333633115883	0.655879557213351	R-HSA-5678895	0.005
53	Down	0.496835567667392	0.656195789765465	R-HSA-5610787	0.005
12	Down	0.497094954427899	0.656195789765465	R-HSA-416572	0.005
153	Up	0.502196005473323	0.661915835960251	R-HSA-5663202	0.005
16	Down	0.503841278869258	0.663070507458474	R-HSA-9013026	0.005
13	Up	0.504820388176971	0.663346302756934	R-HSA-877300	0.005
54	Up	0.50893797953449	0.667739023377063	R-HSA-69481	0.005
78	Up	0.510639250776219	0.668115320994709	R-HSA-2408557	0.005
10	Down	0.510774937976233	0.668115320994709	R-HSA-8849471	0.005
21	Down	0.513442473510186	0.67058698812997	R-HSA-381038	0.005
46	Down	0.518535379275624	0.675531233325486	R-HSA-9958825	0.005
44	Up	0.518795448331174	0.675531233325486	R-HSA-9020702	0.005
52	Down	0.521577362606044	0.678129240673318	R-HSA-5621481	0.005
34	Down	0.522921294347877	0.678852644168479	R-HSA-1592230	0.005
11	Up	0.528872793410888	0.684983505172149	R-HSA-168643	0.005
96	Up	0.529233195411429	0.684983505172149	R-HSA-9006925	0.005
15	Up	0.533755640094571	0.689710111343496	R-HSA-1489509	0.005
49	Up	0.535130836076907	0.689710111343496	R-HSA-9909396	0.005
153	Down	0.535285457643618	0.689710111343496	R-HSA-9012999	0.005
18	Up	0.540306830000574	0.694321688980921	R-HSA-6814122	0.005
120	Up	0.540475467872619	0.694321688980921	R-HSA-9948299	0.005
11	Up	0.542828602680998	0.69630692784378	R-HSA-5655302	0.005
18	Down	0.543957775460586	0.696718577187258	R-HSA-532668	0.005
79	Up	0.54772433804824	0.700502046583951	R-HSA-9954716	0.005
97	Down	0.55021538118848	0.70264542012514	R-HSA-9711123	0.005
80	Up	0.551486292812938	0.703226604149042	R-HSA-192823	0.005
12	Up	0.553454865951034	0.704694378803237	R-HSA-3371568	0.005
34	Up	0.561020585128054	0.713273959263101	R-HSA-380320	0.005
36	Down	0.564443613162402	0.716569064132534	R-HSA-8980692	0.005
36	Up	0.567583323952976	0.719495331246272	R-HSA-450408	0.005
243	Down	0.569837745966244	0.721292418535833	R-HSA-9716542	0.005
17	Down	0.573998670249679	0.724670596273025	R-HSA-9013406	0.005
22	Down	0.574187955051596	0.724670596273025	R-HSA-381070	0.005
63	Down	0.576405601595812	0.726405889730395	R-HSA-9612973	0.005
39	Down	0.577978385125325	0.727324624785446	R-HSA-9013148	0.005
11	Up	0.586840615233573	0.734662490352423	R-HSA-1839126	0.005
11	Up	0.586840615233573	0.734662490352423	R-HSA-8851708	0.005
97	Down	0.586889597005848	0.734662490352423	R-HSA-5683057	0.005
68	Up	0.587218626279373	0.734662490352423	R-HSA-9006931	0.005
27	Down	0.588707047161434	0.735457209642255	R-HSA-1655829	0.005
10	Up	0.59497456831087	0.739404573061198	R-HSA-76046	0.005
10	Up	0.59497456831087	0.739404573061198	R-HSA-76061	0.005
10	Up	0.59497456831087	0.739404573061198	R-HSA-76066	0.005
42	Down	0.595297881327693	0.739404573061198	R-HSA-8878166	0.005
443	Up	0.60086814713082	0.744982264251498	R-HSA-597592	0.005
14	Up	0.601517002226268	0.744982264251498	R-HSA-111465	0.005
53	Up	0.602716017155402	0.745396279466222	R-HSA-69306	0.005
15	Up	0.604540896379854	0.746247479539555	R-HSA-203927	0.005
17	Down	0.605135717167226	0.746247479539555	R-HSA-1227986	0.005
60	Down	0.610971124872233	0.752367299485521	R-HSA-1632852	0.005
20	Down	0.616632859272583	0.75825609799282	R-HSA-193704	0.005
13	Up	0.618945203691506	0.758934232691434	R-HSA-111997	0.005
13	Up	0.618945203691506	0.758934232691434	R-HSA-111933	0.005
10	Up	0.621775470144746	0.761321669410186	R-HSA-110314	0.005
108	Up	0.625189246607569	0.763355047435348	R-HSA-449147	0.005
12	Down	0.625207266228951	0.763355047435348	R-HSA-9013424	0.005
94	Up	0.629550535538446	0.767570808534852	R-HSA-1852241	0.005
33	Down	0.637494850687701	0.776158984876834	R-HSA-351202	0.005
10	Up	0.638497862957965	0.77628372054974	R-HSA-9670095	0.005
44	Down	0.641477608663594	0.778499674698323	R-HSA-5607764	0.005
14	Down	0.642915610949236	0.778499674698323	R-HSA-9035034	0.005
81	Up	0.643029893718337	0.778499674698323	R-HSA-1257604	0.005
14	Up	0.644865860280991	0.779627449596373	R-HSA-380972	0.005
