gene	eligible_probe_n	eligible_probes
TCTN3	3	1424535_at;1443022_at;1450324_a_at
TDGF1	1	1450989_at
TDH	1	1449064_at
TDO2	3	1419093_at;1449337_at;1455770_at
TDP1	1	1426492_at
TDP2	1	1448706_at
TDPOZ1	1	1425375_at
TDRD1	1	1421513_at
TDRD12	1	1453219_a_at
TDRD3	3	1434869_at;1441496_at;1451545_at
TDRD5	1	1456391_at
TDRD7	2	1426716_at;1459216_at
TDRD9	1	1453357_at
TDRKH	1	1453366_at
TDRP	1	1428357_at
TEAD1	2	1423434_at;1429556_at
TEAD2	1	1448519_at
TEAD3	1	1420593_a_at
TEAD4	2	1426337_a_at;1460683_at
TEC	1	1460204_at
TECPR1	3	1423989_at;1434175_s_at;1436679_at
TECPR2	1	1439502_at
TECR	2	1416352_s_at;1429681_a_at
TECRL	1	1437482_at
TECTA	1	1419632_at
TECTB	1	1430912_a_at
TEDDM2	1	1444658_at
TEDDM3	1	1423494_at
TEF	3	1424175_at;1438033_at;1450184_s_at
TEFM	1	1452256_at
TEK	1	1418788_at
TEKT1	1	1432075_a_at
TEKT2	1	1418484_at
TEKT3	1	1429143_at
TEKT4	1	1453121_at
TEKT5	1	1429355_at
TELO2	3	1423887_a_at;1423888_at;1456579_x_at
TEN1	1	1427895_at
TENM1	2	1421508_at;1458842_at
TENM2	4	1420718_at;1432988_at;1454424_at;1457273_at
TENM3	2	1429178_at;1449315_at
TENM4	3	1434530_at;1451888_a_at;1455993_at
TEP1	1	1418196_at
TEPP	1	1432536_at
TERB1	2	1441886_at;1442013_at
TERB2	1	1430433_at
TERF1	3	1418380_at;1431332_a_at;1443527_at
TERF2	3	1421147_at;1455651_at;1459650_at
TERF2IP	3	1419381_at;1426049_a_at;1456400_at
TERT	2	1450254_at;1456941_at
TES	2	1424246_a_at;1460378_a_at
TES3-PS	1	1456360_at
TESC	2	1418743_a_at;1418744_s_at
TESCL	1	1449284_at
TESK1	1	1450662_at
TESK2	1	1426546_at
TESPA1	3	1428959_at;1439179_a_at;1439981_at
TET1	4	1419896_at;1419897_at;1429448_s_at;1455425_at
TET2	2	1438781_at;1455300_at
TET3	1	1439324_at
TEX10	2	1434317_s_at;1439464_s_at
TEX101	1	1449103_at
TEX11	1	1419729_at
TEX12	1	1421183_at
TEX13	2	1432159_a_at;1450555_at
TEX13A	1	1431531_at
TEX14	1	1419240_at
TEX15	1	1420719_at
TEX16	1	1421700_at
TEX18	1	1420803_at
TEX19.1	1	1417482_at
TEX19.2	1	1460274_at
TEX2	2	1443953_at;1452213_at
TEX21	2	1420436_x_at;1453249_a_at
TEX22	1	1429548_at
TEX24	1	1441893_at
TEX26	1	1430620_at
TEX261	3	1423384_s_at;1450965_at;1452768_at
TEX264	1	1425068_a_at
TEX29	1	1453407_at
TEX30	1	1428593_at
TEX33	2	1454202_a_at;1454203_at
TEX35	1	1430072_at
TEX36	1	1430209_at
TEX37	1	1430892_at
TEX38	1	1430517_at
TEX40	1	1449074_at
TEX43	2	1420574_at;1459759_s_at
TEX9	4	1421356_at;1431816_at;1444769_at;1453360_a_at
TFAM	2	1448224_at;1456215_at
TFAP2A	3	1421995_at;1421996_at;1426048_s_at
TFAP2B	2	1423340_at;1435670_at
TFAP2C	3	1418147_at;1436392_s_at;1448977_at
TFAP2D	1	1425443_at
TFAP2E	1	1435205_at
TFAP4	1	1418167_at
TFB1M	2	1435924_at;1449749_s_at
TFB2M	1	1423441_at
TFCP2	1	1418159_at
TFCP2L1	3	1418091_at;1460714_at;1460715_x_at
TFDP1	1	1423241_a_at
TFDP2	4	1435344_at;1437174_at;1443962_at;1445873_at
TFE3	1	1434318_a_at
TFEB	1	1422566_at
TFEC	1	1419537_at
TFF1	1	1448156_at
TFF2	1	1422448_at
TFF3	1	1417370_at
TFG	2	1415887_at;1438053_at
TFIP11	2	1418145_at;1448976_at
TFPI	4	1438530_at;1451790_a_at;1451791_at;1452432_at
TFPI2	1	1418547_at
TFPT	4	1418064_at;1438963_s_at;1438964_x_at;1448040_at
TFR2	2	1425381_a_at;1459994_x_at
TFRC	6	1422966_a_at;1422967_a_at;1452661_at;AFFX-TransRecMur/X57349_3_at;AFFX-TransRecMur/X57349_5_at;AFFX-TransRecMur/X57349_M_at
TG	1	1450790_at
TGDS	1	1424526_a_at
TGFA	3	1421942_s_at;1421943_at;1450421_at
TGFB1	2	1420653_at;1445360_at
TGFB1I1	1	1418136_at
TGFB2	4	1423250_a_at;1438303_at;1450922_a_at;1450923_at
TGFB3	1	1417455_at
TGFBI	4	1415871_at;1437463_x_at;1448123_s_at;1456250_x_at
TGFBR1	3	1420893_a_at;1420894_at;1420895_at
TGFBR2	3	1422019_at;1425444_a_at;1426397_at
TGFBR3	2	1425620_at;1433795_at
TGFBRAP1	3	1428425_at;1428426_s_at;1454506_at
TGIF1	1	1422286_a_at
TGIF2	2	1431115_at;1434400_at
TGM1	1	1451416_a_at
TGM2	6	1417500_a_at;1426004_a_at;1433428_x_at;1437277_x_at;1438942_x_at;1455900_x_at
TGM3	2	1421355_at;1440150_at
TGM4	1	1438341_at
TGM5	1	1430142_at
TGM6	1	1437702_at
TGS1	6	1421904_at;1421905_at;1439710_at;1446164_at;1450400_at;1450401_at
TH	1	1420546_at
THA1	1	1428780_at
THADA	2	1443884_at;1457106_at
THAP1	2	1429282_at;1455003_at
THAP11	1	1416428_at
THAP2	2	1421177_at;1455336_at
THAP3	1	1428521_at
THAP4	4	1424052_at;1443311_at;1447754_x_at;1458185_at
THAP6	2	1453843_at;1456536_at
THAP7	3	1426428_at;1426429_at;1452069_a_at
THBD	1	1448529_at
THBS1	2	1450377_at;1460302_at
THBS2	3	1422571_at;1447862_x_at;1450663_at
THBS3	1	1416623_at
THBS4	1	1449388_at
THEG	1	1425244_a_at
THEGL	2	1447439_at;1453483_at
THEM4	2	1427055_at;1431140_at
THEM5	3	1429354_at;1431211_s_at;1453801_at
THEM6	1	1428860_at
THEM7	1	1453043_at
THEMIS	4	1436423_at;1439719_at;1442022_at;1443192_at
THEMIS2	1	1427041_at
THEMIS3	1	1458210_at
THG1L	2	1432393_a_at;1453268_at
THNSL1	2	1427936_at;1452605_at
THNSL2	1	1451455_at
THOC1	5	1420042_at;1420043_s_at;1424641_a_at;1424642_at;1431044_at
THOC2	3	1437634_at;1438736_at;1444004_at
THOC3	2	1423970_at;1423971_at
THOC5	1	1452672_at
THOC6	1	1434827_at
THOC7	2	1448461_a_at;1453621_at
THOP1	2	1425402_at;1448907_at
THPO	1	1449569_at
THRA	3	1426997_at;1443952_at;1454675_at
THRAP3	3	1427408_a_at;1452125_at;1460545_at
THRB	1	1422202_at
THRSP	3	1422973_a_at;1424737_at;1444166_at
THSD1	2	1418205_at;1449621_s_at
THSD4	2	1442552_at;1455262_at
THSD7A	2	1456130_at;1456721_at
THSD7B	3	1445115_at;1446478_at;1460627_at
THTPA	2	1428003_s_at;1433436_s_at
THUMPD1	1	1436007_a_at
THUMPD2	1	1428726_at
THUMPD3	2	1417684_at;1454061_at
THY1	1	1423135_at
THYN1	3	1438480_a_at;1438769_a_at;1460007_at
TIA1	6	1416812_at;1416813_at;1416814_at;1431708_a_at;1437934_at;1453803_at
TIAF2	1	1426071_at
TIAL1	5	1421148_a_at;1426352_s_at;1452821_at;1455675_a_at;1455676_x_at
TIAM1	3	1418057_at;1444373_at;1453887_a_at
TIAM2	3	1420146_at;1423186_at;1431222_at
TICAM1	1	1454676_s_at
TICRR	3	1429860_at;1435497_at;1439723_at
TIE1	1	1416238_at
TIFA	1	1426501_a_at
TIFAB	2	1436397_at;1444546_at
TIGAR	3	1435929_at;1439859_at;1447934_at
TIGD2	1	1429194_at
TIGD3	1	1447540_at
TIGD5	3	1440377_at;1449646_s_at;1460743_at
TIMD2	2	1418765_at;1418766_s_at
TIMD4	1	1455318_at
TIMELESS	2	1417586_at;1417587_at
TIMM10	1	1417499_at
TIMM10B	4	1417916_a_at;1436416_x_at;1448887_x_at;1453461_at
TIMM13	1	1455211_a_at
TIMM17A	1	1426256_at
TIMM17B	2	1438656_x_at;1460685_at
TIMM21	1	1452785_at
TIMM22	2	1448517_at;1448518_at
TIMM23	1	1416485_at
TIMM44	3	1417670_at;1439371_x_at;1448801_a_at
TIMM50	3	1441819_x_at;1455456_a_at;1459830_at
TIMM8A1	2	1416345_at;1416346_at
TIMM8A2	1	1447997_s_at
TIMM8B	1	1431665_a_at
TIMM9	2	1428010_at;1449886_a_at
TIMMDC1	1	1420329_at
TIMP1	1	1460227_at
TIMP2	6	1420924_at;1433662_s_at;1437081_at;1450040_at;1454677_at;1460287_at
TIMP3	4	1419088_at;1419089_at;1449334_at;1449335_at
TIMP4	2	1423405_at;1450974_at
TINAG	1	1419314_at
TINAGL1	1	1417109_at
TINF2	2	1437166_at;1451163_at
TIPARP	3	1426721_s_at;1452160_at;1452161_at
TIPIN	1	1426612_at
TIPRL	2	1433912_at;1451587_a_at
TIRAP	2	1418685_at;1457676_at
TJAP1	1	1426691_at
TJP1	1	1417749_a_at
TJP2	4	1434599_a_at;1434600_at;1450984_at;1450985_a_at
TJP3	1	1417896_at
TK1	1	1416258_at
TK2	1	1426100_a_at
TKFC	1	1425300_at
TKT	3	1436605_at;1439443_x_at;1451015_at
TKTL1	3	1420064_s_at;1420065_at;1449567_at
TKTL2	1	1430434_at
TLCD1	4	1426616_at;1430084_at;1436404_at;1452132_at
TLCD2	1	1432282_a_at
TLDC1	1	1430614_at
TLE1	2	1422751_at;1434033_at
TLE2	1	1436244_a_at
TLE3	4	1419654_at;1419655_at;1449554_at;1458512_at
TLE4	3	1425650_at;1430384_at;1450853_at
TLE6	1	1448727_at
TLK1	5	1439158_at;1444730_at;1455024_at;1456407_a_at;1460002_at
TLK2	5	1416944_a_at;1429999_at;1431827_a_at;1454018_at;1457357_at
TLL1	1	1420753_at
TLL2	1	1421526_at
TLM	1	1422361_at
TLN1	3	1436042_at;1448402_at;1457782_at
TLN2	3	1429111_at;1429112_at;1435700_at
TLR1	1	1449049_at
TLR12	2	1437931_at;1438329_at
TLR13	1	1457753_at
TLR2	1	1419132_at
TLR3	2	1422781_at;1422782_s_at
TLR4	4	1418162_at;1418163_at;1430695_at;1442827_at
TLR5	1	1450242_at
TLR6	1	1421352_at
TLR7	3	1419848_x_at;1422010_at;1449640_at
TLR8	1	1450267_at
TLR9	1	1422083_at
TLX1	1	1450526_at
TLX2	1	1421770_a_at
TLX3	1	1450806_at
TM2D1	2	1426254_at;1451996_at
TM2D2	8	1433473_x_at;1437725_x_at;1438181_x_at;1439234_a_at;1439235_x_at;1439454_x_at;1451134_a_at;1456663_x_at
TM2D3	1	1423951_at
TM4SF1	3	1439925_at;1448069_at;1450958_at
TM4SF20	1	1419388_at
TM4SF4	1	1424962_at
TM4SF5	1	1424445_at
TM6SF1	2	1424443_at;1451353_at
TM6SF2	1	1425079_at
TM7SF2	1	1460684_at
TM7SF3	4	1428098_a_at;1438504_x_at;1442801_x_at;1452664_a_at
TM9SF1	1	1439937_at
TM9SF2	4	1423295_at;1455875_x_at;1456742_x_at;1460331_at
TM9SF3	4	1416509_at;1428412_at;1448375_at;1460186_at
TM9SF4	2	1423204_at;1423205_at
TMA16	3	1423289_a_at;1431117_x_at;1441400_at
TMBIM1	1	1417162_at
TMBIM4	2	1428050_a_at;1443917_at
TMBIM6	1	1451586_at
TMBIM7	2	1429353_a_at;1432401_a_at
TMC1	3	1421625_a_at;1421626_at;1430818_at
TMC2	1	1421707_at
TMC4	1	1427178_at
TMC5	1	1452934_at
TMC6	1	1423770_at
TMC7	2	1456981_at;1459099_at
TMC8	1	1458372_at
TMCC1	4	1437776_at;1440384_at;1455353_at;1455659_at
TMCC2	2	1428108_x_at;1452666_a_at
TMCC3	5	1434252_at;1434253_s_at;1435554_at;1451794_at;1454889_x_at
TMCO1	1	1423759_a_at
TMCO2	1	1440820_x_at
TMCO3	2	1426711_at;1443248_at
TMCO4	2	1431810_a_at;1447636_x_at
TMCO5	3	1420341_at;1458244_at;1459831_s_at
TMCO5B	1	1432203_at
TMCO6	2	1451692_at;1459587_at
TMED1	1	1451327_a_at
TMED10	1	1424707_at
TMED11	1	1418111_at
TMED2	1	1460128_at
TMED3	2	1416108_a_at;1441846_x_at
TMED4	2	1448422_at;1448423_at
TMED5	5	1424573_at;1424574_at;1431789_s_at;1445343_at;1458962_at
TMED6	1	1416490_at
TMED7	5	1419917_s_at;1419918_at;1427314_at;1427315_at;1429187_at
TMED8	2	1427622_at;1428854_at
TMED9	2	1439448_x_at;1448268_at
TMEFF1	2	1426649_at;1441890_x_at
TMEFF2	3	1419073_at;1441598_at;1454132_at
TMEM100	2	1446625_at;1449533_at
TMEM101	1	1451315_at
TMEM102	1	1453318_at
TMEM104	1	1439039_at
TMEM106A	2	1425025_at;1435263_at
TMEM106B	4	1430592_at;1435074_at;1435075_at;1452290_at
TMEM106C	2	1434783_at;1434784_s_at
TMEM107	3	1429058_at;1429059_s_at;1429495_at
TMEM108	3	1436916_at;1454729_at;1459210_at
TMEM109	5	1416032_at;1416033_at;1437008_x_at;1456057_x_at;1459814_at
TMEM11	1	1454669_at
TMEM110	2	1425404_a_at;1438693_at
TMEM114	1	1425887_at
TMEM115	1	1448567_at
TMEM116	3	1425318_a_at;1432183_at;1453710_at
TMEM117	1	1433615_at
TMEM119	1	1451344_at
TMEM120A	1	1435031_at
TMEM120B	1	1427324_at
TMEM121	1	1451181_at
TMEM123	2	1417222_a_at;1448623_at
TMEM125	2	1434094_at;1442040_at
TMEM126A	1	1451000_at
TMEM126B	1	1453739_at
TMEM127	2	1433895_at;1433896_at
TMEM128	1	1448317_at
TMEM129	2	1415715_at;1431015_at
TMEM130	1	1455148_at
TMEM131	1	1448396_at
TMEM132A	1	1416845_at
TMEM132C	2	1438697_at;1438698_at
TMEM132D	1	1446492_at
TMEM132E	2	1437569_at;1447627_at
TMEM134	2	1421993_a_at;1455752_a_at
TMEM135	2	1426435_at;1452074_at
TMEM136	1	1457701_at
TMEM138	2	1452978_at;1453831_at
TMEM139	1	1436556_at
TMEM140	2	1424354_at;1443556_at
TMEM141	2	1435258_at;1435259_s_at
TMEM143	2	1442690_at;1451304_at
TMEM144	3	1426362_at;1452042_a_at;1456583_x_at
TMEM147	1	1428465_at
TMEM14A	1	1428447_at
TMEM14C	1	1416479_a_at
TMEM150A	1	1424726_at
TMEM150B	1	1451836_at
TMEM150C	2	1436656_at;1439975_at
TMEM150COS	1	1430868_at
TMEM151A	1	1433802_at
TMEM151B	1	1434199_at
TMEM154	1	1437245_at
TMEM156	1	1458718_at
TMEM158	3	1428074_at;1437750_at;1452652_at
TMEM159	2	1426436_at;1433017_at
TMEM160	1	1460424_at
TMEM161A	3	1426211_at;1426212_s_at;1455705_at
TMEM161B	1	1428175_at
TMEM163	1	1428077_at
TMEM164	3	1433854_at;1454741_s_at;1460016_at
TMEM165	1	1415741_at
TMEM167	7	1423207_at;1423208_at;1423209_at;1425780_a_at;1442662_at;1450904_at;1454151_at
TMEM167B	2	1429042_at;1452998_at
TMEM168	4	1423821_at;1423822_a_at;1432311_at;1451133_s_at
TMEM169	1	1437083_at
TMEM17	2	1456332_at;1459997_s_at
TMEM170	2	1431128_at;1439964_at
TMEM170B	1	1434556_at
TMEM171	1	1456284_at
TMEM173	2	1427911_at;1447621_s_at
TMEM174	2	1435201_at;1453031_at
TMEM175	1	1452134_at
TMEM176A	3	1423909_at;1425603_at;1441811_x_at
TMEM176B	1	1418004_a_at
TMEM177	2	1428956_at;1428957_at
TMEM178	1	1429175_at
TMEM178B	1	1439605_at
TMEM179	1	1436754_at
TMEM179B	3	1436963_x_at;1449842_at;1455874_at
TMEM18	1	1454836_at
TMEM180	3	1428139_at;1438561_x_at;1454423_at
TMEM181A	1	1452848_at
TMEM182	1	1428899_at
TMEM183A	3	1417199_at;1417200_at;1431304_a_at
TMEM184A	1	1424477_at
TMEM184B	1	1427059_at
TMEM184C	2	1426628_at;1447610_at
TMEM185B	1	1452093_at
TMEM186	4	1418040_at;1418041_at;1439726_at;1448924_at
TMEM189	3	1424411_at;1427843_at;1451341_s_at
TMEM19	5	1416261_at;1416262_at;1443049_at;1444883_at;1448275_at
TMEM190	1	1432550_at
TMEM191C	4	1420191_s_at;1420192_at;1449770_x_at;1452234_s_at
TMEM192	2	1424732_s_at;1453052_at
TMEM194	1	1436460_at
TMEM194B	1	1455553_at
TMEM196	1	1456233_at
TMEM198	1	1455192_at
TMEM198B	2	1433820_a_at;1433821_at
TMEM199	1	1433629_s_at
TMEM2	3	1424711_at;1445918_at;1451458_at
TMEM200A	2	1431116_at;1436304_at
TMEM200C	3	1440232_at;1455147_at;1459633_at
TMEM201	3	1438010_at;1438529_at;1454868_at
TMEM202	2	1443186_at;1453341_a_at
TMEM203	1	1426277_at
TMEM204	3	1434621_at;1436698_x_at;1447915_x_at
TMEM205	1	1430421_a_at
TMEM206	5	1417030_at;1417031_at;1438082_at;1438914_at;1448552_s_at
TMEM207	1	1445371_at
TMEM208	1	1419287_at
TMEM209	3	1426797_at;1445660_at;1452199_at
TMEM210	1	1454274_at
TMEM212	1	1436111_at
TMEM213	1	1453480_at
TMEM214	4	1424805_a_at;1424806_s_at;1447489_at;1456963_at
TMEM215	3	1435858_at;1444280_at;1458866_at
TMEM216	2	1426217_at;1453567_s_at
TMEM217	1	1432437_at
TMEM218	1	1417174_at
TMEM219	3	1424497_at;1430505_at;1457243_at
TMEM222	1	1452686_s_at
TMEM223	1	1416628_at
TMEM225	1	1429825_at
TMEM229A	3	1434136_at;1444135_at;1455963_at
TMEM229B	3	1447716_x_at;1454632_at;1457254_x_at
TMEM230	1	1452773_at
TMEM231	1	1456602_at
TMEM232	1	1439575_at
TMEM234	2	1415763_a_at;1425054_a_at
TMEM236	2	1432884_at;1454399_at
TMEM237	1	1435661_at
TMEM238	1	1429261_at
TMEM239	1	1453597_at
TMEM241	3	1444170_at;1455906_at;1459396_at
TMEM242	3	1424045_at;1430282_at;1453591_at
TMEM243	1	1436337_at
TMEM245	1	1455134_at
TMEM246	1	1423679_at
TMEM247	1	1439564_at
TMEM248	3	1428544_at;1428545_at;1433900_at
TMEM25	2	1436644_x_at;1452962_at
TMEM252	1	1437595_at
TMEM254A	1	1457717_at
TMEM255A	4	1436948_a_at;1437137_at;1439006_x_at;1456596_at
TMEM256	1	1430985_at
TMEM258	2	1425242_at;1428632_at
TMEM259	1	1427109_at
TMEM26	2	1434583_at;1435409_at
TMEM260	1	1427335_at
TMEM261	1	1423317_at
TMEM263	2	1431280_at;1433897_at
TMEM266	1	1436112_at
TMEM27	1	1435064_a_at
TMEM29	3	1428930_at;1430413_at;1444708_at
TMEM30A	5	1416446_at;1416447_at;1443619_at;1448339_at;1448340_at
TMEM30B	1	1433579_at
TMEM30C	3	1431455_at;1433275_at;1454536_at
TMEM33	5	1425568_a_at;1428888_at;1431105_a_at;1436028_at;1452053_a_at
TMEM35	1	1416710_at
TMEM37	1	1417611_at
TMEM38A	2	1424177_at;1424178_at
TMEM38B	4	1419949_at;1424700_at;1449677_s_at;1456544_at
TMEM39A	2	1423316_at;1441490_at
TMEM39B	1	1437910_at
TMEM40	3	1424966_at;1441917_s_at;1451546_s_at
TMEM41A	1	1424191_a_at
TMEM41B	6	1428586_at;1428587_at;1437402_x_at;1438117_x_at;1438790_x_at;1460122_at
TMEM42	1	1421127_at
TMEM43	2	1426434_at;1439418_x_at
TMEM44	3	1445383_at;1455044_at;1456517_at
TMEM45A	1	1422587_at
TMEM45A2	1	1430466_at
TMEM45B	1	1424357_at
TMEM47	2	1420514_at;1449885_at
TMEM5	1	1424042_at
TMEM50A	1	1453155_at
TMEM50B	1	1423707_at
TMEM51	1	1424383_at
TMEM52	1	1460451_at
TMEM52B	1	1436283_at
TMEM53	1	1451479_a_at
TMEM54	1	1417895_a_at
TMEM55A	1	1424293_s_at
TMEM55B	1	1454797_at
TMEM56	4	1431404_at;1434553_at;1439353_x_at;1456718_at
TMEM57	3	1428883_at;1428884_at;1430418_at
TMEM59	2	1432150_at;1450046_at
TMEM59L	1	1452825_at
TMEM60	2	1428000_at;1458106_at
TMEM61	1	1446460_at
TMEM62	1	1455350_at
TMEM63A	1	1423871_at
TMEM63B	2	1445464_at;1452219_at
TMEM63C	1	1456184_at
TMEM64	3	1433735_a_at;1434307_at;1454709_at
TMEM65	2	1452942_at;1452943_at
TMEM67	1	1453492_at
TMEM68	1	1423649_at
TMEM69	4	1446160_x_at;1447966_a_at;1447967_at;1457680_a_at
TMEM70	1	1424541_at
TMEM71	1	1436212_at
TMEM72	1	1443959_at
TMEM74	2	1439807_at;1456684_at
TMEM74B	1	1436250_at
TMEM79	1	1430483_a_at
TMEM8	4	1418344_at;1438472_at;1442563_at;1460377_a_at
TMEM80	1	1431726_a_at
TMEM81	1	1453302_at
TMEM82	1	1451528_at
TMEM86A	1	1428758_at
TMEM86B	3	1431659_at;1432008_at;1432506_at
TMEM87A	1	1424454_at
TMEM87B	3	1429336_at;1429337_at;1433740_at
TMEM88	1	1453285_at
TMEM88B	1	1436974_at
TMEM89	1	1432552_at
TMEM8B	1	1439969_at
TMEM8C	1	1419050_at
TMEM9	1	1419557_a_at
TMEM91	1	1436629_at
TMEM94	1	1426984_at
TMEM97	1	1416376_at
TMEM98	1	1424133_at
TMEM9B	2	1417874_at;1448867_at
TMF1	2	1442002_at;1442914_at
TMIE	3	1439838_a_at;1441926_x_at;1443964_at
TMIGD1	1	1419498_at
TMLHE	4	1420725_at;1420726_x_at;1420727_a_at;1446546_at
TMOD1	1	1422754_at
TMOD2	6	1430153_at;1431326_a_at;1435060_at;1437167_at;1439223_at;1451301_at
TMOD3	5	1423088_at;1423089_at;1438556_a_at;1439626_at;1455708_at
TMOD4	1	1449969_at
TMPO	6	1421237_at;1426020_at;1426349_s_at;1428976_at;1433026_at;1452036_a_at
TMPPE	2	1435795_at;1437159_at
TMPRSS11A	1	1455848_at
TMPRSS11D	1	1451597_at
TMPRSS11E	1	1458871_at
TMPRSS11F	1	1441981_at
TMPRSS11G	1	1438337_x_at
TMPRSS13	1	1427477_at
TMPRSS15	1	1421510_at
TMPRSS2	4	1419154_at;1449369_at;1458347_s_at;1459510_at
TMPRSS3	1	1421714_at
TMPRSS4	1	1426302_at
TMPRSS5	1	1418959_at
TMPRSS6	1	1428676_at
TMSB10	5	1417219_s_at;1436682_at;1436902_x_at;1437185_s_at;1455946_x_at
TMSB15A	1	1432566_at
TMSB4X	1	1415906_at
TMTC1	2	1435261_at;1439855_at
TMTC2	2	1429809_at;1441033_at
TMTC3	4	1436826_at;1440894_at;1457294_at;1458305_at
TMTC4	2	1428113_at;1432360_a_at
TMUB1	1	1448840_at
TMUB2	1	1452446_a_at
TMX1	2	1437143_a_at;1451195_a_at
TMX2	2	1437454_a_at;1452130_at
TMX3	4	1419925_s_at;1419926_at;1430995_at;1440279_at
TMX4	3	1435770_at;1453120_at;1453787_at
TNC	2	1416342_at;1456344_at
TNF	1	1419607_at
TNFAIP1	3	1417865_at;1417866_at;1448863_a_at
TNFAIP2	3	1416273_at;1438855_x_at;1457918_at
TNFAIP3	2	1433699_at;1450829_at
TNFAIP6	1	1418424_at
TNFAIP8	2	1416950_at;1442753_at
TNFAIP8L1	1	1449125_at
TNFAIP8L2	1	1452948_at
TNFRSF10B	2	1421296_at;1422344_s_at
TNFRSF11A	2	1419214_at;1430259_at
TNFRSF11B	2	1418309_at;1449033_at
TNFRSF12A	2	1418571_at;1418572_x_at
TNFRSF13B	1	1423182_at
TNFRSF13C	1	1419307_at
TNFRSF14	1	1452425_at
TNFRSF17	1	1420782_at
TNFRSF18	1	1422303_a_at
TNFRSF19	3	1415921_a_at;1425212_a_at;1448147_at
TNFRSF1A	1	1417291_at
TNFRSF1B	2	1418099_at;1448951_at
TNFRSF21	2	1422740_at;1450731_s_at
TNFRSF22	3	1422038_a_at;1422039_at;1426095_a_at
TNFRSF23	1	1422101_at
TNFRSF25	1	1422231_a_at
TNFRSF4	1	1420351_at
TNFRSF8	1	1421649_at
TNFRSF9	3	1421481_at;1428034_a_at;1460469_at
TNFSF10	3	1420412_at;1439680_at;1459913_at
TNFSF11	2	1419083_at;1451944_a_at
TNFSF13B	3	1445251_at;1458047_at;1460255_at
TNFSF13OS	2	1442123_at;1445227_at
TNFSF14	2	1421588_at;1450298_at
TNFSF4	1	1421744_at
TNFSF8	1	1450272_at
TNFSF9	1	1422924_at
TNIK	4	1429870_at;1430579_at;1455256_at;1458403_at
TNIP1	1	1427689_a_at
TNIP2	1	1419488_at
TNK1	3	1422721_at;1425634_a_at;1425635_at
TNK2	2	1448297_a_at;1448298_at
TNKS	5	1432629_at;1432630_at;1433778_at;1445358_at;1459910_at
TNKS1BP1	1	1427051_at
TNKS2	3	1428388_at;1447522_s_at;1452772_at
TNMD	1	1417979_at
TNN	1	1442140_at
TNNC1	1	1418370_at
TNNC2	1	1417464_at
TNNI1	1	1450813_a_at
TNNI2	3	1416889_at;1438608_at;1438609_x_at
TNNI3	1	1422536_at
TNNI3K	2	1446479_at;1458482_at
TNNT1	1	1419606_a_at
TNNT2	3	1418726_a_at;1424967_x_at;1440424_at
TNNT3	1	1450118_a_at
TNP1	2	1415924_at;1438632_x_at
TNP2	1	1422419_s_at
TNPO1	3	1419864_x_at;1433585_at;1455043_at
TNPO2	3	1425592_at;1425593_at;1437283_at
TNPO3	3	1419950_s_at;1429369_at;1453124_at
TNR	1	1436148_at
TNRC18	3	1427267_at;1434825_at;1439550_at
TNRC6A	9	1425036_a_at;1434898_at;1434899_s_at;1439244_a_at;1439245_at;1439246_x_at;1455128_x_at;1455141_at;1457295_at
TNRC6B	3	1426545_at;1436982_at;1460024_at
TNRC6C	3	1424645_at;1440997_at;1460363_at
TNS1	3	1419283_s_at;1428650_at;1449405_at
TNS2	1	1452264_at
TNS3	2	1446636_at;1455333_at
TNS4	2	1439347_at;1444254_at
TNXB	1	1450798_at
TOB1	2	1423176_at;1440844_at
TOB2	5	1417309_at;1417310_at;1431776_at;1448666_s_at;1448667_x_at
TOE1	2	1426527_at;1432207_a_at
TOLLIP	2	1423047_at;1423048_a_at
TOM1	2	1431188_a_at;1435055_a_at
TOM1L1	2	1439337_at;1451117_a_at
TOM1L2	4	1425659_at;1434385_at;1437915_at;1451795_at
TOMM20	6	1423079_a_at;1423080_at;1423081_a_at;1435187_at;1435534_a_at;1455357_x_at
TOMM20L	1	1431466_at
TOMM22	2	1429103_at;1434420_x_at
TOMM34	1	1448345_at
TOMM40	1	1426118_a_at
TOMM40L	2	1429382_at;1455614_at
TOMM7	4	1428214_at;1428215_x_at;1428216_s_at;1434732_x_at
TOMM70A	5	1417192_at;1426675_at;1426676_s_at;1434243_s_at;1457353_at
TONSL	1	1428661_at
TOP1	3	1423474_at;1438495_at;1457573_at
TOP1MT	1	1460370_at
TOP2A	3	1427724_at;1442454_at;1454694_a_at
TOP2B	3	1416731_at;1416732_at;1448458_at
TOP3A	1	1418597_at
TOP3B	3	1438387_x_at;1448173_a_at;1456009_x_at
TOPBP1	2	1452241_at;1458480_at
TOPORS	3	1417754_at;1417755_at;1448838_at
TOPORSL	1	1422689_at
TOPORSOS	2	1429115_at;1453033_at
TOR1A	1	1426515_a_at
TOR1AIP1	2	1426084_a_at;1458364_s_at
TOR1AIP2	4	1418115_s_at;1418116_at;1435526_at;1448958_at
TOR1B	3	1417819_at;1417820_at;1448848_at
TOR2A	2	1423783_at;1438547_x_at
TOR3A	3	1421998_at;1428660_s_at;1450454_at
TOR4A	1	1424829_at
TOX	3	1425483_at;1425484_at;1442039_at
TOX2	2	1440156_s_at;1457757_at
TOX3	1	1436600_at
TOX4	2	1416574_at;1436049_at
