gene	eligible_probe_n	eligible_probes
2900011O08RIK	1	1424624_at
2900012M01RIK	1	1431482_at
2900016J10RIK	1	1441128_at
2900017F05RIK	1	1430096_at
2900018E21RIK	2	1433040_at;1454448_at
2900018N21RIK	2	1432824_at;1432825_at
2900019E01RIK	1	1430348_at
2900022B07RIK	2	1433152_at;1454502_at
2900022M07RIK	2	1433387_at;1433388_at
2900024I21RIK	2	1432698_at;1432699_at
2900024J01RIK	2	1432609_at;1432610_at
2900026A02RIK	2	1429089_s_at;1443916_at
2900027M19RIK	1	1431703_at
2900034C19RIK	2	1433170_at;1454510_at
2900035I09RIK	1	1457130_at
2900040J22RIK	2	1433129_at;1454491_at
2900041M22RIK	1	1444801_at
2900042E19RIK	2	1432583_at;1454285_at
2900046B09RIK	1	1443707_at
2900046D03RIK	1	1444230_at
2900046F13RIK	2	1432861_at;1454388_at
2900046L07RIK	2	1432943_at;1432944_at
2900052L18RIK	2	1432011_at;1441060_at
2900052N01RIK	3	1436231_at;1445673_at;1457495_at
2900054C01RIK	1	1429625_at
2900055J20RIK	1	1430675_at
2900056L01RIK	1	1444062_at
2900057B20RIK	1	1431631_at
2900057C01RIK	2	1432853_at;1454384_at
2900060K15RIK	2	1432739_at;1454328_at
2900060N12RIK	2	1432797_at;1454358_at
2900064B16RIK	1	1431595_at
2900064B18RIK	1	1453595_at
2900064F13RIK	2	1432813_at;1432814_at
2900064K03RIK	2	1433031_at;1433032_at
2900069G24RIK	2	1433122_at;1433123_at
2900072G11RIK	2	1429702_at;1429703_at
2900073C17RIK	1	1454301_at
2900076A07RIK	1	1436369_at
2900076A13RIK	1	1458869_at
2900078I11RIK	2	1433399_at;1454594_at
2900079G21RIK	1	1453323_at
2900084O13RIK	1	1453456_at
2900092C05RIK	1	1429854_at
2900092N22RIK	2	1433093_at;1454472_at
2900093K20RIK	1	1440917_at
2900097C17RIK	3	1428286_at;1432646_a_at;1454312_at
3000002C10RIK	1	1431997_at
3010001F23RIK	1	1457010_at
3010003L21RIK	1	1415875_at
3010026O09RIK	2	1446800_at;1448930_at
3021401N23RIK	1	1453277_at
3100002H09RIK	1	1431775_at
3100002H20RIK	2	1433102_at;1454478_at
3100003L13RIK	1	1432065_at
3100003M19RIK	1	1431880_at
3110001I22RIK	1	1429165_at
3110002H16RIK	2	1431330_at;1456716_s_at
3110005L21RIK	1	1453646_at
3110005L24RIK	1	1431381_at
3110009E18RIK	1	1428023_at
3110009F21RIK	1	1430198_at
3110018I06RIK	1	1432396_at
3110021A11RIK	2	1430158_at;1445708_x_at
3110021N24RIK	1	1453764_at
3110027N22RIK	1	1430252_at
3110035E14RIK	1	1428184_at
3110035G12RIK	1	1431478_at
3110037C07RIK	2	1432904_at;1432905_at
3110037L02RIK	2	1432618_at;1432619_at
3110038A09RIK	1	1430279_at
3110039C02RIK	1	1430952_at
3110039M20RIK	1	1440204_at
3110040M04RIK	1	1429700_at
3110040N11RIK	1	1450972_at
3110043O21RIK	1	1428468_at
3110045A19RIK	1	1430940_at
3110045C21RIK	1	1430401_at
3110047M12RIK	1	1458318_at
3110049I03RIK	2	1433171_at;1433172_at
3110054G05RIK	2	1432581_at;1432582_at
3110056J03RIK	1	1460475_at
3110062G12RIK	2	1433092_at;1454471_at
3110070M22RIK	1	1418807_at
3110073H01RIK	1	1429771_at
3110079O15RIK	1	1453089_at
3110080E11RIK	1	1430770_at
3110080O07RIK	1	1430967_at
3110082I17RIK	1	1453007_at
3110099E03RIK	1	1431397_at
3200001D21RIK	1	1431850_at
3200001G23RIK	1	1430953_at
3222401L13RIK	1	1458446_at
3222402N08RIK	2	1432655_at;1432656_at
3300002A11RIK	3	1431787_at;1432649_at;1454315_at
3300002I08RIK	1	1432534_at
3300002I10RIK	2	1433392_at;1433393_at
3300002P09RIK	1	1453863_at
3300002P13RIK	1	1430841_at
3632451O06RIK	1	1450770_at
3632454L22RIK	1	1440079_at
3732407C23RIK	1	1431793_at
3830403N18RIK	1	1432376_at
3830406C13RIK	2	1434550_at;1436388_a_at
3830408C21RIK	1	1453616_at
3830408D07RIK	1	1453555_at
3830417A13RIK	1	1430162_at
3830422I06RIK	2	1433236_at;1433237_at
3830612M24	1	1435672_at
3930401B19RIK	1	1453238_s_at
3930402G23RIK	1	1453626_at
4122401K19RIK	1	1430338_at
4430402I18RIK	1	1455541_a_at
4432414F05RIK	1	1453976_at
4631402F24RIK	2	1454296_at;1454297_at
4631405K08RIK	1	1430655_at
4631422I05RIK	2	1432688_at;1432689_at
4631423B10RIK	1	1440028_at
4632404H12RIK	2	1431820_at;1438209_at
4632404M16RIK	2	1432874_at;1454395_at
4632409D06RIK	2	1432875_at;1454396_at
4632411P08RIK	1	1430691_at
4632415L05RIK	3	1419611_at;1419612_at;1446072_at
4632418H02RIK	2	1432876_at;1454397_at
4632427E13RIK	4	1429331_at;1429332_at;1442155_at;1456201_at
4632428C04RIK	1	1430459_at
4632432E15RIK	2	1432885_at;1454400_at
4632433K11RIK	1	1430858_at
4633401B06RIK	1	1429822_at
4633401L03RIK	2	1432639_at;1432640_at
4633402D09RIK	1	1432247_at
4731417B20RIK	1	1454072_at
4732416N19RIK	1	1446122_at
4732419C18RIK	1	1444932_at
4732423E21RIK	1	1442903_at
4732440D04RIK	1	1436282_at
4732460I02RIK	2	1440933_at;1455635_at
4732468M13RIK	1	1458838_at
4732490B19RIK	1	1444697_at
4732491K20RIK	1	1441009_at
4732496C06RIK	1	1457884_at
4733401A01RIK	1	1430566_at
4733401D01RIK	1	1453845_at
4831407H17RIK	1	1432224_at
4831440E17RIK	2	1458913_at;1459111_at
4832406H04RIK	2	1442369_at;1458584_at
4832441B07RIK	1	1429997_at
4833403J16RIK	1	1429969_at
4833405L11RIK	1	1430709_at
4833406M21RIK	2	1432686_at;1432687_at
4833408G04RIK	2	1432899_at;1454409_at
4833410I11RIK	2	1432836_at;1454376_at
4833411C07RIK	1	1430319_at
4833411I10RIK	2	1433028_at;1454443_at
4833412C15RIK	1	1430360_at
4833412E19RIK	1	1430109_at
4833412K13RIK	2	1432719_at;1432720_at
4833413E03RIK	1	1430115_at
4833413G10RIK	1	1430382_at
4833414E09RIK	1	1430183_at
4833417C18RIK	1	1431260_at
4833417J16RIK	2	1433286_at;1433287_at
4833417J20RIK	1	1453303_at
4833418N02RIK	1	1430686_at
4833419A21RIK	2	1432815_at;1454366_at
4833419E13RIK	1	1431480_at
4833419G08RIK	1	1454439_at
4833419O12RIK	1	1432338_at
4833420D23RIK	2	1432786_at;1454353_at
4833420G17RIK	5	1419635_at;1419636_at;1419637_s_at;1430220_at;1431318_at
4833420L08RIK	2	1432740_at;1460526_at
4833421K07RIK	1	1431580_at
4833422B07RIK	2	1432616_at;1454299_at
4833422C13RIK	1	1440761_at
4833422M21RIK	4	1419919_at;1430267_at;1430860_at;1449665_at
4833423E24RIK	1	1439528_at
4833423F13RIK	1	1430622_at
4833427F10RIK	1	1432063_at
4833427G06RIK	1	1430762_at
4833428L15RIK	1	1431488_at
4833428M15RIK	1	1431471_at
4833432E10RIK	1	1453387_at
4833438C02RIK	1	1436524_at
4833439F03RIK	1	1453968_at
4833439L19RIK	3	1422017_s_at;1448100_at;1450463_at
4833441D16RIK	1	1456706_at
4833444G19RIK	1	1458151_at
4833446E11RIK	2	1433004_at;1433005_at
4833447I15RIK	1	1431485_at
4833447P13RIK	1	1430719_at
4921501E09RIK	1	1453292_at
4921504E06RIK	2	1430905_at;1432044_a_at
4921504P05RIK	2	1433141_at;1433142_at
4921504P13RIK	2	1433395_at;1433396_at
4921504P20RIK	2	1433113_at;1433114_at
4921506L19RIK	1	1454436_at
4921507G05RIK	1	1430179_at
4921507H08RIK	2	1432965_at;1432966_at
4921507P07RIK	1	1453142_at
4921508D12RIK	1	1454188_at
4921508M14RIK	1	1432298_at
4921509A06RIK	2	1433380_at;1433381_at
4921509J17RIK	1	1430244_at
4921509O07RIK	1	1454017_at
4921511C10RIK	1	1432070_at
4921511E18RIK	2	1432918_at;1432919_at
4921511H03RIK	1	1430467_at
4921511I17RIK	1	1432124_at
4921513H07RIK	1	1453494_at
4921513I03RIK	1	1431562_at
4921513I08RIK	1	1432299_at
4921515E04RIK	1	1453701_at
4921515G04RIK	1	1432084_at
4921515L22RIK	1	1431477_at
4921517D16RIK	2	1454039_at;1457224_at
4921517D22RIK	1	1430254_at
4921517O11RIK	1	1430398_at
4921518B13RIK	2	1432971_at;1432972_at
4921518K17RIK	1	1431797_at
4921519G19RIK	2	1432947_at;1432948_at
4921520E09RIK	2	1432953_at;1432954_at
4921521C08RIK	1	1432684_at
4921521D15RIK	1	1454050_at
4921522E08RIK	2	1433284_at;1454541_at
4921522P10RIK	1	1453441_at
4921523L03RIK	1	1454164_at
4921523P09RIK	1	1432253_at
4921524J17RIK	1	1454136_a_at
4921524L21RIK	1	1431479_at
4921524M04RIK	1	1454475_at
4921525D07RIK	1	1430732_at
4921525O09RIK	2	1429472_at;1447836_x_at
4921527H02RIK	2	1432694_at;1432695_at
4921528I07RIK	1	1453691_at
4921530L21RIK	1	1419718_at
4921531C22RIK	1	1429880_at
4921531P14RIK	1	1431738_at
4921532D01RIK	1	1431545_at
4921534H16RIK	1	1432095_at
4921536K21RIK	1	1420721_at
4921539E11RIK	1	1453440_at
4921539H07RIK	1	1453922_at
4922502B01RIK	2	1431581_at;1432182_at
4922502D21RIK	1	1455808_at
4922502N22RIK	1	1432246_at
4930401B11RIK	2	1432792_at;1432793_at
4930402C16RIK	1	1433084_at
4930402D18RIK	1	1431969_at
4930402F06RIK	1	1432110_at
4930402F11RIK	1	1432402_at
4930402H05RIK	2	1432659_at;1454319_at
4930402H24RIK	5	1429694_at;1433409_at;1434126_at;1438038_at;1439812_at
4930402K13RIK	1	1453884_at
4930403D09RIK	1	1441249_at
4930403L11RIK	2	1432992_at;1432993_at
4930403O15RIK	1	1432251_at
4930403O18RIK	2	1432751_at;1432752_at
4930404F17RIK	2	1433089_at;1454470_at
4930404K06RIK	1	1432046_at
4930404N11RIK	3	1431368_at;1432131_at;1456443_at
4930405A07RIK	2	1433418_at;1433419_at
4930405D01RIK	1	1454218_at
4930405G09RIK	2	1433335_at;1433336_at
4930405H06RIK	1	1432487_at
4930405N21RIK	1	1454139_at
4930406D14RIK	1	1428833_at
4930406D18RIK	1	1445661_at
4930407I10RIK	1	1440600_at
4930408K08RIK	1	1454110_at
4930408O17RIK	1	1432541_at
4930412B13RIK	1	1431408_at
4930412C18RIK	1	1454040_at
4930412F09RIK	1	1431635_at
4930412L05RIK	1	1432193_at
4930412O13RIK	1	1430872_at
4930413E15RIK	1	1454128_at
4930413F20RIK	1	1453650_at
4930413G21RIK	4	1432816_s_at;1432817_x_at;1454367_at;1460528_at
4930414F18RIK	1	1431859_at
4930414N06RIK	1	1441651_at
4930415F15RIK	1	1430044_at
4930415O11RIK	1	1430248_at
4930415O20RIK	1	1430211_at
4930417H01RIK	1	1444782_at
4930417O22RIK	1	1432215_s_at
4930419G24RIK	1	1432343_at
4930420G21RIK	1	1431621_at
4930421C12RIK	2	1433024_at;1454440_at
4930421J07RIK	1	1431227_at
4930422C21RIK	1	1431842_at
4930422I22RIK	1	1432049_at
4930422N03RIK	1	1453375_at
4930423C22RIK	2	1433128_at;1454490_at
4930423D22RIK	1	1454421_at
4930423K06RIK	1	1429546_at
4930423M02RIK	1	1431508_at
4930423O20RIK	2	1433404_at;1454597_at
4930424E08RIK	2	1433234_at;1454516_at
4930425F17RIK	2	1454598_at;1454599_at
4930425K24RIK	1	1431866_at
4930425O10RIK	1	1432085_at
4930426D05RIK	1	1430143_at
4930426I24RIK	1	1430832_at
4930426L09RIK	1	1429915_at
4930427A07RIK	2	1452337_at;1455818_at
4930428B01RIK	1	1430516_at
4930428F12RIK	1	1453390_at
4930428O21RIK	1	1453401_at
4930429B21RIK	1	1420580_at
4930429D17RIK	1	1431990_at
4930429F11RIK	1	1453921_at
4930429F24RIK	1	1453925_at
4930429L21RIK	2	1454518_at;1454519_at
4930429N05RIK	2	1432933_at;1432934_at
4930430A15RIK	1	1421521_at
4930430F08RIK	3	1433978_at;1453468_at;1457754_at
4930430O22RIK	1	1430900_at
4930431C11RIK	1	1431954_x_at
4930431F12RIK	1	1454029_at
4930431P03RIK	1	1446238_at
4930431P19RIK	2	1429885_at;1446949_at
4930432B10RIK	1	1431994_at
4930432F04RIK	1	1425311_at
4930432H08RIK	2	1433136_at;1454495_at
4930432J09RIK	1	1432324_at
4930432K21RIK	1	1453194_at
4930432L08RIK	1	1431998_at
4930432N10RIK	1	1431924_at
4930432O09RIK	1	1453965_at
4930433M22RIK	2	1433193_at;1433194_at
4930433N12RIK	1	1420792_at
4930434B07RIK	1	1432382_at
4930434J06RIK	1	1432030_at
4930434J08RIK	1	1430557_at
4930435E12RIK	1	1457928_at
4930435F05RIK	1	1432359_at
4930435F18RIK	1	1431547_at
4930435M08RIK	1	1431556_at
4930435N07RIK	2	1432897_at;1454407_at
4930438A08RIK	1	1429960_at
4930439G18RIK	2	1433059_at;1454457_at
4930440C22RIK	1	1454083_at
4930442E04RIK	1	1431915_at
4930442G10RIK	1	1454204_at
4930442G15RIK	1	1431767_at
4930442H23RIK	1	1454143_at
4930442J19RIK	1	1430440_at
4930442L01RIK	1	1430677_at
4930442P07RIK	1	1430223_at
4930442P19RIK	1	1430870_at
4930443G03RIK	2	1432743_at;1432744_at
4930443O20RIK	1	1431481_at
4930444A19RIK	1	1458323_at
4930444E06RIK	2	1433167_at;1454509_at
4930444F02RIK	2	1439402_at;1446239_at
4930444G20RIK	1	1430390_x_at
4930444K16RIK	2	1432955_at;1432956_at
4930444M15RIK	1	1431979_at
4930444P10RIK	1	1431450_at
4930445B03RIK	2	1433197_at;1433198_at
4930445B16RIK	1	1432265_at
4930445E18RIK	1	1432451_at
4930445G23RIK	2	1432724_at;1432725_at
4930445K14RIK	1	1453475_at
4930447A16RIK	1	1431671_at
4930447C04RIK	3	1431393_at;1431896_at;1446260_at
4930447F04RIK	1	1432516_at
4930447F24RIK	3	1432147_at;1441749_at;1441750_x_at
4930447I22RIK	1	1432960_at
4930447K03RIK	1	1432366_at
4930447M23RIK	1	1441936_x_at
4930447N08RIK	1	1432242_at
4930448A20RIK	1	1454205_at
4930448D08RIK	1	1453699_at
4930448E06RIK	2	1433238_at;1433239_at
4930448E22RIK	2	1432951_at;1432952_at
4930448F12RIK	1	1432457_at
4930448K20RIK	5	1433082_at;1433083_at;1433343_at;1433344_at;1433345_s_at
4930448N21RIK	2	1452559_at;1454027_at
4930449A18RIK	1	1431872_at
4930449C09RIK	1	1430840_at
4930449E01RIK	1	1432544_at
4930449I04RIK	1	1433295_at
4930451E06RIK	2	1433402_at;1454595_at
4930451G09RIK	2	1441173_at;1453594_at
4930451I11RIK	1	1441086_at
4930452B06RIK	3	1430789_at;1431854_a_at;1438228_at
4930452G13RIK	1	1430755_at
4930453H23RIK	1	1431955_at
4930453J04RIK	2	1454405_at;1454406_at
4930453L07RIK	1	1432078_at
4930453N24RIK	6	1423976_at;1423977_at;1427664_at;1438553_x_at;1449718_s_at;1449719_at
4930453O03RIK	1	1454150_at
4930455C13RIK	1	1431634_at
4930455D15RIK	1	1454073_at
4930455H04RIK	1	1432123_at
4930455J16RIK	1	1430907_at
4930455M05RIK	2	1432888_at;1460529_at
4930456A14RIK	2	1432967_at;1432968_at
4930456G14RIK	2	1433119_at;1454485_at
4930456J16RIK	2	1432982_at;1454422_at
4930456K20RIK	2	1433306_at;1454552_at
4930456L15RIK	1	1432225_at
4930458D05RIK	1	1453488_at
4930458K08RIK	1	1454135_at
4930459C07RIK	1	1432208_at
4930459I23RIK	1	1454054_at
4930461C15RIK	1	1453889_at
4930463O16RIK	1	1431870_at
4930465K10RIK	1	1453862_at
4930465M20RIK	1	1431574_at
4930466F19RIK	1	1432648_at
4930466I24RIK	2	1432889_at;1454403_at
4930466K18RIK	1	1439671_at
4930467D19RIK	2	1454427_at;1454428_at
4930467D21RIK	1	1453877_at
4930469G21RIK	1	1431735_at
4930470B04RIK	1	1454057_at
4930470H14RIK	1	1454068_at
4930470P17RIK	1	1450302_at
4930471E19RIK	1	1454094_at
4930471G03RIK	1	1453838_at
4930471M09RIK	2	1430739_at;1432278_at
4930473A02RIK	1	1430249_at
4930473H19RIK	1	1431683_at
4930473M17RIK	2	1433096_at;1433097_at
4930473O22RIK	1	1432067_at
4930474A20RIK	2	1433370_at;1454579_at
4930474H20RIK	1	1432058_at
4930474N05RIK	1	1441335_at
4930474N09RIK	1	1431448_at
4930477O15RIK	2	1433316_at;1433317_at
4930478L05RIK	1	1453629_at
4930478M09RIK	2	1433301_at;1454550_at
4930478P22RIK	1	1432100_a_at
4930480E11RIK	1	1454100_at
4930480G23RIK	1	1453707_at
4930480K02RIK	2	1433340_at;1454569_at
4930480K15RIK	1	1431858_at
4930480K23RIK	2	1447157_at;1453716_at
4930481A15RIK	1	1436146_at
4930481B07RIK	1	1430451_at
4930483C01RIK	2	1433303_at;1433304_at
4930483J18RIK	1	1460298_at
4930483K19RIK	1	1432192_at
4930483O08RIK	1	1454208_at
4930484H19RIK	1	1431944_at
4930485E13RIK	2	1433166_at;1454508_at
4930485G23RIK	2	1430790_at;1433013_at
4930486A15RIK	2	1433314_at;1433315_at
4930486L24RIK	1	1430051_at
4930487N04RIK	2	1454324_at;1454325_at
4930488B22RIK	1	1431550_at
4930488L21RIK	1	1429669_at
4930488N15RIK	1	1431557_at
4930488N24RIK	1	1433326_at
4930500A05RIK	1	1453910_at
4930500E03RIK	1	1433260_at
4930500F04RIK	1	1454059_at
4930500G05RIK	1	1453549_at
4930500H12RIK	1	1454155_at
4930502E18RIK	1	1429934_at
4930502M04RIK	1	1432325_at
4930503B20RIK	3	1431184_a_at;1431185_at;1453903_at
4930503E14RIK	1	1453526_at
4930503E24RIK	1	1431486_at
4930503L19RIK	2	1454701_at;1454702_at
4930504C09RIK	1	1432292_at
4930504O13RIK	1	1440460_at
4930505A04RIK	1	1432404_at
4930505M18RIK	1	1453835_at
4930505N22RIK	1	1453909_at
4930505O19RIK	2	1432709_at;1432710_at
4930505O20RIK	1	1431934_at
4930506C21RIK	1	1453719_at
4930507A01RIK	1	1429904_at
4930507D05RIK	2	1427360_at;1432622_a_at
4930507D10RIK	1	1432244_at
4930509E16RIK	1	1430099_at
4930509E22RIK	2	1433307_at;1454553_at
4930509H03RIK	1	1430389_at
4930509J09RIK	1	1432038_at
4930509K18RIK	1	1431546_at
4930510E17RIK	1	1431987_at
4930511A02RIK	1	1430812_at
4930511E03RIK	1	1431540_at
4930511J24RIK	1	1431565_at
4930512B01RIK	2	1431370_at;1454113_at
4930512H18RIK	1	1458115_at
4930512M02RIK	1	1432510_at
4930513L20RIK	2	1433127_at;1454489_at
4930513N10RIK	3	1441278_at;1442152_at;1457415_a_at
4930513N20RIK	2	1433148_at;1433149_at
4930513O06RIK	1	1431503_at
4930515G01RIK	1	1438869_at
4930515G13RIK	1	1432157_at
4930515I15	1	1439977_at
4930516K23RIK	1	1432328_at
4930517E11RIK	1	1432074_at
4930517G19RIK	2	1432692_at;1432693_at
4930517J16RIK	1	1453452_at
4930517N10RIK	1	1454175_at
4930517O19RIK	1	1430968_at
4930518C04RIK	2	1433259_at;1454529_at
4930518F22RIK	2	1430800_at;1458063_at
4930518I15RIK	1	1429423_at
4930518J20RIK	1	1430342_at
4930518P08RIK	1	1454162_at
4930519A11RIK	1	1432041_at
4930519D14RIK	1	1431460_at
4930519E07RIK	2	1432991_at;1454426_at
4930519F16RIK	1	1432276_at
4930519G04RIK	3	1430120_at;1431366_at;1453408_s_at
4930519H02RIK	1	1442391_at
4930519N06RIK	2	1433320_at;1454560_at
4930519P11RIK	1	1453379_at
4930520O04RIK	2	1425818_at;1430156_at
4930521G14RIK	1	1460501_at
4930521O11RIK	1	1431975_at
4930522H14RIK	1	1431104_at
4930522N08RIK	1	1432434_at
4930523C07RIK	5	1430759_at;1437900_at;1438061_at;1456446_at;1459962_at
4930523O13RIK	3	1431454_at;1432169_at;1454133_s_at
4930524B15RIK	1	1421576_at
4930524B17RIK	1	1431544_at
4930524C18RIK	1	1431903_at
4930524J08RIK	1	1430347_at
4930524N10RIK	1	1432433_at
4930524O07RIK	3	1432348_at;1439133_at;1439134_s_at
4930524O08RIK	1	1454108_at
4930525G20RIK	1	1438346_at
4930526F13RIK	1	1431976_at
4930526I15RIK	1	1431228_s_at
4930526L06RIK	2	1431632_at;1431633_x_at
4930527F18RIK	2	1433361_at;1433362_at
4930527J03RIK	2	1433420_at;1433421_at
4930528A17RIK	1	1430616_at
4930528D03RIK	1	1430939_at
4930528G23RIK	1	1431950_at
4930529F21RIK	2	1433322_at;1433323_at
4930529I22RIK	1	1432546_at
4930529K09RIK	1	1453948_at
4930532I03RIK	1	1431952_at
4930532J02RIK	1	1441039_at
4930533B01RIK	1	1432373_at
4930533B18RIK	1	1432456_at
4930533K18RIK	2	1432148_at;1432172_at
4930533L02RIK	1	1432240_at
4930533N22RIK	1	1421573_at
4930534H18RIK	1	1458986_at
4930534I15RIK	2	1433124_at;1454488_at
4930535F04RIK	2	1433045_at;1433046_at
4930535I16RIK	2	1427534_at;1430608_at
4930537H20RIK	1	1454419_at
4930539E08RIK	1	1437918_at
4930539J05RIK	2	1431401_at;1444684_at
4930540E01RIK	2	1454346_at;1454347_at
4930540M05RIK	1	1430426_at
4930542C12RIK	1	1422215_at
4930542C16RIK	1	1432305_at
4930542D17RIK	1	1432111_at
4930542N06RIK	1	1431283_at
4930543E12RIK	1	1430767_a_at
4930543N07RIK	1	1432274_at
4930544F09RIK	1	1431949_at
4930544G11RIK	1	1449035_at
4930544L04RIK	1	1430910_at
4930544L18RIK	2	1432898_at;1454408_at
4930544M13RIK	2	1431483_at;1445818_at
4930544N03RIK	2	1432877_at;1432878_at
4930545H06RIK	1	1447306_at
4930545L23RIK	1	1430481_at
4930546C10RIK	1	1431846_at
4930548F15RIK	2	1432574_at;1432575_at
4930548G14RIK	1	1432226_at
4930548H24RIK	1	1430659_at
4930549C01RIK	1	1421367_at
4930549C15RIK	1	1430947_at
4930549O18RIK	1	1431685_at
4930550C14RIK	1	1429824_at
4930550C17RIK	1	1432089_at
4930550L24RIK	1	1450793_at
4930551A22RIK	1	1444294_at
4930551I15RIK	2	1432761_at;1454339_at
4930551O13RIK	1	1432335_at
4930552N02RIK	1	1432223_at
4930552P12RIK	1	1460507_at
4930553M12RIK	2	1433268_at;1433269_at
4930553P13RIK	2	1433349_at;1433350_at
4930553P18RIK	1	1429931_at
4930554C24RIK	1	1432314_at
4930554G24RIK	1	1453990_at
4930554H23RIK	1	1454020_at
4930554P06RIK	1	1454365_at
4930555B11RIK	2	1433038_at;1433039_at
4930555F03RIK	1	1431662_at
4930555G07RIK	1	1446413_at
4930556A12RIK	1	1433276_at
4930556A17RIK	2	1432783_at;1432784_at
4930556A20RIK	1	1431963_at
4930556H04RIK	1	1453543_at
4930556J24RIK	1	1454153_at
4930556L07RIK	2	1430925_at;1432365_a_at
4930556M19RIK	1	1447451_at
4930556N09RIK	1	1454217_at
4930556N13RIK	1	1432364_at
4930557A04RIK	1	1431673_at
4930557B21RIK	2	1432822_at;1454370_at
4930557J02RIK	1	1454189_at
4930558J18RIK	1	1441527_at
4930558J22RIK	1	1431615_at
4930558K02RIK	1	1431636_at
4930558N01RIK	1	1429586_at
4930560O18RIK	1	1433018_at
4930562A09RIK	1	1431661_at
4930562C15RIK	2	1443106_at;1446662_at
4930562D21RIK	1	1454065_at
4930562F07RIK	1	1453557_at
4930563D23RIK	1	1456445_at
4930563E18RIK	1	1432031_at
4930563E22RIK	2	1430763_at;1447028_at
4930563F15RIK	2	1433175_at;1433176_at
4930563J15RIK	1	1457994_at
4930563N14RIK	1	1433365_at
4930564B12RIK	2	1433036_at;1454446_at
4930564C03RIK	1	1431600_at
4930564D02RIK	1	1431660_at
4930565D16RIK	1	1432277_at
4930565N06RIK	1	1431516_at
4930566D17RIK	1	1432357_at
4930566F21RIK	1	1429932_at
4930566N20RIK	2	1433217_at;1433218_at
4930567K12RIK	1	1432163_at
4930568A13RIK	1	1454196_at
4930568D16RIK	1	1432199_at
4930568G15RIK	1	1430884_at
4930569F06RIK	1	1432561_at
4930570B17RIK	1	1432204_at
4930570E01RIK	2	1433164_at;1433165_at
4930570E03RIK	1	1431855_at
4930570G19RIK	1	1439684_at
4930571B16RIK	1	1432050_at
4930571K23RIK	1	1430063_at
4930572C08RIK	2	1433042_at;1454450_at
4930572G02RIK	1	1453952_at
4930572J10RIK	1	1454115_at
4930573C08RIK	2	1433329_at;1454563_at
4930573G07RIK	2	1433244_at;1454522_at
4930573O21RIK	2	1432590_at;1454290_at
4930577N17RIK	1	1431051_at
4930578C19RIK	1	1453669_at
4930578G10RIK	1	1454239_at
4930578I06RIK	1	1429547_at
4930578I07RIK	1	1432109_at
4930578M01RIK	1	1456421_at
4930579D07RIK	1	1430200_at
4930579F01RIK	1	1453272_at
4930579G18RIK	1	1432293_at
4930579G24RIK	1	1429364_at
4930579H20RIK	1	1454095_at
4930579K19RIK	1	1430603_at
4930579P08RIK	1	1453941_at
4930581F22RIK	1	1453692_at
4930583I09RIK	1	1431669_at
4930584F24RIK	1	1430016_at
4930588G05RIK	1	1430175_at
4930588G17RIK	1	1431570_at
4930588J15RIK	1	1431290_at
4930589L23RIK	1	1432112_at
4930589P08RIK	1	1453347_at
4930590A17RIK	1	1432379_at
4930591A17RIK	1	1450305_at
4930592A05RIK	1	1431638_at
4930592C13RIK	1	1442611_at
4930592I03RIK	1	1444636_at
4930593A02RIK	1	1454099_at
4930594C11RIK	1	1431682_at
4930594M17RIK	1	1432368_at
4930597G03RIK	1	1454177_at
4930597L12RIK	1	1432438_at
4930599N24RIK	2	1432596_at;1432597_at
4931400O07RIK	1	1431532_at
4931402G19RIK	1	1431467_at
4931402H11RIK	1	1454028_at
4931403G20RIK	1	1453606_at
4931403M11RIK	1	1454226_at
4931406B18RIK	1	1453610_at
4931406C07RIK	2	1416607_at;1454067_a_at
4931406E20RIK	1	1454058_at
4931406H21RIK	2	1432572_at;1454280_at
4931406P16RIK	3	1433993_at;1433994_at;1438798_at
4931407E12RIK	1	1431603_at
4931407J08RIK	2	1433055_at;1433056_at
4931408D14RIK	1	1431806_at
4931409D07RIK	2	1433249_at;1433250_at
4931412I15RIK	2	1433074_at;1433075_at
4931413K12RIK	1	1454131_at
4931414P19RIK	1	1429420_at
4931415C17RIK	1	1431538_at
4931417E11RIK	1	1449384_at
4931423N10RIK	1	1431911_at
4931428A05RIK	2	1432585_at;1454287_at
4931428F04RIK	3	1429756_at;1435024_at;1440743_at
4931428L18RIK	3	1430897_at;1430898_s_at;1432347_at
4931429L15RIK	1	1431874_at
4931429P17RIK	1	1431876_at
4931430N09RIK	1	1431863_at
4931431B13RIK	1	1430416_at
4931431C16RIK	1	1430721_at
4931431F19RIK	1	1453516_at
4931432E15RIK	1	1450320_at
4931432P07RIK	1	1443415_at
4931439C15RIK	1	1431456_at
4932412D23RIK	1	1431790_at
4932414N04RIK	1	1431515_at
4932416H05RIK	2	1427124_at;1439914_at
4932416J16RIK	1	1430783_at
4932422M17RIK	2	1437562_at;1453828_at
4932429P19RIK	2	1432870_at;1432871_at
4932430A15RIK	1	1454298_at
4932431P20RIK	2	1432882_at;1432883_at
4932432N04RIK	2	1432869_at;1454394_at
4932434E15RIK	1	1431794_at
4932435O22RIK	1	1443274_at
4932437C15RIK	2	1432881_at;1454398_at
4932438A13RIK	4	1427016_at;1444660_at;1457535_at;1458401_at
4932438H23RIK	2	1420687_at;1430772_at
4932439E07RIK	1	1439331_at
4932441J04RIK	1	1436563_at
4932441P12RIK	1	1430733_at
