gene	phenotype_plusAO	source_rows_plusAO	unique_tss_plusAO	phenotype_noAO	source_rows_noAO	unique_tss_noAO	percentile_plusAO	percentile_noAO	delta_rank	mode
AADAC	-1.3716571022969599	1	1	-1.15141373014139	1	1	0.094838982602717989	0.14327639997884828	0.04843741737613029	CRISPRa
AADACL2	-0.81867460944649695	1	1	-0.475858572002887	1	1	0.19626143514356723	0.33639151816403151	0.14013008302046429	CRISPRa
AADACL3	0.41471871789255199	1	1	0.34218531108563499	1	1	0.64346147744698856	0.64975411136375649	0.0062926339167679313	CRISPRa
AADACL4	-0.816680234707995	1	1	-1.19151423770184	1	1	0.19673734863307071	0.1351858706572894	-0.06155147797578131	CRISPRa
AADAT	-1.2998364392700801	1	1	-0.73281596505403201	1	1	0.10462164877584475	0.24792448839299877	0.14330283961715401	CRISPRa
AAED1	-0.26518541255712502	1	1	-1.6030790449973	1	1	0.37361852889852465	0.080455819364391098	-0.29316270953413354	CRISPRa
AAGAB	-0.00060866277844288203	1	1	0.75762398095404604	1	1	0.48022315054730053	0.78427899106340226	0.30405584051610174	CRISPRa
AAK1	-0.78470072156955295	1	1	-1.2291292373851901	1	1	0.20546242927396755	0.12820580614457194	-0.077256623129395602	CRISPRa
AAMDC	2.4513970643256902	1	1	2.29719756433393	1	1	0.97358680133255782	0.97126011316165195	-0.0023266881709058662	CRISPRa
AAMP	0.40643225306116199	1	1	0.24455926796001901	1	1	0.64023584157368729	0.61088784305430699	-0.029347998519380303	CRISPRa
AANAT	-0.79461543657474698	1	1	-1.0780838941931601	1	1	0.20255406906033527	0.15707789117444873	-0.045476177885886537	CRISPRa
AAR2	-0.20868173290147199	1	1	0.170720564718611	1	1	0.39601290254349319	0.58354925704616356	0.18753635450267037	CRISPRa
AARD	0.44296437840283098	1	1	-1.62308076519176	1	1	0.65324414362011529	0.078393527576542749	-0.57485061604357257	CRISPRa
AARS	1.4090558769246799	1	1	0.310320805958193	1	1	0.89654169530960814	0.636587171487494	-0.25995452382211415	CRISPRa
AARS2	1.0626433352037801	1	1	0.78655588092944695	1	1	0.83647083707894876	0.79099465919306222	-0.045476177885886537	CRISPRa
AARSD1	-0.065598090256397651	2	2	1.3716414937707355	2	2	0.45293744381576861	0.90389191475860609	0.45095447094283747	CRISPRa
AASDH	2.4020304964375598	1	1	1.2375329012963101	1	1	0.97115435460842892	0.88453809951879858	-0.086616255089630334	CRISPRa
