gene	n_control	n_knockdown	log2_difference	ratio	standard_error	df	ci_low	ci_high	p_two_sided	FDR_BH	precursor_features	peptide_backbones	runs_observed	control_runs	knockdown_runs
THEM4	5	5	-1.18197841964	0.440746671755	0.41744698863	5.32855295298	-2.23546122082	-0.12849561845	0.0340870221868	0.118738654119	1	1	10	5	5
THEM6	5	4	-0.180827786867	0.882196665888	0.214604792038	4.08700510381	-0.771696941317	0.410041367582	0.445936275657	0.586648742924	4	3	9	5	4
THNSL1	5	5	-0.377859116826	0.769578757912	0.231306875809	4.89026304661	-0.976488022785	0.220769789132	0.164582928194	0.302503795596	7	6	10	5	5
THOC2	5	5	0.676667215553	1.59844290759	0.304504281743	5.52540232573	-0.0842199161064	1.43755434721	0.0718153307061	0.181387993738	10	10	10	5	5
THOC3	5	5	1.0491015666	2.06924083371	0.722121451939	5.6970998278	-0.740890318531	2.83909345173	0.199040107297	0.341135989368	3	3	10	5	5
THOC6	5	4	0.399765751581	1.31929368147	0.224265558052	5.16233320746	-0.171317096527	0.970848599688	0.132907666882	0.265487065696	4	4	9	5	4
THOP1	5	5	0.360385377615	1.28376877645	0.247279598955	5.38322250343	-0.261894739706	0.982665494935	0.200750846868	0.342816071621	7	6	10	5	5
THRAP3	5	5	1.53488939804	2.89766215585	0.420181117697	5.91555128881	0.503174869694	2.56660392638	0.0109381833135	0.0666714804381	3	3	10	5	5
THSD7A	5	5	-0.836074364813	0.560165732184	0.195444799229	7.96960067178	-1.28707029511	-0.385078434511	0.00271923670716	0.0365457711211	3	3	10	5	5
THUMPD1	5	5	0.66983821398	1.59089455217	0.512413429476	4.39537555875	-0.703772693464	2.04344912142	0.255332484983	0.403434269617	7	5	10	5	5
THUMPD2	5	4	0.384248735136	1.30517995444	0.365778174022	3.21272646342	-0.737408223341	1.50590569361	0.365999295955	0.513377743798	1	1	9	5	4
THY1	5	5	-1.34780050067	0.392890584429	0.526229469937	5.62767409776	-2.65637254329	-0.0392284580579	0.0453672741857	0.139619016275	4	2	10	5	5
THYN1	5	5	0.693762144612	1.61749600013	0.220042864527	5.28541623292	0.137188846898	1.25033544233	0.0234465833103	0.0970344379015	13	7	10	5	5
TIA1	5	5	0.715984898348	1.64260420718	0.203392832954	7.90971886549	0.246026713073	1.18594308362	0.00798687933361	0.0576461002782	9	6	10	5	5
TIAL1	5	5	1.27585409993	2.42142127665	0.349453844778	7.95931327276	0.469294499945	2.08241369992	0.00654195764861	0.052127405206	8	5	10	5	5
TIGAR	5	5	0.4777777331	1.39259691554	0.166998066572	7.41660423233	0.0873424753059	0.868212990894	0.0228545057989	0.0961970219946	3	3	10	5	5
TIGD1	5	4	0.457966440498	1.37360428072	0.0799447692619	6.192987948	0.26381684204	0.652116038957	0.00110041759175	0.0314176187114	1	1	9	5	4
TIGD2	5	4	-0.0869414853344	0.941516651	0.111822235937	4.0183118298	-0.396852597951	0.222969627282	0.480099757803	0.616314743156	1	1	9	5	4
TIMM10	5	5	-0.159566557985	0.895294011863	0.309499847455	4.44664513713	-0.985882793433	0.666749677463	0.630745620209	0.743673155453	3	3	10	5	5
TIMM10B	5	4	-1.6971084947	0.308403598768	0.328852116609	5.28579167383	-2.52888573855	-0.865331250839	0.0030483809352	0.0379868685047	1	1	9	5	4
TIMM13	5	5	-0.462426381935	0.725764611834	0.368861165363	4.70073619001	-1.4290614075	0.504208643634	0.268699993096	0.41811164845	4	4	10	5	5
TIMM17A	5	4	-2.21218646528	0.215806995243	0.488128909989	6.89466685087	-3.37001227221	-1.05436065836	0.00279855068162	0.0366984364093	3	2	9	5	4
TIMM17B	5	4	-1.26508474881	0.416074924983	0.283088208094	6.29117495767	-1.95007895485	-0.580090542772	0.00377823978822	0.0411682117987	3	2	9	5	4
TIMM21	5	5	-0.863947948852	0.549446931985	0.316558034746	5.83625004385	-1.64383630982	-0.0840595878839	0.0351980924523	0.120744178747	2	2	10	5	5
TIMM29	5	4	-0.612454934738	0.654082746889	0.239973121112	4.09315213154	-1.27278951976	0.0478796502852	0.061772635943	0.167060168309	2	2	9	5	4
TIMM44	5	5	0.0296865757158	1.02079033577	0.125601552234	7.92273774871	-0.260443508941	0.319816660372	0.819152940828	0.882119578915	22	13	10	5	5
TIMM50	5	5	-0.317951908297	0.802207907209	1.09408883763	4.06236367942	-3.337326415	2.70142259841	0.785584131898	0.856570990718	7	5	10	5	5
TIMM8A	5	4	-0.990278719402	0.503380515756	0.213344630307	6.91844257857	-1.49596668026	-0.484590758548	0.00243879013996	0.0357187737707	1	1	9	5	4
TIMM8B	5	4	0.289116057971	1.22189139309	0.277740976082	5.93522707882	-0.392293525961	0.970525641903	0.338429848424	0.491507672903	1	1	9	5	4
TIMM9	5	5	-0.420152431146	0.747345657682	0.239603024268	4.19773576594	-1.07321893779	0.232914075501	0.150992496756	0.286911184863	4	2	10	5	5
TIMMDC1	5	4	-0.505226596328	0.704549709058	0.232543480227	6.56963436171	-1.06249173706	0.0520385443995	0.0688857733817	0.177365139112	4	4	9	5	4
TIMP2	5	5	-0.303598153136	0.810229122631	0.559502801827	4.14515964733	-1.83580624328	1.22860993701	0.615252965931	0.732103964473	1	1	10	5	5
TIPRL	5	5	0.200534788421	1.14912424157	0.355772245885	4.91068640655	-0.719032525082	1.12010210192	0.597749930826	0.716759685794	8	6	10	5	5
TJP1	5	4	0.361449886079	1.28471636897	0.0351255028493	4.30985393865	0.266629751649	0.456270020509	0.000340487302728	0.0215757164464	2	2	9	5	4
TKFC	5	5	0.887045592484	1.84938500013	0.193060179372	7.46509396542	0.436233731373	1.33785745359	0.00211624082262	0.0348295239946	7	6	10	5	5
TKT	5	5	0.503916053204	1.41805752008	0.184016408278	6.13076191215	0.0559618873309	0.951870219077	0.0330732356523	0.117019724868	46	25	10	5	5
TLDC1	5	5	-0.938092777101	0.521922398749	0.912766017124	4.08397411345	-3.45191853798	1.57573298377	0.361041656394	0.509911994989	4	3	10	5	5
TLE3	5	5	0.302532100978	1.23330711521	0.293161119042	4.99785257365	-0.451159947692	1.05622414965	0.349416030955	0.500703848678	2	2	10	5	5
TLN2	5	5	0.305382308461	1.23574606154	0.329523628867	6.680825037	-0.481427548176	1.0921921651	0.386316883414	0.532277171986	2	2	10	5	5
TM7SF2	5	4	-1.0215359369	0.492591644981	0.330816626175	6.97684003178	-1.80431966808	-0.238752205715	0.0176918071974	0.0836559143265	1	1	9	5	4
TM9SF1	5	5	-0.0652125687031	0.955804477651	0.920376129282	4.06825647926	-2.60376635552	2.47334121811	0.946860472827	0.96876561418	4	4	10	5	5
TM9SF2	5	5	-1.74591505016	0.298144773147	0.574719208974	4.11595265432	-3.32401835312	-0.167811747202	0.0370768655407	0.124816224219	10	7	10	5	5
TM9SF3	5	5	-1.08859878907	0.470217849823	0.322769800743	4.80656357472	-1.92844949515	-0.248748082988	0.021075622181	0.0923927421363	12	7	10	5	5
TM9SF4	5	5	-0.363553006982	0.77724804776	0.105147230949	5.62058114143	-0.625108331017	-0.101997682947	0.0149936419529	0.0768861208507	13	10	10	5	5
TMBIM6	5	5	-0.454819082339	0.729601660304	0.301558304027	4.59613516936	-1.25094197923	0.341303814557	0.1968749601	0.33845386624	1	1	10	5	5
TMCC1	4	4	0.533965542212	1.44790358978	0.198373661319	5.98343548373	0.0482367557148	1.01969432871	0.0360684050471	0.122810749667	2	2	8	4	4
TMCO1	5	4	-0.738327503892	0.599433864927	0.224612982224	6.76991936841	-1.27313400774	-0.203521000044	0.0140079797764	0.074428735891	1	1	9	5	4
TMED1	5	4	-0.628250063336	0.646960679378	0.245431006983	6.45096561924	-1.21876678918	-0.0377333374935	0.0402795496997	0.130692763534	1	1	9	5	4
TMED10	5	5	-0.283122872168	0.821810191976	0.172362549295	4.53123502142	-0.740343003651	0.174097259315	0.167400503902	0.305478832161	20	10	10	5	5
TMED2	5	5	0.155198549087	1.11357486202	0.349848153178	4.80746306575	-0.755056629113	1.06545372729	0.676570006041	0.78056806142	16	5	10	5	5
TMED3	5	5	-0.719345453748	0.60737294291	0.182247456775	6.3385862441	-1.15957783931	-0.279113068184	0.006774871348	0.0530326203137	3	2	10	5	5
TMED4	5	5	-0.53759901826	0.68891647359	0.170742767021	4.7606240388	-0.983229047875	-0.0919689886458	0.0271880295574	0.105184563751	8	6	10	5	5
TMED5	5	4	-0.200498646792	0.870249722008	0.168416069596	6.86227683458	-0.600365342256	0.199368048672	0.273399679128	0.422944428172	3	2	9	5	4
TMED8	5	5	0.623261774698	1.54035381784	0.198428896794	4.49474765863	0.09544611964	1.15107742976	0.0296597189225	0.110210042883	3	3	10	5	5
TMED9	5	5	-0.127702132461	0.915288124539	0.27146866666	5.23681110369	-0.816149108603	0.56074484368	0.657004321803	0.764246130906	6	6	10	5	5
TMEM104	5	4	-1.06850049836	0.476814330613	0.18192109536	4.32615996832	-1.55892501676	-0.578075979965	0.00327297109937	0.0387084446868	2	2	9	5	4
TMEM106B	5	4	-0.719879611228	0.607148104855	0.250971792999	3.69480428879	-1.43998618836	0.000226965904345	0.0500431233715	0.147835317308	2	1	9	5	4
TMEM109	5	5	-0.694805424861	0.617792634149	0.24254346743	5.09421041395	-1.3148310953	-0.0747797544241	0.0344645130459	0.119430499034	1	1	10	5	5
TMEM11	5	5	-0.183431242604	0.880606108764	0.186656385286	7.78106890417	-0.615978818301	0.249116333094	0.355309218152	0.50545565534	3	3	10	5	5
TMEM120A	5	4	-1.06556928175	0.477784089886	0.213798981778	3.59898255289	-1.68618796755	-0.444950595947	0.00993535271338	0.0629471574298	2	2	9	5	4
TMEM120B	5	4	-0.2411822969	0.846051683954	0.299654348832	3.95253692664	-1.07711107325	0.594746479453	0.466520051645	0.603865696692	2	2	9	5	4
TMEM126A	5	5	-0.386797323606	0.764825577588	0.102913800481	6.57456189317	-0.63337873501	-0.140215912201	0.00795490419587	0.0575820977633	11	7	10	5	5
TMEM126B	5	5	-1.12333493081	0.459031501703	0.284678607287	5.1684995399	-1.84800675615	-0.398663105468	0.0102003461455	0.0642650299752	3	2	10	5	5
TMEM130	5	4	-0.72662240993	0.604317066181	0.191099655285	5.02895697081	-1.21701016176	-0.236234658096	0.0124629600028	0.070610809505	1	1	9	5	4
TMEM131	5	5	0.306656848242	1.23683825594	0.510863788341	6.11075308317	-0.937910405325	1.55122410181	0.56990254465	0.694021487229	2	2	10	5	5
TMEM132A	5	4	-1.00019331589	0.499933006307	0.243313883918	6.98808963125	-1.57573807328	-0.424648558493	0.00452841741305	0.0439665841246	1	1	9	5	4
TMEM132E	5	5	-0.724763125754	0.605096386453	0.31131053918	6.84385838869	-1.46431389758	0.0147876460759	0.0535811294855	0.15385389886	1	1	10	5	5
TMEM143	5	5	-0.485733490883	0.714133899644	0.483134017241	7.19074817748	-1.6220491231	0.650582141337	0.347339972447	0.499155978244	3	2	10	5	5
TMEM147	5	4	-1.77748260721	0.291691932981	0.2014504577	5.42915228236	-2.28325450161	-1.2717107128	0.000202451113022	0.0191585138278	3	2	9	5	4
TMEM14C	5	5	-1.16473395262	0.446046507559	0.630819576506	4.75043362582	-2.81226867374	0.482800768501	0.127181298902	0.257849365999	10	3	10	5	5
TMEM160	5	4	-1.08734267271	0.470627434331	0.304507752531	5.78612986369	-1.8391734923	-0.335511853126	0.0125172449477	0.070610809505	2	2	9	5	4
TMEM163	5	4	-0.148324588191	0.90229769902	1.16935383221	4.22692407755	-3.32737368107	3.03072450469	0.904871604251	0.941392021858	2	1	9	5	4
TMEM164	5	4	-0.844061037627	0.557073256223	0.236739621229	4.66067657278	-1.46619056034	-0.221931514913	0.0181546822891	0.0848475025655	1	1	9	5	4
TMEM167A	5	5	-1.329410338	0.397930851957	0.546909387266	4.38670013296	-2.79651291793	0.137692241929	0.0663374812507	0.17384871049	2	2	10	5	5
TMEM167B	5	5	-2.05517765234	0.240618979318	0.926093019937	4.33716329184	-4.5494800574	0.439124752722	0.085445559263	0.202227134226	2	2	10	5	5
TMEM17	5	5	-0.421420724614	0.746688944326	0.483152377241	4.28589527353	-1.72830294848	0.885461499258	0.429228371598	0.57183968821	1	1	10	5	5
TMEM178B	5	4	-0.689314051632	0.620148637725	0.316546495458	6.22741297145	-1.4570703438	0.0784422405382	0.0706522517721	0.179932808893	1	1	9	5	4
TMEM181	5	5	-0.899479204545	0.536080214815	0.665959747091	7.07235531567	-2.4709637072	0.672005298114	0.218425840621	0.363318203186	2	1	10	5	5
TMEM189	5	4	0.180172594957	1.1330194245	0.287993622042	6.34536915462	-0.51532853158	0.875673721495	0.553391746951	0.679094170429	1	1	9	5	4
TMEM199	5	5	-0.144563176967	0.904653249408	0.229389221066	6.7333634038	-0.691367286556	0.402240932621	0.549337676191	0.676035459509	3	3	10	5	5
TMEM201	5	5	0.458318339847	1.37393936845	0.299481551346	5.00584144977	-0.311253371676	1.22789005137	0.186413861238	0.327330840034	3	2	10	5	5
TMEM205	5	4	-0.600540470574	0.65950684092	0.227032798505	3.23637807931	-1.29410466373	0.0930237225856	0.0713935143902	0.180871755888	4	3	9	5	4
TMEM206	5	4	-0.867869331928	0.547955510516	0.224720831959	5.87583219616	-1.4205704064	-0.315168257459	0.00868699410867	0.0596454039942	1	1	9	5	4
TMEM219	5	4	-0.307715542105	0.807920060464	0.184620495478	6.91467265017	-0.745368091958	0.129937007749	0.140032353813	0.272984420073	1	1	9	5	4
TMEM222	5	4	-0.695884494948	0.617330726202	0.356027485886	4.58689467405	-1.6364382739	0.244669284005	0.113198662664	0.240867531734	1	1	9	5	4
TMEM223	5	4	-0.327343184835	0.79700286486	0.22520659117	6.06457310848	-0.876984691865	0.222298322195	0.195790059596	0.337102656045	1	1	9	5	4
TMEM245	5	4	-1.07667535916	0.47412015892	0.175767331969	6.99990249311	-1.49230022862	-0.661050489706	0.000478905452785	0.0236986716255	3	3	9	5	4
TMEM246	5	5	-1.06708920939	0.477280993374	0.125271574539	7.44415135073	-1.35976398642	-0.774414432363	4.26102680321e-05	0.0147851909076	4	3	10	5	5
TMEM256	5	5	-0.299080049866	0.812770503074	0.207751849699	7.71643779858	-0.781238434234	0.183078334503	0.189285528507	0.329805723868	2	2	10	5	5
TMEM260	5	5	0.0373377485158	1.02621836462	0.187756921251	6.13540912159	-0.419640191538	0.494315688569	0.848797284072	0.900795503788	2	2	10	5	5
TMEM30A	5	5	-0.75629238136	0.592015813881	0.141735628887	6.5696169803	-1.09594658573	-0.416638176992	0.00132570290384	0.0322170818477	12	9	10	5	5
TMEM33	5	5	-1.14588346739	0.451912864824	0.583006262989	4.34714422271	-2.71484277713	0.423075842351	0.115123356865	0.243014254946	8	6	10	5	5
TMEM35A	5	4	-0.695252464538	0.617601231928	0.126651754988	6.04061498485	-1.00465375118	-0.385851177893	0.00149644084565	0.0323088038077	2	1	9	5	4
TMEM38B	5	4	-1.56198785099	0.338684096435	0.145372028053	3.84213145463	-1.97223065503	-1.15174504696	0.00052486298283	0.0238239344339	1	1	9	5	4
TMEM41A	5	4	-0.646451566311	0.638849689128	0.241207318252	5.48072214042	-1.25048861971	-0.042414512916	0.039945498153	0.130104073768	1	1	9	5	4
TMEM41B	5	4	-1.72452149229	0.302598870527	0.179947543094	6.82809176898	-2.15221116819	-1.29683181639	3.31894644714e-05	0.0147851909076	2	2	9	5	4
TMEM43	5	5	-0.27268041779	0.827780163569	0.159075881469	7.68808282365	-0.642116834614	0.096755999034	0.126376911617	0.257607884457	21	13	10	5	5
TMEM50A	5	5	-2.03404591224	0.244169361686	0.614106836167	4.20096358474	-3.70738912939	-0.360702695095	0.0275001574657	0.105937839734	1	1	10	5	5
TMEM50B	5	4	-2.27740434935	0.2062685324	0.130701643992	6.90074435316	-2.58736805906	-1.96744063963	5.84107986983e-07	0.00263491112928	1	1	9	5	4
TMEM63B	5	5	-0.485002299847	0.714495930868	0.224392382639	6.80386390436	-1.01872250667	0.0487179069762	0.0685831422125	0.17678774544	4	4	10	5	5
TMEM65	5	5	-0.660237696001	0.632774033614	0.2673585783	5.07803286472	-1.34434038908	0.0238649970759	0.0558134415446	0.157175841389	5	5	10	5	5
TMEM68	5	4	-0.404542792591	0.755475674175	0.415274616411	3.73615883928	-1.59036212271	0.781276537533	0.388745754943	0.534970134396	2	2	9	5	4
TMEM70	5	5	-0.46811448273	0.722908779741	0.484847605007	5.33581012046	-1.69122784658	0.754998881124	0.375994494113	0.522523463631	5	5	10	5	5
TMEM87A	5	5	-0.976505449604	0.508209253848	0.145768915294	7.3101940515	-1.31825121252	-0.634759686684	0.000229341553247	0.0191585138278	11	8	10	5	5
TMEM94	5	4	-1.13968822411	0.453857648686	0.237996337265	5.82708055015	-1.72625912691	-0.55311732131	0.00328490470591	0.0387084446868	1	1	9	5	4
TMEM97	5	4	-1.93394948367	0.261711734235	0.364567435238	6.13813679401	-2.82117000331	-1.04672896404	0.00169630419155	0.032965402482	4	3	9	5	4
TMLHE	5	4	-1.17136836135	0.444000017531	0.18476458826	6.05025505789	-1.62256228901	-0.720174433687	0.000697866523793	0.0256915691982	3	3	9	5	4
TMOD2	5	5	-0.632740486848	0.644950129046	0.598350894332	4.64705127613	-2.20666065964	0.941179685947	0.342138256822	0.495151003056	3	3	10	5	5
TMPO	5	5	1.77887291749	3.43157983124	0.555454969817	7.01748607022	0.466093792836	3.09165204215	0.0149620003453	0.0768719630499	2	1	10	5	5
TMPPE	5	4	-0.621571539958	0.649962532255	0.213621309602	5.04123029193	-1.16935451314	-0.0737885667731	0.0330877384927	0.117019724868	2	2	9	5	4
TMSB10	5	5	0.793906346678	1.73376257525	0.647311467936	7.85313669134	-0.703669610525	2.29148230388	0.255522566514	0.403451976739	3	2	10	5	5
TMSB4X	5	5	1.17958866392	2.26512185503	0.484322077895	4.67927169827	-0.0915106819341	2.45068800978	0.0623965121061	0.168200732102	1	1	10	5	5
TMTC3	5	5	-0.0109768897093	0.992420271973	0.269691263458	5.16446434776	-0.697652355294	0.675698575876	0.969060577684	0.983500306548	2	2	10	5	5
TMTC4	5	5	-0.448581181808	0.732763129509	0.143699534368	7.84849903165	-0.781069612494	-0.116092751122	0.014535694571	0.0757165337297	10	9	10	5	5
TMX1	5	5	-0.0955860372059	0.935892001485	0.182628453663	5.99378996195	-0.542574020852	0.35140194644	0.619480483103	0.735738909662	5	4	10	5	5
TMX2	5	5	-0.246034968145	0.843210672202	0.173340190254	7.85965000551	-0.647004020619	0.154934084329	0.194209411373	0.335860094081	5	4	10	5	5
TMX3	5	5	-0.499858014501	0.707176375832	0.145983457855	5.78320551375	-0.86033784307	-0.139378185931	0.014909665479	0.0767246912754	12	9	10	5	5
TMX4	5	5	-0.565955531423	0.675507863307	0.168017827537	5.19981011862	-0.992914672013	-0.138996390834	0.0187594965923	0.0865276984949	8	7	10	5	5
TNFRSF10B	5	4	1.14567044662	2.21248925176	0.152871070343	6.7681843276	0.781662732303	1.50967816094	0.000163087398574	0.0183921813741	1	1	9	5	4
TNIK	5	4	-1.00561118094	0.498059089785	0.213133038848	4.70859777633	-1.56384420486	-0.447378157019	0.00611989274223	0.0510292720152	4	4	9	5	4
TNPO1	5	5	0.109798448992	1.07907747398	0.185251078326	6.3665042591	-0.337243630021	0.556840528005	0.573818496264	0.69658106476	20	16	10	5	5
TNPO2	5	5	-0.618519315315	0.651339075197	0.31445506998	4.21765775618	-1.47410131341	0.237062682778	0.116928637331	0.245828601463	7	7	10	5	5
TNPO3	5	5	0.0141437875599	1.00985194043	0.167256283378	7.06513912488	-0.380616482135	0.408904057255	0.934954746894	0.961329879679	13	10	10	5	5
TNRC18	5	5	-0.0456761246542	0.968835661913	0.411601692369	5.03485939855	-1.1015323872	1.01018013789	0.915926923805	0.948809953331	2	1	10	5	5
TOLLIP	5	4	-0.2006185259	0.870177412599	0.0902691262333	5.21604857395	-0.429801437076	0.0285643852763	0.0746669316026	0.185377936307	3	3	9	5	4
TOM1	5	5	0.81827300223	1.76329395364	0.162938570205	7.73271873915	0.440263314252	1.19628269021	0.00113456106913	0.0316618480392	1	1	10	5	5
TOM1L2	5	4	-0.745421342905	0.596493638529	0.168943914422	4.41068655547	-1.19775220391	-0.293090481897	0.00927951520323	0.0609314309778	2	2	9	5	4
TOMM22	5	5	0.158100359848	1.11581694048	0.161659599163	5.9476787677	-0.238311467182	0.554512186877	0.366169056274	0.513456205425	3	3	10	5	5
TOMM40	5	5	-0.281379336115	0.822803972247	0.273519325291	7.27146913868	-0.923286941618	0.360528269388	0.336602447274	0.489623923613	14	8	10	5	5
TOMM40L	5	5	-0.528609602017	0.693222505717	0.256069679686	4.34052049565	-1.21810709865	0.160887894621	0.102439233795	0.224911166279	6	5	10	5	5
TOMM5	5	4	0.207486130773	1.15467443127	0.317660550457	5.15407178124	-0.601798680016	1.01677094156	0.54166077042	0.67108808991	1	1	9	5	4
TOMM7	5	4	-0.853783440784	0.553331729505	0.235643448295	5.34702276322	-1.44788867535	-0.259678206214	0.013500779642	0.0732374926052	1	1	9	5	4
TOMM70	5	5	0.753057695376	1.68536105759	0.225538720938	4.80393949648	0.166102262674	1.34001312808	0.0218630770342	0.0939279433348	8	6	10	5	5
TOP1	5	5	0.0456520266543	1.03214955435	0.150610146023	5.1451560086	-0.338241391328	0.429545444637	0.773677606956	0.847513279499	27	19	10	5	5
TOP2A	5	4	-0.17993484832	0.882742859796	0.134483281341	5.41685583276	-0.517784609858	0.157914913218	0.234328373034	0.379939547724	2	2	9	5	4
TOP2B	5	5	0.43205184928	1.34915102085	0.115211523501	6.47131348498	0.155042414581	0.709061283979	0.00827581909777	0.0583360719156	73	44	10	5	5
TOP3B	5	4	0.912371558382	1.88213688689	0.236695284554	6.86087610976	0.350367175986	1.47437594078	0.00650074146991	0.052127405206	2	2	9	5	4
TOR1A	5	5	-2.29166967933	0.204239005158	1.75431957976	4.03292247958	-7.14680027036	2.56346091169	0.260970122304	0.410186836834	11	8	10	5	5
TOR1AIP1	5	5	-0.155123395642	0.898055557702	0.0872240586913	5.68479840376	-0.371454636423	0.0612078451378	0.128380386358	0.259580422619	7	5	10	5	5
TOR1AIP2	5	5	-0.128521724617	0.914768298864	0.229566488734	4.7112369249	-0.729687980321	0.472644531088	0.601150922745	0.719308173077	5	3	10	5	5
TOR1B	5	5	-1.33220791736	0.397159958291	0.456718863344	4.15729237752	-2.58156377729	-0.0828520574216	0.0413882347917	0.132506974553	3	3	10	5	5
TOR2A	5	5	-0.232387946969	0.851224778927	0.165665425989	6.63367013665	-0.628552745114	0.163776851176	0.205717862118	0.349000855967	4	3	10	5	5
TOR3A	5	5	0.532388591237	1.4463218102	0.692518889191	7.21519879339	-1.09530922824	2.16008641071	0.466443606192	0.603865696692	1	1	10	5	5
TP53BP1	5	5	0.577117693027	1.49186572603	0.235846206938	7.40559099374	0.0255624335869	1.12867295247	0.0424601980726	0.13488588275	8	7	10	5	5
TP53I11	5	5	0.848401292953	1.80050460944	0.442822624368	4.44792793766	-0.333747797362	2.03055038327	0.120675364676	0.250777137039	5	3	10	5	5
TP53RK	5	5	0.958814602031	1.94371217719	0.453860581058	4.30765492572	-0.266592178289	2.18422138235	0.0972495088059	0.217713416488	3	2	10	5	5
TPD52	5	5	0.767694369902	1.70254669849	0.285283846122	7.07503500152	0.0945528930397	1.44083584676	0.0307323543651	0.112842302375	4	3	10	5	5
TPD52L2	5	5	0.148611463406	1.10850206933	0.660761971346	6.93598818426	-1.41677022759	1.71399315441	0.828532228191	0.887732251463	2	2	10	5	5
TPI1	5	5	0.590371739616	1.50563465472	0.253132107857	4.69798280547	-0.0731104737819	1.25385395301	0.0703560550787	0.179511405238	27	15	10	5	5
TPM1	5	5	0.214606657584	1.16038749835	0.331530163274	4.38249261657	-0.675034845419	1.10424816059	0.549781672091	0.676319913499	10	9	10	5	5
TPM3	5	5	0.0534321727762	1.03773075195	0.299896180191	5.32620432349	-0.703488637459	0.810352983011	0.865170513779	0.912514867799	8	6	10	5	5
TPM4	5	5	0.199208497503	1.14806832008	0.154445495384	7.84822076592	-0.158145925957	0.556562920962	0.233816074552	0.379677578223	17	12	10	5	5
TPP1	5	5	-0.558436353661	0.679037731287	0.299963801824	4.20594477385	-1.37543055143	0.258557844111	0.132626676107	0.265312166705	7	5	10	5	5
TPP2	5	5	-0.0901124859897	0.939449498095	0.069723581593	5.92344422573	-0.261255861474	0.0810308894944	0.244333638451	0.38987939266	26	22	10	5	5
TPPP	5	5	0.0568204687453	1.04017081796	0.111712881055	7.15341023917	-0.206194430782	0.319835368273	0.626320233921	0.740002769832	2	2	10	5	5
TPR	5	5	1.23767454456	2.35818114591	0.306151625542	7.62535582709	0.525604228765	1.94974486035	0.00411244408638	0.0424839079219	21	20	10	5	5
TPRKB	5	5	0.394879455839	1.31483289496	0.290998504686	4.74608945171	-0.365354614799	1.15511352648	0.235750775385	0.381719938178	4	4	10	5	5
TPST1	5	5	-0.26697905509	0.831057926727	0.458177147212	4.20218899738	-1.51530354876	0.98134543858	0.589939162043	0.70927920042	2	2	10	5	5
TPT1	5	5	-0.251210943015	0.840190895113	0.103625655878	5.4850298523	-0.510657808449	0.00823592241981	0.0554117176718	0.156716149478	12	7	10	5	5
TRA2A	5	5	0.423635260322	1.34130307608	0.431570931533	7.89129219966	-0.573960490584	1.42123101123	0.355423758474	0.505459197502	8	6	10	5	5
TRA2B	5	5	0.21386145482	1.15978827214	0.185570252771	6.63451747728	-0.229890621124	0.657613530764	0.288961597938	0.440141632822	7	5	10	5	5
TRAF4	5	4	0.100892677473	1.07243683494	0.244460654096	5.73436016021	-0.504062601906	0.705847956851	0.694799864565	0.794484712054	1	1	9	5	4
TRAM1	5	4	-2.05483836049	0.240675574549	0.192113292562	4.52269738089	-2.56477654814	-1.54490017285	0.000221507847273	0.0191585138278	1	1	9	5	4
TRAP1	5	5	-0.494950283872	0.709586130438	0.19617773927	4.47062837675	-1.01774213307	0.0278415653279	0.0587021824738	0.161976250529	41	28	10	5	5
TRAPPC1	5	4	0.0537926356847	1.03799006537	0.0893831765321	6.74092447547	-0.159222904315	0.266808175684	0.566974165529	0.69087532704	1	1	9	5	4
TRAPPC11	5	4	0.215290572693	1.16093771489	0.316203469548	6.98619200776	-0.532711502969	0.963292648356	0.517882263439	0.649476477724	1	1	9	5	4
TRAPPC2L	5	4	-0.379751853692	0.768569774748	0.086391397921	5.36846934261	-0.597320827173	-0.16218288021	0.00597033835167	0.0507501203454	2	2	9	5	4
TRAPPC3	5	4	0.610521844353	1.52681137958	0.339385415266	5.7392675085	-0.229155734392	1.4501994231	0.124374754444	0.255140798132	2	2	9	5	4
TRAPPC4	5	5	0.401536671468	1.32091411953	0.207109156974	5.43184521151	-0.118371957882	0.921445300817	0.105657841165	0.229990377489	4	4	10	5	5
TRAPPC5	5	5	-0.314872091588	0.803922262813	0.352950915612	4.40512339852	-1.26028150081	0.630537317639	0.418393054487	0.561884807619	2	2	10	5	5
TRAPPC6B	5	4	0.014229642874	1.00991203888	0.0829459112065	5.54036591202	-0.19288396354	0.221343249288	0.869881249791	0.915093980977	2	2	9	5	4
TRAPPC8	5	4	1.1005879885	2.14442073262	0.231379032369	5.61765047608	0.524950553343	1.67622542366	0.00373872704155	0.0410169452236	1	1	9	5	4
TRIM2	5	5	-0.0643406057504	0.95638233921	0.103529866775	5.50202710239	-0.3233320715	0.194650859999	0.559138465828	0.683542986274	16	12	10	5	5
TRIM24	4	4	2.36091107592	5.13694659779	0.549440239736	5.95002783695	1.01373742669	3.70808472516	0.00520895236206	0.0481507871009	1	1	8	4	4
TRIM26	5	5	0.177750686676	1.13111897635	0.183607263604	6.65455282456	-0.261022408525	0.616523781878	0.36685109427	0.513991249874	3	3	10	5	5
TRIM27	5	4	0.179317255777	1.13234788364	0.17612604376	6.14054714536	-0.249267823349	0.607902334902	0.347045716018	0.49906892658	2	2	9	5	4
