gene_target	source	original_cells	retained_cells	retention	primary	min10
Acat1	mouse7	22	21	0.954545454545	True	True
Acat1	mouse70	31	31	1	True	True
Acat1	mouse71	8	8	1	False	False
Acat1	mouse72	32	32	1	True	True
Acat1	mouse73	31	31	1	True	True
Acat1	mouse74	17	17	1	False	True
Acat1	mouse75	10	10	1	False	True
Acat1	mouse76	39	39	1	True	True
Acat1	mouse8	17	16	0.941176470588	False	True
Acat1	mouse9	27	27	1	True	True
Acbd5	mouse1	10	10	1	False	True
Acbd5	mouse10	25	25	1	True	True
Acbd5	mouse11	36	36	1	True	True
Acbd5	mouse12	17	17	1	False	True
Acbd5	mouse13	26	26	1	True	True
Acbd5	mouse14	17	17	1	False	True
Acbd5	mouse15	26	26	1	True	True
Acbd5	mouse16	17	16	0.941176470588	False	True
Acbd5	mouse17	14	14	1	False	True
Acbd5	mouse18	34	34	1	True	True
Acbd5	mouse19	27	27	1	True	True
Acbd5	mouse2	11	10	0.909090909091	False	True
Acbd5	mouse20	25	25	1	True	True
Acbd5	mouse21	24	24	1	True	True
Acbd5	mouse22	24	24	1	True	True
Acbd5	mouse23	48	48	1	True	True
Acbd5	mouse24	5	5	1	False	False
Acbd5	mouse25	12	12	1	False	True
Acbd5	mouse26	14	13	0.928571428571	False	True
Acbd5	mouse27	2	2	1	False	False
Acbd5	mouse29	6	5	0.833333333333	False	False
Acbd5	mouse3	6	6	1	False	False
Acbd5	mouse30	9	5	0.555555555556	False	False
Acbd5	mouse31	7	7	1	False	False
Acbd5	mouse32	11	11	1	False	True
Acbd5	mouse33	15	15	1	False	True
Acbd5	mouse34	21	20	0.952380952381	True	True
Acbd5	mouse35	17	17	1	False	True
Acbd5	mouse36	12	12	1	False	True
Acbd5	mouse37	19	19	1	False	True
Acbd5	mouse38	31	31	1	True	True
Acbd5	mouse39	13	13	1	False	True
Acbd5	mouse4	27	27	1	True	True
Acbd5	mouse40	7	7	1	False	False
Acbd5	mouse41	13	13	1	False	True
Acbd5	mouse42	6	6	1	False	False
Acbd5	mouse44	24	23	0.958333333333	True	True
Acbd5	mouse45	28	28	1	True	True
Acbd5	mouse46	9	7	0.777777777778	False	False
Acbd5	mouse47	7	6	0.857142857143	False	False
Acbd5	mouse48	10	9	0.9	False	False
Acbd5	mouse49	4	3	0.75	False	False
Acbd5	mouse5	6	6	1	False	False
Acbd5	mouse50	6	5	0.833333333333	False	False
Acbd5	mouse51	3	3	1	False	False
Acbd5	mouse52	31	31	1	True	True
Acbd5	mouse53	8	8	1	False	False
Acbd5	mouse54	24	23	0.958333333333	True	True
Acbd5	mouse55	28	27	0.964285714286	True	True
Acbd5	mouse56	11	11	1	False	True
Acbd5	mouse57	10	10	1	False	True
Acbd5	mouse58	17	16	0.941176470588	False	True
Acbd5	mouse59	11	10	0.909090909091	False	True
Acbd5	mouse6	21	20	0.952380952381	True	True
Acbd5	mouse60	39	39	1	True	True
Acbd5	mouse61	9	9	1	False	False
Acbd5	mouse62	42	42	1	True	True
Acbd5	mouse63	43	43	1	True	True
Acbd5	mouse64	6	6	1	False	False
Acbd5	mouse66	8	8	1	False	False
Acbd5	mouse67	33	33	1	True	True
Acbd5	mouse68	62	62	1	True	True
Acbd5	mouse69	27	27	1	True	True
Acbd5	mouse7	19	19	1	False	True
Acbd5	mouse70	31	31	1	True	True
Acbd5	mouse71	11	11	1	False	True
Acbd5	mouse72	36	36	1	True	True
Acbd5	mouse73	29	29	1	True	True
Acbd5	mouse74	25	25	1	True	True
Acbd5	mouse75	18	18	1	False	True
Acbd5	mouse76	37	37	1	True	True
Acbd5	mouse8	17	17	1	False	True
Acbd5	mouse9	36	36	1	True	True
Ache	mouse1	7	7	1	False	False
Ache	mouse10	13	13	1	False	True
Ache	mouse11	25	25	1	True	True
Ache	mouse12	12	12	1	False	True
Ache	mouse13	16	16	1	False	True
Ache	mouse14	7	7	1	False	False
Ache	mouse15	16	16	1	False	True
Ache	mouse16	9	9	1	False	False
Ache	mouse17	9	9	1	False	False
Ache	mouse18	21	21	1	True	True
Ache	mouse19	11	11	1	False	True
Ache	mouse2	10	10	1	False	True
Ache	mouse20	19	19	1	False	True
Ache	mouse21	22	22	1	True	True
Ache	mouse22	12	12	1	False	True
Ache	mouse23	31	31	1	True	True
Ache	mouse24	8	8	1	False	False
Ache	mouse25	12	12	1	False	True
Ache	mouse26	14	14	1	False	True
Ache	mouse29	5	4	0.8	False	False
Ache	mouse3	6	6	1	False	False
Ache	mouse30	6	5	0.833333333333	False	False
Ache	mouse31	18	18	1	False	True
Ache	mouse32	5	5	1	False	False
Ache	mouse33	12	11	0.916666666667	False	True
Ache	mouse34	24	23	0.958333333333	True	True
Ache	mouse35	15	15	1	False	True
Ache	mouse36	16	16	1	False	True
Ache	mouse37	9	9	1	False	False
Ache	mouse38	14	14	1	False	True
Ache	mouse39	7	7	1	False	False
Ache	mouse4	17	17	1	False	True
Ache	mouse40	6	5	0.833333333333	False	False
Ache	mouse41	12	12	1	False	True
Ache	mouse42	9	9	1	False	False
Ache	mouse44	16	15	0.9375	False	True
Ache	mouse45	25	25	1	True	True
Ache	mouse46	4	4	1	False	False
Ache	mouse47	4	4	1	False	False
Ache	mouse48	6	6	1	False	False
Ache	mouse49	3	2	0.666666666667	False	False
Ache	mouse50	6	4	0.666666666667	False	False
Ache	mouse51	4	4	1	False	False
Ache	mouse52	15	15	1	False	True
Ache	mouse53	3	3	1	False	False
Ache	mouse54	21	21	1	True	True
Ache	mouse55	20	20	1	True	True
Ache	mouse56	9	9	1	False	False
Ache	mouse57	10	10	1	False	True
Ache	mouse58	11	11	1	False	True
Ache	mouse59	7	7	1	False	False
Ache	mouse6	6	6	1	False	False
Ache	mouse60	27	27	1	True	True
Ache	mouse61	12	12	1	False	True
Ache	mouse62	30	30	1	True	True
Ache	mouse63	34	34	1	True	True
Ache	mouse64	4	3	0.75	False	False
Ache	mouse66	7	7	1	False	False
Ache	mouse67	28	28	1	True	True
Ache	mouse68	33	32	0.969696969697	True	True
Ache	mouse69	18	17	0.944444444444	False	True
Ache	mouse7	19	19	1	False	True
Ache	mouse70	26	26	1	True	True
Ache	mouse71	10	10	1	False	True
Ache	mouse72	35	35	1	True	True
Ache	mouse73	27	26	0.962962962963	True	True
Ache	mouse74	22	22	1	True	True
Ache	mouse75	18	18	1	False	True
Ache	mouse76	33	33	1	True	True
Ache	mouse8	17	17	1	False	True
Ache	mouse9	16	16	1	False	True
Aco2	mouse1	6	5	0.833333333333	False	False
Aco2	mouse10	14	14	1	False	True
Aco2	mouse11	37	37	1	True	True
Aco2	mouse12	19	19	1	False	True
Aco2	mouse13	25	25	1	True	True
Aco2	mouse14	18	18	1	False	True
Aco2	mouse15	21	21	1	True	True
Aco2	mouse16	16	16	1	False	True
Aco2	mouse17	13	13	1	False	True
Aco2	mouse18	33	33	1	True	True
Aco2	mouse19	22	22	1	True	True
Aco2	mouse2	12	12	1	False	True
Aco2	mouse20	24	24	1	True	True
Aco2	mouse21	22	22	1	True	True
Aco2	mouse22	24	24	1	True	True
Aco2	mouse23	46	45	0.978260869565	True	True
Aco2	mouse24	8	8	1	False	False
Aco2	mouse25	12	12	1	False	True
Aco2	mouse26	11	11	1	False	True
Aco2	mouse27	4	2	0.5	False	False
Aco2	mouse29	11	11	1	False	True
Aco2	mouse3	11	10	0.909090909091	False	True
Aco2	mouse30	4	3	0.75	False	False
Aco2	mouse31	12	12	1	False	True
Aco2	mouse32	15	15	1	False	True
Aco2	mouse33	10	10	1	False	True
Aco2	mouse34	23	23	1	True	True
Aco2	mouse35	18	18	1	False	True
Aco2	mouse36	14	14	1	False	True
Aco2	mouse37	11	11	1	False	True
Aco2	mouse38	24	24	1	True	True
Aco2	mouse39	7	7	1	False	False
Aco2	mouse4	19	19	1	False	True
Aco2	mouse40	6	6	1	False	False
Aco2	mouse41	13	13	1	False	True
Aco2	mouse42	8	8	1	False	False
Aco2	mouse44	20	19	0.95	False	True
Aco2	mouse45	21	20	0.952380952381	True	True
Aco2	mouse46	7	7	1	False	False
Aco2	mouse47	4	4	1	False	False
Aco2	mouse48	4	3	0.75	False	False
Aco2	mouse49	3	2	0.666666666667	False	False
Aco2	mouse5	3	3	1	False	False
Aco2	mouse50	6	6	1	False	False
Aco2	mouse51	2	2	1	False	False
Aco2	mouse52	26	26	1	True	True
Aco2	mouse53	9	9	1	False	False
Aco2	mouse54	30	29	0.966666666667	True	True
Aco2	mouse55	31	31	1	True	True
Aco2	mouse56	13	13	1	False	True
Aco2	mouse57	9	9	1	False	False
Aco2	mouse58	5	4	0.8	False	False
Aco2	mouse59	7	7	1	False	False
Aco2	mouse6	21	20	0.952380952381	True	True
Aco2	mouse60	36	36	1	True	True
Aco2	mouse61	15	14	0.933333333333	False	True
Aco2	mouse62	53	53	1	True	True
Aco2	mouse63	36	36	1	True	True
Aco2	mouse64	5	4	0.8	False	False
Aco2	mouse66	8	8	1	False	False
Aco2	mouse67	30	30	1	True	True
Aco2	mouse68	48	48	1	True	True
Aco2	mouse69	28	28	1	True	True
Aco2	mouse7	21	21	1	True	True
Aco2	mouse70	24	24	1	True	True
Aco2	mouse71	9	9	1	False	False
Aco2	mouse72	45	45	1	True	True
Aco2	mouse73	36	36	1	True	True
Aco2	mouse74	11	11	1	False	True
Aco2	mouse75	9	9	1	False	False
Aco2	mouse76	39	39	1	True	True
Aco2	mouse8	23	23	1	True	True
Aco2	mouse9	27	26	0.962962962963	True	True
Acox1	mouse1	3	2	0.666666666667	False	False
Acox1	mouse10	20	20	1	True	True
Acox1	mouse11	16	16	1	False	True
Acox1	mouse12	14	14	1	False	True
Acox1	mouse13	18	18	1	False	True
Acox1	mouse14	14	14	1	False	True
Acox1	mouse15	11	11	1	False	True
Acox1	mouse16	13	13	1	False	True
Acox1	mouse17	8	8	1	False	False
Acox1	mouse18	16	16	1	False	True
Acox1	mouse19	17	17	1	False	True
Acox1	mouse2	6	6	1	False	False
Acox1	mouse20	21	21	1	True	True
Acox1	mouse21	13	13	1	False	True
Acox1	mouse22	15	15	1	False	True
Acox1	mouse23	19	19	1	False	True
Acox1	mouse24	7	7	1	False	False
Acox1	mouse25	9	9	1	False	False
Acox1	mouse26	10	10	1	False	True
Acox1	mouse27	2	0	0	False	False
Acox1	mouse29	8	8	1	False	False
Acox1	mouse3	10	10	1	False	True
Acox1	mouse30	5	4	0.8	False	False
Acox1	mouse31	5	5	1	False	False
Acox1	mouse32	5	5	1	False	False
Acox1	mouse33	10	9	0.9	False	False
Acox1	mouse34	22	21	0.954545454545	True	True
Acox1	mouse35	14	14	1	False	True
Acox1	mouse36	11	11	1	False	True
Acox1	mouse37	11	11	1	False	True
Acox1	mouse38	16	16	1	False	True
Acox1	mouse39	7	7	1	False	False
Acox1	mouse4	15	14	0.933333333333	False	True
Acox1	mouse40	6	6	1	False	False
Acox1	mouse41	10	10	1	False	True
Acox1	mouse42	6	6	1	False	False
Acox1	mouse43	1	0	0	False	False
Acox1	mouse44	15	15	1	False	True
Acox1	mouse45	16	16	1	False	True
Acox1	mouse46	10	10	1	False	True
Acox1	mouse47	2	1	0.5	False	False
Acox1	mouse48	4	3	0.75	False	False
Acox1	mouse49	2	2	1	False	False
Acox1	mouse5	4	4	1	False	False
Acox1	mouse50	5	5	1	False	False
Acox1	mouse51	6	6	1	False	False
Acox1	mouse52	14	14	1	False	True
Acox1	mouse53	7	7	1	False	False
Acox1	mouse54	23	23	1	True	True
Acox1	mouse55	20	20	1	True	True
Acox1	mouse56	10	10	1	False	True
Acox1	mouse57	9	9	1	False	False
Acox1	mouse58	5	4	0.8	False	False
Acox1	mouse59	6	6	1	False	False
Acox1	mouse6	13	13	1	False	True
Acox1	mouse60	17	17	1	False	True
Acox1	mouse61	6	6	1	False	False
Acox1	mouse62	22	22	1	True	True
Acox1	mouse63	39	38	0.974358974359	True	True
Acox1	mouse64	5	5	1	False	False
Acox1	mouse66	4	4	1	False	False
Acox1	mouse67	31	31	1	True	True
Acox1	mouse68	27	27	1	True	True
Acox1	mouse69	19	19	1	False	True
Acox1	mouse7	16	16	1	False	True
Acox1	mouse70	24	24	1	True	True
Acox1	mouse71	7	7	1	False	False
Acox1	mouse72	32	32	1	True	True
Acox1	mouse73	28	27	0.964285714286	True	True
Acox1	mouse74	13	13	1	False	True
Acox1	mouse75	10	10	1	False	True
Acox1	mouse76	26	26	1	True	True
Acox1	mouse8	12	12	1	False	True
Acox1	mouse9	21	21	1	True	True
Acp1	mouse1	9	8	0.888888888889	False	False
Acp1	mouse10	24	24	1	True	True
Acp1	mouse11	46	46	1	True	True
Acp1	mouse12	20	20	1	True	True
Acp1	mouse13	31	31	1	True	True
Acp1	mouse14	15	15	1	False	True
Acp1	mouse15	29	29	1	True	True
Acp1	mouse16	21	21	1	True	True
Acp1	mouse17	15	15	1	False	True
Acp1	mouse18	40	39	0.975	True	True
Acp1	mouse19	28	28	1	True	True
Acp1	mouse2	14	13	0.928571428571	False	True
Acp1	mouse20	35	34	0.971428571429	True	True
Acp1	mouse21	23	23	1	True	True
Acp1	mouse22	32	32	1	True	True
Acp1	mouse23	42	42	1	True	True
Acp1	mouse24	18	18	1	False	True
Acp1	mouse25	16	16	1	False	True
Acp1	mouse26	22	22	1	True	True
Acp1	mouse27	3	1	0.333333333333	False	False
Acp1	mouse29	14	14	1	False	True
Acp1	mouse3	12	12	1	False	True
Acp1	mouse30	8	6	0.75	False	False
Acp1	mouse31	15	15	1	False	True
Acp1	mouse32	11	11	1	False	True
Acp1	mouse33	16	15	0.9375	False	True
Acp1	mouse34	40	40	1	True	True
Acp1	mouse35	29	29	1	True	True
Acp1	mouse36	18	18	1	False	True
Acp1	mouse37	17	17	1	False	True
Acp1	mouse38	30	29	0.966666666667	True	True
Acp1	mouse39	10	10	1	False	True
Acp1	mouse4	21	21	1	True	True
Acp1	mouse40	10	8	0.8	False	False
Acp1	mouse41	18	18	1	False	True
Acp1	mouse42	13	13	1	False	True
Acp1	mouse44	23	23	1	True	True
Acp1	mouse45	33	33	1	True	True
Acp1	mouse46	15	15	1	False	True
Acp1	mouse47	3	3	1	False	False
Acp1	mouse48	5	5	1	False	False
Acp1	mouse49	2	1	0.5	False	False
Acp1	mouse5	10	10	1	False	True
Acp1	mouse50	9	7	0.777777777778	False	False
Acp1	mouse51	4	3	0.75	False	False
Acp1	mouse52	26	26	1	True	True
Acp1	mouse53	14	14	1	False	True
Acp1	mouse54	32	32	1	True	True
Acp1	mouse55	26	25	0.961538461538	True	True
Acp1	mouse56	10	10	1	False	True
Acp1	mouse57	14	12	0.857142857143	False	True
Acp1	mouse58	10	10	1	False	True
Acp1	mouse59	7	6	0.857142857143	False	False
Acp1	mouse6	14	14	1	False	True
Acp1	mouse60	45	44	0.977777777778	True	True
Acp1	mouse61	15	15	1	False	True
Acp1	mouse62	65	65	1	True	True
Acp1	mouse63	49	48	0.979591836735	True	True
Acp1	mouse64	9	9	1	False	False
Acp1	mouse66	6	6	1	False	False
Acp1	mouse67	44	44	1	True	True
Acp1	mouse68	52	51	0.980769230769	True	True
Acp1	mouse69	34	34	1	True	True
Acp1	mouse7	28	27	0.964285714286	True	True
Acp1	mouse70	56	56	1	True	True
Acp1	mouse71	17	17	1	False	True
Acp1	mouse72	80	80	1	True	True
Acp1	mouse73	38	38	1	True	True
Acp1	mouse74	28	28	1	True	True
Acp1	mouse75	29	29	1	True	True
Acp1	mouse76	56	56	1	True	True
Acp1	mouse8	13	13	1	False	True
Acp1	mouse9	45	42	0.933333333333	True	True
Acsl4	mouse1	9	9	1	False	False
Acsl4	mouse10	19	19	1	False	True
Acsl4	mouse11	44	44	1	True	True
Acsl4	mouse12	23	23	1	True	True
Acsl4	mouse13	34	34	1	True	True
Acsl4	mouse14	16	16	1	False	True
Acsl4	mouse15	28	28	1	True	True
Acsl4	mouse16	19	19	1	False	True
Acsl4	mouse17	14	14	1	False	True
Acsl4	mouse18	30	30	1	True	True
Acsl4	mouse19	24	24	1	True	True
Acsl4	mouse2	18	18	1	False	True
Acsl4	mouse20	40	40	1	True	True
Acsl4	mouse21	30	30	1	True	True
Acsl4	mouse22	29	29	1	True	True
Acsl4	mouse23	33	33	1	True	True
Acsl4	mouse24	15	14	0.933333333333	False	True
Acsl4	mouse25	26	26	1	True	True
Acsl4	mouse26	24	24	1	True	True
Acsl4	mouse27	3	3	1	False	False
Acsl4	mouse29	13	12	0.923076923077	False	True
Acsl4	mouse3	12	12	1	False	True
Acsl4	mouse30	8	7	0.875	False	False
Acsl4	mouse31	17	17	1	False	True
Acsl4	mouse32	14	13	0.928571428571	False	True
Acsl4	mouse33	15	14	0.933333333333	False	True
Acsl4	mouse34	23	23	1	True	True
Acsl4	mouse35	24	24	1	True	True
Acsl4	mouse36	21	21	1	True	True
Acsl4	mouse37	10	10	1	False	True
Acsl4	mouse38	29	29	1	True	True
Acsl4	mouse39	8	8	1	False	False
Acsl4	mouse4	35	34	0.971428571429	True	True
Acsl4	mouse40	7	4	0.571428571429	False	False
Acsl4	mouse41	15	15	1	False	True
Acsl4	mouse42	6	6	1	False	False
Acsl4	mouse43	1	0	0	False	False
Acsl4	mouse44	24	24	1	True	True
Acsl4	mouse45	28	28	1	True	True
Acsl4	mouse46	8	8	1	False	False
Acsl4	mouse47	4	3	0.75	False	False
Acsl4	mouse48	6	5	0.833333333333	False	False
Acsl4	mouse49	5	5	1	False	False
Acsl4	mouse5	19	18	0.947368421053	False	True
Acsl4	mouse50	9	9	1	False	False
Acsl4	mouse51	4	4	1	False	False
Acsl4	mouse52	36	34	0.944444444444	True	True
Acsl4	mouse53	7	7	1	False	False
Acsl4	mouse54	21	21	1	True	True
Acsl4	mouse55	28	28	1	True	True
Acsl4	mouse56	10	9	0.9	False	False
Acsl4	mouse57	11	11	1	False	True
Acsl4	mouse58	5	5	1	False	False
Acsl4	mouse59	14	14	1	False	True
Acsl4	mouse6	25	25	1	True	True
Acsl4	mouse60	54	54	1	True	True
Acsl4	mouse61	13	13	1	False	True
Acsl4	mouse62	63	63	1	True	True
Acsl4	mouse63	58	58	1	True	True
Acsl4	mouse64	11	11	1	False	True
Acsl4	mouse66	10	10	1	False	True
Acsl4	mouse67	39	39	1	True	True
Acsl4	mouse68	51	51	1	True	True
Acsl4	mouse69	26	26	1	True	True
Acsl4	mouse7	25	24	0.96	True	True
Acsl4	mouse70	40	40	1	True	True
Acsl4	mouse71	15	15	1	False	True
Acsl4	mouse72	65	65	1	True	True
Acsl4	mouse73	40	40	1	True	True
Acsl4	mouse74	38	37	0.973684210526	True	True
Acsl4	mouse75	17	17	1	False	True
Acsl4	mouse76	45	45	1	True	True
Acsl4	mouse8	25	24	0.96	True	True
Acsl4	mouse9	43	43	1	True	True
Actb	mouse1	11	9	0.818181818182	False	False
Actb	mouse10	21	21	1	True	True
Actb	mouse11	38	38	1	True	True
Actb	mouse12	23	23	1	True	True
Actb	mouse13	49	49	1	True	True
Actb	mouse14	24	24	1	True	True
Actb	mouse15	36	35	0.972222222222	True	True
Actb	mouse16	29	29	1	True	True
Actb	mouse17	13	13	1	False	True
Actb	mouse18	33	33	1	True	True
Actb	mouse19	23	23	1	True	True
Actb	mouse2	13	13	1	False	True
Actb	mouse20	46	46	1	True	True
Actb	mouse21	26	26	1	True	True
Actb	mouse22	31	31	1	True	True
Actb	mouse23	37	37	1	True	True
Actb	mouse24	13	13	1	False	True
Actb	mouse25	17	17	1	False	True
Actb	mouse26	21	21	1	True	True
Actb	mouse27	1	0	0	False	False
Actb	mouse29	8	8	1	False	False
Actb	mouse3	9	9	1	False	False
Actb	mouse30	4	3	0.75	False	False
Actb	mouse31	10	10	1	False	True
Actb	mouse32	14	13	0.928571428571	False	True
Actb	mouse33	12	12	1	False	True
Actb	mouse34	31	31	1	True	True
Actb	mouse35	24	24	1	True	True
Actb	mouse36	21	21	1	True	True
Actb	mouse37	18	18	1	False	True
Actb	mouse38	38	38	1	True	True
Actb	mouse39	6	6	1	False	False
Actb	mouse4	28	27	0.964285714286	True	True
Actb	mouse40	9	9	1	False	False
Actb	mouse41	24	24	1	True	True
Actb	mouse42	5	4	0.8	False	False
Actb	mouse44	25	23	0.92	True	True
Actb	mouse45	29	29	1	True	True
Actb	mouse46	6	5	0.833333333333	False	False
Actb	mouse47	5	4	0.8	False	False
Actb	mouse48	10	10	1	False	True
Actb	mouse49	4	4	1	False	False
Actb	mouse5	7	7	1	False	False
Actb	mouse50	8	8	1	False	False
Actb	mouse51	6	6	1	False	False
Actb	mouse52	34	34	1	True	True
Actb	mouse53	10	8	0.8	False	False
Actb	mouse54	34	34	1	True	True
Actb	mouse55	45	45	1	True	True
Actb	mouse56	11	11	1	False	True
Actb	mouse57	17	17	1	False	True
Actb	mouse58	18	17	0.944444444444	False	True
Actb	mouse59	9	9	1	False	False
Actb	mouse6	21	21	1	True	True
Actb	mouse60	48	48	1	True	True
Actb	mouse61	13	13	1	False	True
Actb	mouse62	70	70	1	True	True
Actb	mouse63	45	45	1	True	True
Actb	mouse64	16	15	0.9375	False	True
Actb	mouse66	10	10	1	False	True
Actb	mouse67	49	49	1	True	True
Actb	mouse68	72	70	0.972222222222	True	True
Actb	mouse69	31	31	1	True	True
Actb	mouse7	28	27	0.964285714286	True	True
Actb	mouse70	33	33	1	True	True
Actb	mouse71	19	19	1	False	True
Actb	mouse72	63	63	1	True	True
Actb	mouse73	53	53	1	True	True
Actb	mouse74	50	50	1	True	True
Actb	mouse75	29	29	1	True	True
Actb	mouse76	55	55	1	True	True
Actb	mouse8	22	22	1	True	True
Actb	mouse9	41	41	1	True	True
Actg1	mouse1	6	5	0.833333333333	False	False
Actg1	mouse10	24	24	1	True	True
Actg1	mouse11	60	60	1	True	True
Actg1	mouse12	31	30	0.967741935484	True	True
Actg1	mouse13	38	37	0.973684210526	True	True
Actg1	mouse14	22	22	1	True	True
Actg1	mouse15	32	32	1	True	True
Actg1	mouse16	29	29	1	True	True
Actg1	mouse17	14	14	1	False	True
Actg1	mouse18	47	47	1	True	True
Actg1	mouse19	28	28	1	True	True
Actg1	mouse2	8	8	1	False	False
Actg1	mouse20	46	46	1	True	True
Actg1	mouse21	26	26	1	True	True
Actg1	mouse22	33	33	1	True	True
Actg1	mouse23	56	56	1	True	True
Actg1	mouse24	12	12	1	False	True
Actg1	mouse25	20	19	0.95	False	True
Actg1	mouse26	21	20	0.952380952381	True	True
Actg1	mouse27	1	0	0	False	False
Actg1	mouse29	18	18	1	False	True
Actg1	mouse3	15	15	1	False	True
Actg1	mouse30	8	7	0.875	False	False
Actg1	mouse31	13	13	1	False	True
Actg1	mouse32	17	17	1	False	True
Actg1	mouse33	18	18	1	False	True
Actg1	mouse34	43	43	1	True	True
Actg1	mouse35	32	31	0.96875	True	True
Actg1	mouse36	20	20	1	True	True
Actg1	mouse37	16	15	0.9375	False	True
Actg1	mouse38	34	34	1	True	True
Actg1	mouse39	17	16	0.941176470588	False	True
Actg1	mouse4	33	33	1	True	True
Actg1	mouse40	6	6	1	False	False
Actg1	mouse41	19	19	1	False	True
Actg1	mouse42	11	11	1	False	True
Actg1	mouse44	28	28	1	True	True
Actg1	mouse45	25	25	1	True	True
Actg1	mouse46	8	8	1	False	False
Actg1	mouse47	4	3	0.75	False	False
Actg1	mouse48	7	6	0.857142857143	False	False
Actg1	mouse49	8	8	1	False	False
Actg1	mouse5	8	8	1	False	False
Actg1	mouse50	13	11	0.846153846154	False	True
Actg1	mouse51	11	11	1	False	True
Actg1	mouse52	42	42	1	True	True
Actg1	mouse53	6	5	0.833333333333	False	False
Actg1	mouse54	30	30	1	True	True
Actg1	mouse55	42	40	0.952380952381	True	True
Actg1	mouse56	15	14	0.933333333333	False	True
Actg1	mouse57	25	25	1	True	True
Actg1	mouse58	8	8	1	False	False
Actg1	mouse59	1	1	1	False	False
Actg1	mouse6	31	31	1	True	True
Actg1	mouse60	47	47	1	True	True
Actg1	mouse61	17	16	0.941176470588	False	True
Actg1	mouse62	72	72	1	True	True
Actg1	mouse63	62	60	0.967741935484	True	True
Actg1	mouse64	9	9	1	False	False
Actg1	mouse66	19	18	0.947368421053	False	True
Actg1	mouse67	61	60	0.983606557377	True	True
Actg1	mouse68	80	80	1	True	True
Actg1	mouse69	26	26	1	True	True
Actg1	mouse7	34	34	1	True	True
Actg1	mouse70	44	44	1	True	True
Actg1	mouse71	13	13	1	False	True
Actg1	mouse72	74	74	1	True	True
Actg1	mouse73	51	51	1	True	True
Actg1	mouse74	43	43	1	True	True
Actg1	mouse75	39	38	0.974358974359	True	True
Actg1	mouse76	70	70	1	True	True
Actg1	mouse8	29	29	1	True	True
Actg1	mouse9	46	46	1	True	True
Actn4	mouse1	9	9	1	False	False
Actn4	mouse10	21	21	1	True	True
Actn4	mouse11	50	50	1	True	True
Actn4	mouse12	23	23	1	True	True
Actn4	mouse13	33	33	1	True	True
Actn4	mouse14	23	23	1	True	True
Actn4	mouse15	31	31	1	True	True
Actn4	mouse16	21	21	1	True	True
Actn4	mouse17	21	21	1	True	True
Actn4	mouse18	29	28	0.965517241379	True	True
Actn4	mouse19	22	22	1	True	True
Actn4	mouse2	15	14	0.933333333333	False	True
Actn4	mouse20	30	30	1	True	True
Actn4	mouse21	20	20	1	True	True
Actn4	mouse22	35	35	1	True	True
Actn4	mouse23	43	42	0.976744186047	True	True
Actn4	mouse24	15	15	1	False	True
Actn4	mouse25	19	19	1	False	True
Actn4	mouse26	22	22	1	True	True
Actn4	mouse27	2	0	0	False	False
Actn4	mouse29	9	8	0.888888888889	False	False
Actn4	mouse3	8	8	1	False	False
Actn4	mouse30	10	9	0.9	False	False
Actn4	mouse31	10	10	1	False	True
Actn4	mouse32	14	14	1	False	True
Actn4	mouse33	17	17	1	False	True
Actn4	mouse34	31	30	0.967741935484	True	True
Actn4	mouse35	28	28	1	True	True
Actn4	mouse36	16	16	1	False	True
Actn4	mouse37	21	21	1	True	True
Actn4	mouse38	18	18	1	False	True
Actn4	mouse39	6	6	1	False	False
Actn4	mouse4	25	25	1	True	True
Actn4	mouse40	7	7	1	False	False
Actn4	mouse41	7	6	0.857142857143	False	False
Actn4	mouse42	13	12	0.923076923077	False	True
Actn4	mouse43	3	0	0	False	False
Actn4	mouse44	19	18	0.947368421053	False	True
Actn4	mouse45	28	28	1	True	True
Actn4	mouse46	10	10	1	False	True
Actn4	mouse47	2	2	1	False	False
Actn4	mouse48	10	9	0.9	False	False
Actn4	mouse49	6	4	0.666666666667	False	False
Actn4	mouse5	5	5	1	False	False
Actn4	mouse50	3	3	1	False	False
Actn4	mouse51	8	7	0.875	False	False
Actn4	mouse52	26	26	1	True	True
Actn4	mouse53	13	12	0.923076923077	False	True
Actn4	mouse54	32	32	1	True	True
Actn4	mouse55	24	24	1	True	True
Actn4	mouse56	13	13	1	False	True
Actn4	mouse57	18	18	1	False	True
Actn4	mouse58	17	16	0.941176470588	False	True
Actn4	mouse59	4	4	1	False	False
Actn4	mouse6	24	24	1	True	True
Actn4	mouse60	46	46	1	True	True
Actn4	mouse61	12	12	1	False	True
Actn4	mouse62	58	58	1	True	True
Actn4	mouse63	44	44	1	True	True
Actn4	mouse64	11	9	0.818181818182	False	False
Actn4	mouse66	17	16	0.941176470588	False	True
Actn4	mouse67	48	48	1	True	True
Actn4	mouse68	63	63	1	True	True
Actn4	mouse69	36	36	1	True	True
Actn4	mouse7	41	41	1	True	True
Actn4	mouse70	43	43	1	True	True
Actn4	mouse71	14	14	1	False	True
Actn4	mouse72	75	75	1	True	True
Actn4	mouse73	35	34	0.971428571429	True	True
Actn4	mouse74	34	34	1	True	True
Actn4	mouse75	28	28	1	True	True
